strategy,date,soc_start_kwh,reserve_kwh,net_ratio_to_recent_history,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,spill_kwh,total_cost_yuan
optimized_proposed,2025-02-16,3464.683249128156,5640.198830534759,1.0460545315950152,5640.198830534759,84081.84052565924,51725.75678408882,1199.3426484283232,1317.1914287422437,5098.948399717459,51,3195.6447206847783,56824.70518380628
optimized_proposed,2025-02-17,5640.198830534759,5737.0280485348185,1.0613215459050689,5737.0280485348185,84480.78695833418,52681.73301605154,1310.3241997818814,42.82624083120834,127.0282736418898,10,8808.481947956641,52808.76128969343
optimized_proposed,2025-02-18,5737.0280485348185,5626.22491192962,1.0354019890993893,5626.22491192962,83211.07377627782,51755.607893928376,1002.7677638287589,158.05842798075474,649.8956425937611,9,6994.617824916972,52405.503536522134
optimized_proposed,2025-02-19,5626.22491192962,5649.753396482632,1.0409058756373335,5649.753396482632,82993.09434597375,51464.88717464887,1359.3636997227266,427.50150250392517,1645.33912011469,23,6113.459037863238,53110.22629476356
optimized_proposed,2025-02-20,5649.753396482632,5681.2934286588925,1.0482838586141006,5681.2934286588925,82581.08720674421,51260.41206965673,1285.4880478978225,154.6487845332341,650.9524667647473,16,7299.022442410203,51911.36453642148
optimized_proposed,2025-02-21,5681.2934286588925,3769.420892528125,0.6010502303637685,3769.420892528125,35876.542823786556,19124.370041311126,537.0890145933643,68.42864228775028,239.33791553179032,8,8970.45056817076,19363.707956842914
optimized_proposed,2025-02-22,3769.420892528125,3775.4604904804773,0.6064370166546995,3775.4604904804773,36833.71546670724,19288.362112796647,602.9460952585205,373.15354304131836,1492.3129603673756,23,5896.210095667795,20780.675073164024
optimized_proposed,2025-02-23,3775.4604904804773,5545.244808147854,1.095282025209016,5545.244808147854,83768.7617176358,51682.498598339924,1227.8393024123573,336.7323069445106,905.6512625124876,20,6205.546654949905,52588.14986085241
optimized_proposed,2025-02-24,5545.244808147854,5529.757849524993,1.0913783124946095,5529.757849524993,82358.291970548,51099.134257853526,1344.1423372277632,23.932600143558375,109.92755879466706,3,9792.741875019667,51209.061816648195
optimized_proposed,2025-02-25,5529.757849524993,5438.6902956423755,1.0684234136911288,5438.6902956423755,80032.92408220234,49563.28561143404,1396.6877149031573,87.03168123980845,329.35300767025717,7,9979.956120608424,49892.6386191043
optimized_proposed,2025-02-26,5438.6902956423755,4898.4609921663105,1.0557989966701042,4898.4609921663105,78113.59713628194,48241.041827121604,1347.1310503166192,548.5054804095422,2315.0953916528733,21,6075.771411708834,50556.13721877448
optimized_proposed,2025-02-27,4898.4609921663105,4892.304012658316,1.0540413648332871,4892.304012658316,76781.20123515622,47355.752275606676,1339.3043451982348,669.9072034339835,3387.4099207255367,15,6109.348640138096,50743.16219633221
optimized_proposed,2025-02-28,4892.304012658316,3188.4192524200726,0.6110982189476561,3188.4192524200726,34371.24385058709,18284.4882109725,643.7019367315133,208.4917741804531,615.4427253043234,10,9805.876139901968,18899.930936276825
optimized_proposed,2025-03-01,3188.4192524200726,3191.6391821834986,0.6120877956383723,3191.6391821834986,35949.06056025754,19003.235658662943,480.7893733892959,99.55814299369149,468.31467917757425,8,9060.146199505203,19471.550337840516
optimized_proposed,2025-03-02,3191.6391821834986,5315.390587877643,1.0891716162779488,5315.390587877643,79695.46694622861,48726.77169356604,1281.0556104990821,3802.54183005911,14562.472646361106,41,4395.516490078829,63289.24433992715
optimized_proposed,2025-03-03,5315.390587877643,5752.737795262216,1.0918490525387543,5752.737795262216,80300.62244548436,49523.694601456,2174.188795152523,984.0445638821074,4142.808146223973,34,4339.594293859434,53666.50274767997
optimized_proposed,2025-03-04,5752.737795262216,5737.607775476462,1.088220533060835,5737.607775476462,81079.58462092202,50437.7686739447,1725.000420996527,247.237961581277,739.035855324523,23,7680.212830612367,51176.804529269226
optimized_proposed,2025-03-05,5737.607775476462,5742.405818186985,1.0893712117564052,5742.405818186985,80495.1458312944,49880.50928327724,2141.2355474409806,93.77463207233961,275.0256847074614,8,9976.094022915739,50155.534967984706
optimized_proposed,2025-03-06,5742.405818186985,5617.55774080731,1.0594298311787365,5617.55774080731,76688.51973151966,47170.91386253131,1862.613995035827,397.89149676311166,1414.7088368476243,33,6877.277130081551,48585.62269937894
optimized_proposed,2025-03-07,5617.55774080731,3629.3457028388952,0.5826118092489382,3629.3457028388952,30522.730948776185,16035.547762302218,569.3857792733631,277.5456140541768,774.2141254596531,16,8906.307034922098,16809.76188776187
optimized_proposed,2025-03-08,3629.3457028388952,3631.048795079601,0.5830202491224877,3631.048795079601,32092.663313308913,16798.62136384224,574.5180319395964,365.090155089557,921.9154509981157,29,10311.607437534418,17720.536814840358
optimized_proposed,2025-03-09,3631.048795079601,5662.853025367274,1.0702926604817407,5662.853025367274,77610.43779357668,47098.17103563606,1691.6700555102634,412.02133415078595,1632.2177554793252,32,8029.536767146311,48730.38879111539
optimized_proposed,2025-03-10,5662.853025367274,5576.656686448404,1.0496208372375344,5576.656686448404,70924.57950882726,43217.3556046844,1462.6442043622676,3332.247666215506,10084.886482972634,65,2081.7088129539625,53302.24208765704
optimized_proposed,2025-03-11,5576.656686448404,5854.284378846179,1.0443366485786643,5854.284378846179,74360.65640276117,45200.48434308301,1679.3855505479655,667.5054600465326,2488.7320466738092,33,6401.916955842844,47689.21638975682
optimized_proposed,2025-03-12,5854.284378846179,5555.925053073576,1.0446489246706736,5555.925053073576,72414.11743931132,44109.252983987506,2286.7268685559798,544.8536361129327,1656.2061364343301,32,6582.245116914421,45765.45912042184
optimized_proposed,2025-03-13,5555.925053073576,5530.234339018323,1.0384877128764292,5530.234339018323,72740.57216067282,44261.423821150776,1565.653805864319,2312.574812366337,8691.015277880186,55,3277.876829441968,52952.43909903096
optimized_proposed,2025-03-14,5530.234339018323,3829.1710419979004,0.5899380981144183,3829.1710419979004,30574.470972794184,16288.879844432457,323.37807079748274,160.56340072950655,477.58056151738054,12,13601.275864735866,16766.460405949838
optimized_proposed,2025-03-15,3829.1710419979004,3870.648873957189,0.5992449681921361,3870.648873957189,32028.83411313774,16841.02104855478,543.3714787201762,660.0008324364788,2308.722851042632,32,8807.917653097084,19149.74389959741
optimized_proposed,2025-03-16,3870.648873957189,6305.823439116095,1.0942942317125806,6305.823439116095,77760.9657327829,46684.12185204512,1893.382007271134,624.0640085007157,2552.0729080641804,25,8060.683346387449,49236.194760109305
optimized_proposed,2025-03-17,6305.823439116095,6011.973267028482,1.0797191631819572,6011.973267028482,73484.22706102801,44714.197074448995,2125.5169442168726,98.80561010037752,448.6715330070697,7,11851.823566565312,45162.86860745607
optimized_proposed,2025-03-18,6011.973267028482,5784.647506721029,1.0538473430925341,5784.647506721029,72950.88430462807,44214.363014269424,1710.7732887013237,597.9125869709503,3045.0467672527457,16,8534.797290163453,47259.40978152217
optimized_proposed,2025-03-19,5784.647506721029,5206.50041801491,1.0571627534217254,5206.50041801491,69577.26970309133,42201.64846986999,2059.097771999925,556.7444073136709,2851.4194165128483,15,7181.469623691108,45053.06788638284
optimized_proposed,2025-03-20,5206.50041801491,5185.127615934451,1.0515232855723968,5185.127615934451,69360.09442800765,42110.71302391606,1526.6826343166963,827.111269891881,2769.4620399291316,33,3865.438648525237,44880.17506384519
optimized_proposed,2025-03-21,5185.127615934451,3578.614090127208,0.607189358421701,3578.614090127208,30092.584027141893,15980.233314266527,639.3354030647344,148.3629881415156,438.5872671884413,16,17090.90640773041,16418.82058145497
optimized_proposed,2025-03-22,3578.614090127208,3628.0694895758675,0.6198138494588807,3628.0694895758675,31818.66264102789,16719.358093874187,658.6926044551026,233.84332032052907,864.8620573808515,14,13285.999310696963,17584.22015125504
optimized_proposed,2025-03-23,3628.0694895758675,5532.480274251046,1.1059532225155875,5532.480274251046,71350.58158673506,42970.17650500467,1706.3465697063361,724.2564143116886,2382.194554051813,33,7042.262489901333,45352.37105905648
optimized_proposed,2025-03-24,5532.480274251046,5457.683913934388,1.0868599386485434,5457.683913934388,70339.69394796932,42551.67742448482,2009.8283033378707,386.9423321905865,1417.8686606152423,21,8701.98992257198,43969.54608510006
optimized_proposed,2025-03-25,5457.683913934388,5412.252538809478,1.0752626612134153,5412.252538809478,71197.53154088775,43044.55440753498,1331.7434212666562,571.7966481096205,2375.5847768544363,22,6721.227004398146,45420.139184389416
optimized_proposed,2025-03-26,5412.252538809478,5436.841686732912,1.0815395385823574,5436.841686732912,69806.46969441607,42300.24461515846,1443.5038679642664,142.7625629955519,498.5789049243577,10,10185.081789111817,42798.82352008282
optimized_proposed,2025-03-27,5436.841686732912,5407.565350093894,1.0740661614866083,5407.565350093894,68719.67506030152,41681.80053086549,1311.6214950694614,424.9744897275624,1482.8191332064266,23,6338.227331360054,43164.61966407191
optimized_proposed,2025-03-28,5407.565350093894,3622.302654281052,0.6183417481048544,3622.302654281052,29083.890030486127,15282.234965726086,610.3749404617355,338.04996599421884,1218.80427483839,13,17668.753984585906,16501.039240564474
optimized_proposed,2025-03-29,3622.302654281052,3642.8084975810857,0.6235762793762039,3642.8084975810857,30771.853058028628,15999.135772228703,694.8363086183359,126.35600710439957,466.0159996979735,14,20403.428721808683,16465.151771926678
optimized_proposed,2025-03-30,3642.8084975810857,5527.126690947595,1.104586612091151,5527.126690947595,67068.47830099164,40045.55005030532,1929.50256212078,584.8238460029133,2589.3285059214395,21,6154.57732253586,42634.87855622676
optimized_proposed,2025-03-31,5527.126690947595,5452.5062419113765,1.0855382331365735,5452.5062419113765,63892.17176100402,38398.58325703416,1775.0726723070038,1988.9115746556204,7721.397792116093,36,4922.096191342058,46119.98104915025
optimized_proposed,2025-04-01,5452.5062419113765,5968.044660008806,1.0676034553487719,5968.044660008806,64942.66049798706,38852.033018469956,1461.9055668179703,3521.7630287723005,9794.573934320793,54,3565.3496475353795,48646.60695279075
optimized_proposed,2025-04-02,5968.044660008806,6000.49753179269,1.0748699137238495,6000.49753179269,67326.73008100176,40260.04316067674,1672.6738211877096,2335.600859502098,10232.041587913845,51,5079.173971944324,50492.08474859058
optimized_proposed,2025-04-03,6000.49753179269,6836.593445957965,1.0876041753657084,6836.593445957965,72288.50087091082,43030.00318055855,1969.9025336702866,186.27965907912437,623.538821437704,15,11541.494869640046,43653.542001996255
optimized_proposed,2025-04-04,6836.593445957965,4402.856822258651,0.6180045600920622,4402.856822258651,27601.893650767437,14184.148780439968,696.9613193198714,139.62157325824353,687.2783904536265,16,20798.25060621157,14871.427170893594
optimized_proposed,2025-04-05,4402.856822258651,4494.467358790663,0.6356811945690721,4494.467358790663,30274.65022955383,15452.904976985788,617.5455124487745,385.5895189924394,1458.183004013715,24,15779.465604957331,16911.087980999502
optimized_proposed,2025-04-06,4494.467358790663,7028.7788653691905,1.1246871522736757,7028.7788653691905,70013.51656004247,41190.61242145013,1693.3838905143264,213.23178480652805,793.065572498534,11,8912.053789262765,41983.677993948666
optimized_proposed,2025-04-07,7028.7788653691905,6887.8561547468,1.0974955284770942,6887.8561547468,67014.01311413254,39786.39469898645,1644.742858068105,145.18425328865044,437.241740998674,14,9959.731949427514,40223.63643998512
optimized_proposed,2025-04-08,6887.8561547468,6808.914842303113,1.0822634735407617,6808.914842303113,64310.722085960515,38121.06091532971,1839.7329281438826,928.7822030615771,4183.862158998982,36,6859.084781017021,42304.92307432869
optimized_proposed,2025-04-09,6808.914842303113,6825.848972600956,1.0855309844930245,6825.848972600956,65309.43816763173,38738.27488728461,1824.206470986582,1290.141201607338,4482.376994740027,43,3331.4894487607,43220.65188202464
optimized_proposed,2025-04-10,6825.848972600956,6862.871380155494,1.0926746121866773,6862.871380155494,67047.6678669558,39867.31337374088,1033.2159181257125,649.0771269847805,2923.0086855289846,27,9029.949464187013,42790.32205926986
optimized_proposed,2025-04-11,6862.871380155494,4393.731308702858,0.6162437542541399,4393.731308702858,26635.125710788983,13535.200303709853,570.646316036415,449.59465527542136,1767.5551898028652,24,21288.701012280228,15302.75549351272
optimized_proposed,2025-04-12,4393.731308702858,4481.164089936296,0.633114273450715,4481.164089936296,29381.11121025866,14771.164675168704,636.2567917562243,189.21820729539263,780.1014735436854,12,17747.12250101296,15551.26614871239
optimized_proposed,2025-04-13,4481.164089936296,6145.215171350855,1.1072733543497453,6145.215171350855,66292.60348213978,38731.67352789492,1387.7096716894744,536.3305375578748,2548.2206103763288,29,6688.462319289937,41279.89413827125
optimized_proposed,2025-04-14,6145.215171350855,6036.708408874412,1.082977819637127,6036.708408874412,62552.28387499281,36901.78060071848,1415.6229272427431,465.6134362084051,2055.219998659173,35,6602.068416670364,38957.00059937765
optimized_proposed,2025-04-15,6036.708408874412,5203.4647855579415,1.0775420455706393,5203.4647855579415,63948.48433914519,37788.5109557119,1438.0934536497466,173.26948271992416,889.5044618198397,13,10859.131819738977,38678.01541753174
optimized_proposed,2025-04-16,5203.4647855579415,5151.257455143144,1.0634903187234648,5151.257455143144,61387.01555701675,36294.157313718504,1689.2851419364495,1508.245454862706,4981.598556383875,46,3261.735391582174,41275.75587010238
optimized_proposed,2025-04-17,5151.257455143144,5975.023832002611,1.0691661479549368,5975.023832002611,63965.46477550089,37647.83906344806,1220.1465981669,301.322259238525,1434.7906664473169,22,6589.945556554107,39082.62972989538
optimized_proposed,2025-04-18,5975.023832002611,3935.6740997830902,0.6125393803738353,3935.6740997830902,26169.48979025722,13136.601938181404,459.99491047923465,192.3246359282299,743.2690574627876,18,19238.91413633992,13879.87099564419
optimized_proposed,2025-04-19,3935.6740997830902,3977.970877337764,0.6220099682326756,3977.970877337764,27892.98493139122,13871.803330153069,499.99130996388595,299.9371936564836,978.9383220393433,17,18757.048590032748,14850.741652192411
optimized_proposed,2025-04-20,3977.970877337764,6036.137308137865,1.107665119131983,6036.137308137865,64531.141422290966,37637.85700667814,1309.9045213354573,472.5672040211923,1710.3323137916177,24,6742.065506821035,39348.189320469755
optimized_proposed,2025-04-21,6036.137308137865,5957.982622290172,1.089764630809508,5957.982622290172,60478.21814676094,35645.86125513528,1293.9566182889198,494.51666510317426,1760.645887560232,35,8582.868140542787,37406.50714269551
optimized_proposed,2025-04-22,5957.982622290172,5911.360153905675,1.0790862569944302,5911.360153905675,61314.983122217294,36340.74629162547,1289.8897056244114,531.8587881646779,1653.4626106734422,25,5845.732274789791,37994.20890229892
optimized_proposed,2025-04-23,5911.360153905675,5986.567494287241,1.0802915828490285,5986.567494287241,61927.19980872079,36432.11440947103,1480.581892961632,342.12502309202716,1205.7820707352253,23,6859.669275061449,37637.896480206255
optimized_proposed,2025-04-24,5986.567494287241,5950.145884888275,1.0720715048673688,5950.145884888275,60153.98613093047,35442.46780076146,1448.8856537221186,375.8379549293679,1778.0923799928742,25,9640.929571896097,37220.56018075433
optimized_proposed,2025-04-25,5950.145884888275,3901.234875446357,0.6096479998925566,3901.234875446357,25122.267565702226,12446.944144901177,462.7367121218505,194.3539332480616,739.5848147894537,15,22563.35639485378,13186.528959690631
optimized_proposed,2025-04-26,3901.234875446357,3957.964590404654,0.6224514615882322,3957.964590404654,27142.987213283184,13310.652822553107,468.3858100817377,387.9281580662484,1596.6694619231475,28,24800.76135880154,14907.322284476255
optimized_proposed,2025-04-27,3957.964590404654,6034.138747050197,1.0910280498489693,6034.138747050197,59289.25071764481,34702.5772001335,1043.111536240072,1050.0922074315483,4525.115107863263,38,5692.774958287866,39227.69230799676
optimized_proposed,2025-04-28,6034.138747050197,6295.9225917666245,1.0932136271018364,6295.9225917666245,58229.36021900785,34334.14650007088,1187.1560043522177,4942.63109476139,18056.16165343726,61,2466.530698559841,52390.30815350814
optimized_proposed,2025-04-29,6295.9225917666245,6862.393969075669,1.0994670769355888,6862.393969075669,65291.389970135046,38218.1299722705,1876.8139354480184,190.2988247871,802.8374264982695,9,13518.742714437858,39020.96739876877
optimized_proposed,2025-04-30,6862.393969075669,6856.576324808603,1.0983374649071969,6856.576324808603,61812.66169703982,36515.94826567472,1834.3277472629811,388.49093746551455,1437.4762199241186,19,10172.607758928534,37953.424485598836
optimized_proposed,2025-05-01,6856.576324808603,6596.0061542943395,1.0802714818130232,6596.0061542943395,62183.13557649474,36609.437739405126,1649.3860316225787,2587.652745076722,12285.477445170603,59,10344.053478328846,48894.91518457573
optimized_proposed,2025-05-02,6596.0061542943395,4220.918844851973,0.6280160662966937,4220.918844851973,25751.935838811853,13084.327676867337,1264.6628950302238,3017.1183775651457,13569.259097808465,64,13951.896510961931,26653.5867746758
optimized_proposed,2025-05-03,4220.918844851973,4360.989546973024,0.6571352369422027,4360.989546973024,28976.372646058044,14697.6845715204,1236.8846387321773,1054.6561522910606,5593.865122398358,30,18343.80683430141,20291.549693918758
optimized_proposed,2025-05-04,4360.989546973024,6846.320754936562,1.1738084773801307,6846.320754936562,67396.77594143934,39609.42187543721,2291.634295072242,991.64446233233,4666.201568519898,39,9952.979528314558,44275.62344395711
optimized_proposed,2025-05-05,6846.320754936562,6818.255590773861,1.1679740359725217,6818.255590773861,67080.9338526061,40032.0627305295,2331.0759067549984,685.055269334535,2970.9065396271094,27,8804.18298986135,43002.96927015661
optimized_proposed,2025-05-06,6818.255590773861,6709.750311153773,1.145416972251477,6709.750311153773,65638.15724933037,39221.944673449674,2607.7357947265286,795.8667180736065,3423.13082604327,32,9797.702182908737,42645.075499492945
optimized_proposed,2025-05-07,6709.750311153773,6767.450257338316,1.1574121614933528,6767.450257338316,69920.90897050929,42118.209391325996,1461.2702655661565,120.49218237607465,595.9870099485161,10,10799.928439405849,42714.196401274516
optimized_proposed,2025-05-08,6767.450257338316,6908.046146662874,1.1866405128281008,6908.046146662874,68273.5815008473,41446.27998480273,2567.820681635346,549.1620866172125,2308.4678204258935,17,8733.24622122258,43754.747805228624
optimized_proposed,2025-05-09,6908.046146662874,4530.822967898559,0.6924417520831586,4530.822967898559,30751.06363896392,17145.18866326734,936.7695593703008,10.153151533234166,21.750172021862543,2,21671.4913970509,17166.938835289206
optimized_proposed,2025-05-10,4530.822967898559,4124.8889919203575,0.6954221637635465,4124.8889919203575,31214.333603642284,17014.32496635231,926.387723796023,106.47683313044246,400.3634155857025,9,16920.962500192138,17414.688381938013
optimized_proposed,2025-05-11,4124.8889919203575,6326.488584554685,1.2188749022025154,6326.488584554685,69216.25272755625,41132.25677450697,1804.5175475964902,512.2528677057376,2375.754952422089,26,7714.648385438632,43508.01172692906
optimized_proposed,2025-05-12,6326.488584554685,6297.225950014345,1.2119174126411407,6297.225950014345,71876.64142270222,43653.76482995978,2371.5406792997205,159.0490677447857,461.3017517394729,8,15984.462838451158,44115.066581699255
optimized_proposed,2025-05-13,6297.225950014345,6060.089425638989,1.1555357874430494,6060.089425638989,65234.844721934,39609.6528989497,1529.848838285609,278.08757662275457,754.1860274057622,12,8809.16731382625,40363.83892635546
optimized_proposed,2025-05-14,6060.089425638989,6003.328864052856,1.142040385510292,6003.328864052856,68255.44965989683,41145.11282170347,2245.870627914137,205.75268780056888,741.4842918332428,14,11555.391497018089,41886.597113536714
optimized_proposed,2025-05-15,6003.328864052856,5962.6626115440595,1.1323715695689205,5962.6626115440595,65018.928920531136,39957.41989613158,1991.7863765834124,723.2600190293872,2623.6536447869394,24,9274.348182049507,42581.073540918514
optimized_proposed,2025-05-16,5962.6626115440595,3969.9377567008974,0.6585809285673337,3969.9377567008974,28444.467135779647,15651.785347919249,1008.1903426288238,175.14191695653494,498.07325122721727,12,25086.12358456928,16149.858599146466
optimized_proposed,2025-05-17,3969.9377567008974,3777.5563006575135,0.6640380042455637,3777.5563006575135,29811.923950194163,16204.961667192867,1017.8635528061753,1327.6604461690963,5318.339865524844,25,18293.11118221905,21523.301532717713
optimized_proposed,2025-05-18,3777.5563006575135,6031.2350073586795,1.1486753554574043,6031.2350073586795,66299.49486969647,40296.27064939087,1974.2496500832654,1170.279539553758,3475.0643975804046,35,7696.410978792224,43771.335046971275
optimized_proposed,2025-05-19,6031.2350073586795,6063.503374994493,1.1377761731311713,6063.503374994493,63763.29956152527,38472.87052140351,1790.9622062684757,186.453853591467,1060.645876439623,12,12732.311464367023,39533.51639784313
optimized_proposed,2025-05-20,6063.503374994493,5903.178983345316,1.1002696148489144,5903.178983345316,60589.156171171846,37241.19686532256,1616.8194604687596,1724.4917863237831,5754.880801751502,42,4342.384179954426,42996.07766707407
optimized_proposed,2025-05-21,5903.178983345316,6491.961546924099,1.100141064483144,6491.961546924099,64334.75201489877,38926.19583044169,2020.7477294594908,684.755501840452,2029.257239231792,26,9389.730312221342,40955.45306967348
optimized_proposed,2025-05-22,6491.961546924099,6491.562983973227,1.1000582075944179,6491.562983973227,63344.07537120692,38659.90151290824,1983.7699075908226,338.1617549970862,970.2330594620483,23,9280.035344013764,39630.13457237029
optimized_proposed,2025-05-23,6491.562983973227,4288.905500166751,0.6421497501274318,4288.905500166751,26869.863314141185,14706.56102105457,682.6299233400798,412.79721519532524,1076.6166333916362,21,20165.075612797453,15783.177654446205
optimized_proposed,2025-05-24,4288.905500166751,4351.653950735721,0.6551944683460929,4351.653950735721,28901.890676286952,15539.490735700978,794.7373157394679,302.7951057309298,706.7334784502779,18,22701.694959128265,16246.224214151256
optimized_proposed,2025-05-25,4351.653950735721,6637.680920624068,1.1304345323166884,6637.680920624068,62618.017726280756,37953.28102458589,2239.3140591819615,475.9754485782952,1594.9989955929796,27,8361.916922368611,39548.28002017887
optimized_proposed,2025-05-26,6637.680920624068,6505.081885592355,1.1028686397349454,6505.081885592355,58965.033632208884,36224.66637161945,1562.2468996720897,3246.67792583154,10912.492867112915,46,4198.121361963237,47137.15923873237
optimized_proposed,2025-05-27,6505.081885592355,6869.62974460875,1.0927808125305234,6869.62974460875,64408.42927533918,38885.049087640924,1783.9349558120343,349.32385280223843,756.0092361509536,18,11253.829138379286,39641.058323791876
optimized_proposed,2025-05-28,6869.62974460875,6869.473336564843,1.0927506659923882,6869.473336564843,60270.522576378484,36761.03353021061,2097.0128951952347,1808.6037515864355,5943.427388531112,54,6232.784701124554,42704.46091874172
optimized_proposed,2025-05-29,6869.473336564843,6923.165534960411,1.1030994553899767,6923.165534960411,64742.99089723733,39101.62216895345,1569.4239099699196,618.5054425955877,2451.0582815177463,33,7384.446065710401,41552.6804504712
optimized_proposed,2025-05-30,6923.165534960411,4569.494433397105,0.6494460891817654,4569.494433397105,27450.98205436565,14968.775431113772,782.7238633185195,848.6734467133481,3039.063108260408,24,21083.721845435473,18007.83853937418
optimized_proposed,2025-05-31,4569.494433397105,4668.715536366508,0.6685702511477529,4668.715536366508,30425.409077661512,16449.538351629213,817.6592758726139,516.3759335739194,1373.546118527779,18,19704.353410885597,17823.08447015699
optimized_proposed,2025-06-01,4668.715536366508,7245.6713494683145,1.1659478719894374,7245.6713494683145,69654.77584642319,41561.01799779068,2087.1614642551954,9598.094485533247,36298.95936572483,113,1225.557924532627,77859.97736351551
optimized_proposed,2025-06-02,7245.6713494683145,7429.904645080987,1.2014784866312815,7429.904645080987,74679.5492405943,45659.74426729105,3759.298593391769,3749.126761360653,14827.966356400582,78,5440.7519172555785,60487.71062369163
optimized_proposed,2025-06-03,7429.904645080987,8041.97220486364,1.2445240912180122,8041.97220486364,79901.73056750362,49422.189147973055,2798.799706625903,816.5205147285117,3246.964865399265,38,7602.475849140305,52669.15401337232
optimized_proposed,2025-06-04,8041.97220486364,8287.578197798597,1.2735848960295155,8287.578197798597,79976.95224669094,49267.51981735804,3559.2885144377833,1618.420378659243,5064.509550510233,51,7348.146435151637,54332.02936786828
optimized_proposed,2025-06-05,8287.578197798597,8447.008589043904,1.2731166866528218,8447.008589043904,85402.50718559834,53444.28466077616,2873.515005849972,376.2709947797706,1520.7470013668715,21,9984.481763137046,54965.03166214303
optimized_proposed,2025-06-06,8447.008589043904,5507.882412918041,0.756786323161753,5507.882412918041,36655.25828942186,21030.86642503639,1710.9745832786516,1425.73998012099,6259.583001014078,33,7056.807493945799,27290.44942605047
optimized_proposed,2025-06-07,5507.882412918041,6255.609054426177,0.8026907641925268,6255.609054426177,43565.43288972006,24509.94642413519,1480.8236929566708,165.6818794668751,739.9317200688376,12,8998.352856643774,25249.878144204027
optimized_proposed,2025-06-08,6255.609054426177,10685.14888275647,1.5059790666594273,10685.14888275647,98446.10323585046,61417.84201201795,2038.0985923254289,0.0,0.0,0,23673.99040909539,61417.84201201795
