date,strategy,scheduled_grid_kwh,emergency_purchase_kwh,total_grid_purchase_kwh,base_plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,total_grid_cost_yuan,curtailed_pv_kwh,overpurchase_spill_kwh,pv_consumption_rate,charge_input_kwh,discharge_output_kwh,soc_initial_kwh,soc_terminal_kwh,soc_min_kwh,soc_max_kwh,pv_forecast_mae_kw,load_forecast_mae_kw
2025-02-13,static_forecast,78215.76893055555,1501.001619444446,79716.77055000002,48452.21256033916,0.0,6250.997380190284,54703.20994052945,3330.192166666666,801.0993666666672,0.9333705772314893,22400.0,18144.0,1200.0,1200.0,1200.0,10800.0,139.8357055555556,146.0354687499999
2025-02-13,rolling,76597.43664999999,1597.240491666667,78194.67714166667,48452.21256033916,150.04488830472235,6490.632707295836,55092.89015593972,1732.8762472222197,800.3218777777784,0.9653291647138642,22800.0,18468.0,1200.0,1200.0,1200.0,10800.0,65.97753993055557,146.0354687499999
2025-02-14,static_forecast,35531.605513888884,1957.6465388888898,37489.25205277778,18660.342377741945,0.0,7882.0418284583375,26542.38420620028,3487.878869444444,754.2380333333333,0.9242931285347157,18133.333333333336,14688.0,1200.0,1200.0,1200.0,10800.0,191.3406236111111,125.6568715277778
2025-02-14,rolling,35791.27008333334,1344.4908722222224,37135.760955555554,18660.342377741945,673.7369327772228,4866.29517396389,24200.374484483054,3130.0665222222215,758.5592833333333,0.9320596979580853,18133.333333333336,14688.0,1200.0,1200.0,1200.0,10800.0,55.101381134259256,125.6568715277778
2025-02-15,static_forecast,35623.76639444445,1870.1901083333337,37493.95650277778,18936.67151731889,0.0,7796.156097298612,26732.827614617498,4272.7123527777785,647.8197166666669,0.908652879205263,17333.333333333332,14040.0,1200.0,1200.0,1200.0,10800.0,190.46528657407407,136.7721277777778
2025-02-15,rolling,34751.9881,1565.6490805555554,36317.637180555554,18936.67151731889,-184.67377391097273,6095.303663180555,24847.30140658847,3096.3930305555555,647.8197166666669,0.9338016311801904,17333.333333333332,14040.0,1200.0,1200.0,1200.0,10800.0,58.20078587962962,136.7721277777778
2025-02-16,static_forecast,83955.2228,1186.7217777777769,85141.94457777779,52662.07944438306,0.0,4712.624836413884,57374.70428079694,4651.9372277777775,729.9615833333329,0.8986497178211258,23066.666666666668,18684.0,1200.0,1200.0,1200.0,10800.0,188.10877662037035,128.6986604166667
2025-02-16,rolling,78215.79686111111,2668.442174999999,80884.23903611112,52662.07944438306,-2116.883046135417,10333.564393076384,60878.76079132402,444.89835277777865,729.9615833333329,0.9903071405766831,22800.0,18468.0,1200.0,1200.0,1200.0,10800.0,105.74997673611104,128.6986604166667
2025-02-17,static_forecast,83818.308625,1286.4112777777787,85104.71990277778,52002.75735617278,0.0,5282.215879944445,57284.97323611722,8826.221302777778,787.9687666666665,0.8226830011819084,22666.666666666668,18360.0,1200.0,1200.0,1200.0,10800.0,358.9313770833333,125.40665694444455
2025-02-17,rolling,75451.63414444446,2089.472611111113,77541.10675555555,52002.75735617278,-2688.8996816679164,8448.47013753056,57762.327812035415,1287.9414888888896,787.9687666666665,0.9741255162737412,22533.333333333336,18252.0,1200.0,1200.0,1200.0,10800.0,68.93960659722227,125.40665694444455
2025-02-18,static_forecast,74974.06694444445,3477.0618555555548,78451.1288,46632.50322629778,0.0,12675.728048749997,59308.23127504777,1410.5269000000003,667.880783333334,0.9713539756560898,22533.333333333336,18252.0,1200.0,1200.0,1200.0,10800.0,166.43803888888883,124.39304097222231
2025-02-18,rolling,77169.90691944445,1770.8481166666684,78940.7550361111,46632.50322629778,2460.988109692219,7153.342958336116,56246.834294326116,1849.4864694444434,667.880783333334,0.9624392598060781,22800.0,18468.0,1200.0,1200.0,1200.0,10800.0,95.73299444444442,124.39304097222231
2025-02-19,static_forecast,75247.14534166666,3063.032666666667,78310.17800833334,46810.26189331667,0.0,10739.169044241666,57549.43093755833,512.8695583333324,484.6477333333336,0.989530596445716,23333.333333333336,18900.0,1200.0,1200.0,1200.0,10800.0,93.38221157407409,120.18849999999995
2025-02-19,rolling,76063.80544444444,2466.4251888888903,78530.23063333333,46810.26189331667,1335.8642804888877,8660.32228656528,56806.44846037083,758.2555166666655,484.6477333333336,0.9845214384978451,23200.0,18792.0,1200.0,1200.0,1200.0,10800.0,70.68010613425928,120.18849999999995
2025-02-20,static_forecast,78129.48299166668,1542.7701055555538,79672.25309722222,48114.090591658336,0.0,6380.6663100513815,54494.75690170971,3451.7701972222217,946.0158333333336,0.9311190592232953,22533.333333333336,18252.0,1200.0,1200.0,1200.0,10800.0,162.96329583333332,127.76803819444437
2025-02-20,rolling,75468.61084444445,1958.6146777777774,77427.22552222223,48114.090591658336,-606.7813753652781,7928.555978977776,55435.86519527083,1333.4092888888893,946.0158333333336,0.9733914829170911,21866.666666666668,17712.0,1200.0,1200.0,1200.0,10800.0,70.33591134259258,127.76803819444437
2025-02-21,static_forecast,34106.04126944444,1802.52088888889,35908.56215833333,17634.631475921666,0.0,6811.8382504083365,24446.469726330004,6065.030558333332,888.6028999999994,0.8792830312339236,17866.666666666664,14472.0,1200.0,1200.0,1200.0,10800.0,201.7145416666666,142.00027986111112
2025-02-21,rolling,34246.9388,1273.1964138888898,35520.13521388889,17634.631475921666,202.37935223583287,4572.327946123614,22409.33877428111,5674.794769444443,890.4117444444438,0.887050194331557,17866.666666666668,14472.0,1200.0,1200.0,1200.0,10800.0,87.3900142361111,142.00027986111112
2025-02-22,static_forecast,34225.90989444444,1359.8998944444447,35585.80978888889,17976.799187158613,0.0,5231.698538808334,23208.497725966943,3643.312355555555,855.0678833333341,0.9238397925116244,17066.666666666668,13824.0,1200.0,1200.0,1200.0,10800.0,109.00907870370375,129.12408125000002
2025-02-22,rolling,34117.929525,1372.4762055555561,35490.405730555554,17976.799187158613,101.63048966347222,5261.626244456947,23340.055921279025,3547.908297222222,855.0678833333341,0.9258341295787771,17066.666666666668,13824.0,1200.0,1200.0,1200.0,10800.0,54.1628354166667,129.12408125000002
2025-02-23,static_forecast,77574.33918888889,1970.2135472222244,79544.5527361111,47914.03135483195,0.0,8131.070165843066,56045.10152067501,2879.4329972222245,801.2660555555555,0.9419589533374003,22800.0,18468.0,1200.0,1200.0,1200.0,10800.0,153.55709513888894,128.16946319444443
2025-02-23,rolling,75121.9378111111,2304.230055555555,77426.16786666667,47914.03135483195,-388.7871188727772,8474.940873999998,56000.18510995916,862.3632694444436,801.2842472222221,0.9826172490173508,22266.666666666664,18036.0,1200.0,1200.0,1200.0,10800.0,80.95299363425924,128.16946319444443
2025-02-24,static_forecast,74229.62247777778,2606.688958333333,76836.31143611111,46243.007733553335,0.0,8993.455857044442,55236.46359059778,3241.691986111111,1059.5858333333335,0.9381662767948937,22800.000000000004,18468.0,1200.0,1200.0,1200.0,10800.0,213.03602731481482,125.53387361111118
2025-02-24,rolling,74356.63627777778,1450.8354027777773,75807.47168055555,46243.007733553335,893.577301655555,6378.63907440972,53515.224109618604,2390.1855638888887,1059.5858333333335,0.9544083542793196,21866.666666666668,17712.0,1200.0,1200.0,1200.0,10800.0,111.16545335648152,125.53387361111118
2025-02-25,static_forecast,77015.99811111111,1250.8189555555552,78266.81706666667,47623.41841374306,0.0,4771.304513572222,52394.72292731528,7390.869866666668,671.9572999999991,0.8662818682825536,23066.666666666668,18684.0,1200.0,1200.0,1200.0,10800.0,308.6138173611111,128.16446041666666
2025-02-25,rolling,70818.71950833334,1786.7458749999992,72605.46538333333,47623.41841374306,-2011.306501912915,7114.5024916652765,52726.61440349542,2134.8515166666693,671.9572999999991,0.9613755401660763,20933.333333333336,16956.0,1200.0,1200.0,1200.0,10800.0,93.08874548611116,128.16446041666666
2025-02-26,static_forecast,70685.20248611111,3656.2024555555545,74341.40494166667,43345.58832961472,0.0,13822.876105452779,57168.4644350675,368.2205250000011,1029.0030500000003,0.9929521623116376,21733.333333333336,17604.0,1200.0,1200.0,1200.0,10800.0,148.5232509259259,141.09937222222229
2025-02-26,rolling,73534.89803333333,1657.628100000001,75192.52613333333,43345.58832961472,3034.595676563748,6528.045397963893,52908.22940414236,1194.0083833333345,1029.0030500000003,0.9771463655257208,21866.666666666668,17712.0,1200.0,1200.0,1200.0,10800.0,71.51646539351853,141.09937222222229
2025-02-27,static_forecast,71164.0775388889,2244.527438888888,73408.60497777778,43928.73320626611,0.0,9855.040107481942,53783.77331374805,1516.3420611111121,831.6787166666663,0.9717326630865896,21600.0,17496.0,1200.0,1200.0,1200.0,10800.0,97.06822638888892,119.92690972222219
2025-02-27,rolling,71352.6331888889,1578.6536638888851,72931.28685277778,43928.73320626611,1126.6854740698623,6889.561911573596,51944.98059190957,1039.023936111111,831.6787166666663,0.9806307294268226,21600.000000000004,17496.0,1200.0,1200.0,1200.0,10800.0,55.42688541666669,119.92690972222219
2025-02-28,static_forecast,33069.89544722222,1089.9819222222218,34159.877369444446,17102.435411131668,0.0,4438.461414669441,21540.89682580111,6743.303966666666,931.9798527777787,0.8705513825866185,16800.0,13608.0,1200.0,1200.0,1200.0,10800.0,109.29922037037036,127.93034791666666
2025-02-28,rolling,33034.81921666667,1175.1488333333327,34209.968049999996,17102.435411131668,133.19797357208364,4829.158379937497,22064.791764641246,6800.758105555555,924.6163944444453,0.8694484575396968,16800.0,13608.0,1200.0,1200.0,1200.0,10800.0,89.86840185185181,127.93034791666666
2025-03-01,static_forecast,36924.099561111114,615.3993944444446,37539.49895555555,19279.560248635833,0.0,2734.9066885916673,22014.4669372275,8804.92126111111,1807.811761111111,0.8187743167865317,17200.0,13932.0,1200.0,1200.0,1200.0,10800.0,264.71482083333336,208.5925229166667
2025-03-01,rolling,34751.212252777776,817.404116666667,35568.61636944444,19279.560248635833,-713.4030383329164,3637.632768372223,22203.789978675137,6349.492355555555,2064.3580805555557,0.8693127336326638,18400.0,14904.0,1200.0,1200.0,1200.0,10800.0,105.16300856481482,208.5925229166667
2025-03-02,static_forecast,80489.34395555555,997.4766749999995,81486.82063055555,49999.73878932916,0.0,4140.36234601111,54140.10113534027,3209.494452777776,1485.6857777777789,0.9294649313712663,23333.333333333336,18900.0,1200.0,1200.0,1200.0,10800.0,135.61456875000002,195.86099930555554
2025-03-02,rolling,81014.98654444444,895.4990861111102,81910.48563055554,49999.73878932916,1402.2708222063889,4125.081525601386,55527.091137136944,3505.1155527777755,1487.063011111112,0.9229680656239038,24000.0,19440.0,1200.0,1200.0,1200.0,10800.0,77.72645219907406,195.86099930555554
2025-03-03,static_forecast,82335.4172,1644.3322694444432,83979.74946944445,51257.01261118611,0.0,6920.506654648608,58177.519265834715,6338.017508333332,1267.251994444445,0.8620418607342784,22933.333333333336,18576.0,1200.0,1200.0,1200.0,10800.0,236.24512361111113,189.12511041666664
2025-03-03,rolling,78342.24636388889,1456.6123472222225,79798.85871111111,51257.01261118611,-578.2045038156946,5568.328063963892,56247.13617133431,2054.8677000000002,1268.1777111111116,0.9552721771505835,23466.666666666668,19008.0,1200.0,1200.0,1200.0,10800.0,68.76085625,189.12511041666664
2025-03-04,static_forecast,73778.77289444444,2805.82046388889,76584.59335833334,45637.87188415139,0.0,10020.29788657084,55658.16977072223,1934.147874999999,1245.6542166666668,0.9604788519476697,22133.333333333336,17928.0,1200.0,1200.0,1200.0,10800.0,150.98098217592596,186.7132041666666
2025-03-04,rolling,75580.11080833335,1587.7578777777776,77167.8686861111,45637.87188415139,2368.1813541315278,6012.9130976736105,54018.96633595653,2521.7489166666646,1241.3285027777779,0.9484721858268531,22133.333333333336,17928.0,1200.0,1200.0,1200.0,10800.0,87.75703645833333,186.7132041666666
2025-03-05,static_forecast,77354.97442222224,698.1341055555563,78053.10852777777,47697.53170802056,0.0,3166.0320838388902,50863.563791859444,6242.540261111111,1348.0962500000005,0.8798193472036173,22800.0,18468.0,1200.0,1200.0,1200.0,10800.0,196.67493888888896,191.38035069444453
2025-03-05,rolling,72937.08342499999,1564.832961111113,74501.91638611112,47697.53170802056,-1487.7384662561117,6468.11161837084,52677.904860135284,2716.681452777778,1348.0962500000005,0.9476987673642098,22666.666666666664,18360.0,1200.0,1200.0,1200.0,10800.0,79.77446979166669,191.38035069444453
2025-03-06,static_forecast,72300.07845555556,1251.8723277777767,73551.95078333333,44529.73124341222,0.0,4615.054623034717,49144.78586644694,2132.0525333333344,1223.2441166666667,0.9587873345046555,22400.0,18144.0,1200.0,1200.0,1200.0,10800.0,111.07612083333335,195.43109236111104
2025-03-06,rolling,72556.97854444444,1237.1432777777773,73794.12182222222,44529.73124341222,1082.1280989997217,4340.744588315275,49952.60393072722,2402.298663888889,1220.5023583333332,0.9535634653898619,22266.666666666668,18036.0,1200.0,1200.0,1200.0,10800.0,65.3788430555556,195.43109236111104
2025-03-07,static_forecast,33479.66536111111,523.1781333333334,34002.843494444445,17696.890045694443,0.0,2040.81840023889,19737.708445933335,8201.548677777777,1763.0092833333329,0.8384188421317846,16400.0,13284.0,1200.0,1200.0,1200.0,10800.0,197.5207902777778,216.3094472222222
2025-03-07,rolling,32311.41906111111,959.7932750000003,33271.212336111115,17696.890045694443,-471.5540067183339,3838.5750522180574,21063.911091194168,7470.297986111111,1762.628816666666,0.852825430215762,16400.0,13284.0,1200.0,1200.0,1200.0,10800.0,69.84489872685188,216.3094472222222
2025-03-08,static_forecast,30304.466705555555,1264.671322222222,31569.138027777775,15943.787225522778,0.0,4509.040977711111,20452.828203233887,8989.570266666668,628.4282444444447,0.8312818124919665,15200.0,12312.0,1200.0,1200.0,1200.0,10800.0,122.93616134259261,118.11465277777774
2025-03-08,rolling,30357.80380833333,1174.1723999999997,31531.97620833333,15943.787225522778,106.15587362694495,4062.84637567361,20112.78947482333,8953.023811111112,627.8128805555557,0.8319677242272627,15200.0,12312.0,1200.0,1200.0,1200.0,10800.0,53.434127777777775,118.11465277777774
2025-03-09,static_forecast,73507.52883333333,1296.8469805555565,74804.37581388888,45038.7175326975,0.0,5289.604182151392,50328.32171484889,6474.030411111113,791.4870194444445,0.8809033379209258,22133.333333333336,17928.0,1200.0,1200.0,1200.0,10800.0,300.44809120370377,128.3440187500001
2025-03-09,rolling,67663.21059444445,1801.2225888888895,69464.43318333334,45038.7175326975,-1596.0504687283326,6353.225633648613,49795.89269761778,1133.796680555557,791.7781194444444,0.9791426064513457,22133.333333333336,17928.0,1200.0,1200.0,1200.0,10800.0,71.82280879629633,128.3440187500001
2025-03-10,static_forecast,70824.38765833333,3093.8951527777785,73918.2828111111,43058.7507190025,0.0,12241.573703158334,55300.32442216083,1055.8072277777787,716.4041333333325,0.9788419595269187,21600.000000000004,17496.0,1200.0,1200.0,1200.0,10800.0,104.77737569444443,143.84330694444446
2025-03-10,rolling,71810.90283055555,2335.645286111111,74146.54811666667,43058.7507190025,1556.055233812223,8477.229970790277,53092.035923605,1208.0725333333341,716.4041333333325,0.9757906113140717,22000.0,17820.0,1200.0,1200.0,1200.0,10800.0,72.6913853009259,143.84330694444446
2025-03-11,static_forecast,62479.51436666667,6821.254052777775,69300.76841944444,38389.731648144996,0.0,25280.670440943046,63670.40208908805,86.42805000000024,1171.4215694444447,0.9983863512564479,21600.0,17496.0,1200.0,1200.0,1200.0,10800.0,274.52352083333335,130.15822499999993
2025-03-11,rolling,68250.9977388889,2042.5884972222198,70293.5862361111,38389.731648144996,4816.877255579306,8531.109445555547,51737.718349279865,1078.0013750000007,1172.666061111111,0.9798732522101775,21600.0,17496.0,1200.0,1200.0,1200.0,10800.0,85.78560995370367,130.15822499999993
2025-03-12,static_forecast,71625.14483055555,1263.1621527777788,72888.30698333334,43867.860863482776,0.0,4430.998244423614,48298.85910790639,5624.888674999998,673.2169583333329,0.898972308743326,21866.666666666668,17712.0,1200.0,1200.0,1200.0,10800.0,223.30843124999993,123.71012916666672
2025-03-12,rolling,66472.08214166667,1862.872619444446,68334.95476111112,43867.860863482776,-1584.9792465881937,6569.435223062504,48852.316839957086,1098.08186388889,672.0048805555551,0.9802775340225698,21733.333333333336,17604.0,1200.0,1200.0,1200.0,10800.0,53.790655208333334,123.71012916666672
2025-03-13,static_forecast,71490.088,2648.9148277777795,74139.00282777777,43465.56358974611,0.0,11406.010838569453,54871.57442831556,1928.8207111111117,560.5641000000007,0.9619499391439768,21600.0,17496.0,1200.0,1200.0,1200.0,10800.0,158.8003108796296,125.26286805555553
2025-03-13,rolling,71712.78996388888,1784.476733333333,73497.26669722222,43465.56358974611,852.606562776806,7844.080390124998,52162.25054264791,1439.0845805555546,560.5641000000007,0.9716110183016646,20800.0,16848.0,1200.0,1200.0,1200.0,10800.0,66.59446608796296,125.26286805555553
2025-03-14,static_forecast,29340.953794444442,1330.1145472222222,30671.06834166667,15124.22039952,0.0,5295.348192375,20419.568591895,10973.443091666668,805.5325999999998,0.804323250889114,15066.666666666668,12204.0,1200.0,1200.0,1200.0,10800.0,107.88077870370368,129.65256527777774
2025-03-14,rolling,29551.336947222222,1181.7714333333333,30733.10838055556,15124.22039952,392.44480741222236,4602.0765470666665,20118.74175399889,11035.483130555556,805.5325999999998,0.8032169624595774,15066.666666666666,12204.0,1200.0,1200.0,1200.0,10800.0,122.55185347222232,129.65256527777774
2025-03-15,static_forecast,29598.58690833333,1442.4570583333336,31041.043966666664,15107.148270405556,0.0,6002.92858886389,21110.076859269444,6784.800583333334,444.11823333333325,0.8690214597924741,15200.000000000002,12312.0,1200.0,1200.0,1200.0,10800.0,113.73623055555555,105.97413194444448
2025-03-15,rolling,30045.62208888889,1122.6101638888892,31168.232252777776,15107.148270405556,600.0703529661114,4564.919449830558,20272.138073202223,6911.9888694444435,444.11823333333325,0.8665661280783405,15200.000000000002,12312.0,1200.0,1200.0,1200.0,10800.0,98.03092881944447,105.97413194444448
2025-03-16,static_forecast,68637.23158055556,2430.954527777778,71068.18610833334,42084.245182787774,0.0,8797.42244251389,50881.66762530167,2602.3749583333315,732.0975500000002,0.9523655201031538,23066.666666666664,18684.0,1200.0,1200.0,1200.0,10800.0,164.9663259259259,124.46092847222225
2025-03-16,rolling,68591.47775,1627.1813944444434,70218.65914444445,42084.245182787774,743.5504288004179,6126.241671161108,48954.037282749305,1930.181327777777,732.0975500000002,0.9646695095336366,22133.333333333332,17928.0,1200.0,1200.0,1200.0,10800.0,95.38296388888888,124.46092847222225
2025-03-17,static_forecast,64617.08554166666,1954.2961083333341,66571.38165,38929.02792606028,0.0,8403.115056511115,47332.142982571386,3754.723516666666,1133.1933666666669,0.9372492229334456,20133.333333333336,16308.0,1200.0,1200.0,1200.0,10800.0,211.86117013888892,140.58847638888892
2025-03-17,rolling,62102.925738888895,2133.9555777777796,64236.88131666667,38929.02792606028,499.0621107806944,8786.917874602786,48215.00791144376,1192.2231833333326,1133.1933666666669,0.9800749826561546,21333.333333333336,17280.0,1200.0,1200.0,1200.0,10800.0,80.05604907407411,140.58847638888892
2025-03-18,static_forecast,72597.94725833333,924.3773944444446,73522.32465277778,44433.998350575,0.0,3361.993842070835,47795.992192645834,7346.794419444444,818.9052000000001,0.86910518066184,22266.666666666668,18036.0,1200.0,1200.0,1200.0,10800.0,299.3080118055555,123.99301527777783
2025-03-18,rolling,66334.26754722223,1367.0553166666664,67701.32286388888,44433.998350575,-2074.7104769147218,5461.979429711111,47821.26730337138,1703.1259638888887,818.9052000000001,0.969656104060385,21333.333333333336,17280.0,1200.0,1200.0,1200.0,10800.0,60.851383912036994,123.99301527777783
2025-03-19,static_forecast,60086.20593055556,4738.917336111108,64825.12326666666,36882.792338995,0.0,18002.666913891655,54885.459252886656,277.69174999999905,1028.627733333334,0.9951969812941797,21333.333333333336,17280.0,1200.0,1200.0,1200.0,10800.0,203.6103337962963,123.90326111111114
2025-03-19,rolling,64369.262827777784,1905.5475777777729,66274.81040555556,36882.792338995,4015.740035491253,7024.47831971387,47923.01069420013,1676.7122222222229,1028.627733333334,0.9709992098518915,21600.000000000004,17496.0,1200.0,1200.0,1200.0,10800.0,117.81191249999989,123.90326111111114
2025-03-20,static_forecast,68428.91388888888,3120.804330555557,71549.71821944445,42009.11622474555,0.0,12432.752472111117,54441.86869685667,4221.287413888887,914.1356555555551,0.9238576554330099,22133.333333333332,17928.0,1200.0,1200.0,1200.0,10800.0,283.6108571759259,129.5548923611111
2025-03-20,rolling,65006.76033333333,2917.0082833333327,67923.76861666667,42009.11622474555,-870.3273654995812,10625.109242269438,51763.89810151541,700.7292,910.0775999999996,0.9873604521646637,21600.0,17496.0,1200.0,1200.0,1200.0,10800.0,113.3815662037037,129.5548923611111
2025-03-21,static_forecast,28515.164775,1318.7900527777776,29833.95482777778,14751.22773733,0.0,4613.511576488889,19364.739313818885,14558.548911111113,505.94139999999976,0.7596015086503757,14400.0,11664.0,1200.0,1200.0,1200.0,10800.0,328.6149835648148,123.55918750000001
