optimization_run_id,update_time,forecast_coverage_start,forecast_coverage_end,issue_time,target_time,forecast_horizon_minutes,pv_forecast_kw,pv_forecast_kwh,pv_forecast_source,pv_anchor_observed_at_issue_kw,pv_anchor_observed_time,pv_anchor_source,load_forecast_kwh,load_forecast_source_time,load_forecast_source_times,load_forecast_history_count,load_forecast_source,information_cutoff,execution_start_index,execution_stop_index_exclusive,executed_in_this_update,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,planned_curtailment_kwh,planned_soc_start_kwh,planned_soc_end_kwh,base_plan_grid_kwh,soc_grid_step_kwh
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 01:50:00,110,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,589.2884416666668,2025-03-13 01:50:00,2025-03-13 01:50:00;2025-03-06 01:50:00;2025-02-27 01:50:00;2025-02-20 01:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,589.2884416666668,0.0,0.0,0.0,7920.0,7920.0,589.2884416666668,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 02:00:00,120,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,593.8290000000001,2025-03-13 02:00:00,2025-03-13 02:00:00;2025-03-06 02:00:00;2025-02-27 02:00:00;2025-02-20 02:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,1393.8290000000002,800.0,0.0,0.0,7920.0,8640.0,1393.8290000000002,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 02:10:00,130,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,581.3170950000001,2025-03-13 02:10:00,2025-03-13 02:10:00;2025-03-06 02:10:00;2025-02-27 02:10:00;2025-02-20 02:10:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,1381.317095,800.0,0.0,0.0,8640.0,9360.0,1381.317095,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 02:20:00,140,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,578.5219383333334,2025-03-13 02:20:00,2025-03-13 02:20:00;2025-03-06 02:20:00;2025-02-27 02:20:00;2025-02-20 02:20:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,578.5219383333334,0.0,0.0,0.0,9360.0,9360.0,578.5219383333334,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 02:30:00,150,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,589.4313333333334,2025-03-13 02:30:00,2025-03-13 02:30:00;2025-03-06 02:30:00;2025-02-27 02:30:00;2025-02-20 02:30:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,589.4313333333334,0.0,0.0,0.0,9360.0,9360.0,589.4313333333334,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 02:40:00,160,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,594.9057200000001,2025-03-13 02:40:00,2025-03-13 02:40:00;2025-03-06 02:40:00;2025-02-27 02:40:00;2025-02-20 02:40:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,594.9057200000001,0.0,0.0,0.0,9360.0,9360.0,594.9057200000001,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 02:50:00,170,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,604.6617350000001,2025-03-13 02:50:00,2025-03-13 02:50:00;2025-03-06 02:50:00;2025-02-27 02:50:00;2025-02-20 02:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,604.6617350000001,0.0,0.0,0.0,9360.0,9360.0,604.6617350000001,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 03:00:00,180,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,609.9875000000002,2025-03-13 03:00:00,2025-03-13 03:00:00;2025-03-06 03:00:00;2025-02-27 03:00:00;2025-02-20 03:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,609.9875000000002,0.0,0.0,0.0,9360.0,9360.0,609.9875000000002,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 03:10:00,190,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,590.5894450000001,2025-03-13 03:10:00,2025-03-13 03:10:00;2025-03-06 03:10:00;2025-02-27 03:10:00;2025-02-20 03:10:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,590.5894450000001,0.0,0.0,0.0,9360.0,9360.0,590.5894450000001,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 03:20:00,200,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,582.2390016666667,2025-03-13 03:20:00,2025-03-13 03:20:00;2025-03-06 03:20:00;2025-02-27 03:20:00;2025-02-20 03:20:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,582.2390016666667,0.0,0.0,0.0,9360.0,9360.0,582.2390016666667,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 03:30:00,210,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,600.3231666666668,2025-03-13 03:30:00,2025-03-13 03:30:00;2025-03-06 03:30:00;2025-02-27 03:30:00;2025-02-20 03:30:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,600.3231666666668,0.0,0.0,0.0,9360.0,9360.0,600.3231666666668,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 03:40:00,220,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,622.7539000000002,2025-03-13 03:40:00,2025-03-13 03:40:00;2025-03-06 03:40:00;2025-02-27 03:40:00;2025-02-20 03:40:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,622.7539000000002,0.0,0.0,0.0,9360.0,9360.0,622.7539000000002,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 03:50:00,230,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,618.5065700000001,2025-03-13 03:50:00,2025-03-13 03:50:00;2025-03-06 03:50:00;2025-02-27 03:50:00;2025-02-20 03:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,618.5065700000001,0.0,0.0,0.0,9360.0,9360.0,618.5065700000001,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 04:00:00,240,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,605.1790000000001,2025-03-13 04:00:00,2025-03-13 04:00:00;2025-03-06 04:00:00;2025-02-27 04:00:00;2025-02-20 04:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,605.1790000000001,0.0,0.0,0.0,9360.0,9360.0,605.1790000000001,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 04:10:00,250,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,626.1509300000001,2025-03-13 04:10:00,2025-03-13 04:10:00;2025-03-06 04:10:00;2025-02-27 04:10:00;2025-02-20 04:10:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,626.1509300000001,0.0,0.0,0.0,9360.0,9360.0,626.1509300000001,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 04:20:00,260,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,629.1889066666668,2025-03-13 04:20:00,2025-03-13 04:20:00;2025-03-06 04:20:00;2025-02-27 04:20:00;2025-02-20 04:20:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,629.1889066666668,0.0,0.0,0.0,9360.0,9360.0,629.1889066666668,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 04:30:00,270,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,609.5111666666669,2025-03-13 04:30:00,2025-03-13 04:30:00;2025-03-06 04:30:00;2025-02-27 04:30:00;2025-02-20 04:30:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,609.5111666666669,0.0,0.0,0.0,9360.0,9360.0,609.5111666666669,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 04:40:00,280,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,616.4263216666668,2025-03-13 04:40:00,2025-03-13 04:40:00;2025-03-06 04:40:00;2025-02-27 04:40:00;2025-02-20 04:40:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,616.4263216666668,0.0,0.0,0.0,9360.0,9360.0,616.4263216666668,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 04:50:00,290,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,628.8472250000002,2025-03-13 04:50:00,2025-03-13 04:50:00;2025-03-06 04:50:00;2025-02-27 04:50:00;2025-02-20 04:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,628.8472250000002,0.0,0.0,0.0,9360.0,9360.0,628.8472250000002,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 05:00:00,300,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,627.3486666666668,2025-03-13 05:00:00,2025-03-13 05:00:00;2025-03-06 05:00:00;2025-02-27 05:00:00;2025-02-20 05:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,627.3486666666668,0.0,0.0,0.0,9360.0,9360.0,627.3486666666668,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 05:10:00,310,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,617.3538466666668,2025-03-13 05:10:00,2025-03-13 05:10:00;2025-03-06 05:10:00;2025-02-27 05:10:00;2025-02-20 05:10:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,617.3538466666668,0.0,0.0,0.0,9360.0,9360.0,617.3538466666668,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 05:20:00,320,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,621.8147033333335,2025-03-13 05:20:00,2025-03-13 05:20:00;2025-03-06 05:20:00;2025-02-27 05:20:00;2025-02-20 05:20:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,621.8147033333335,0.0,0.0,0.0,9360.0,9360.0,621.8147033333335,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 05:30:00,330,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,630.0683333333334,2025-03-13 05:30:00,2025-03-13 05:30:00;2025-03-06 05:30:00;2025-02-27 05:30:00;2025-02-20 05:30:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,1430.0683333333334,800.0,0.0,0.0,9360.0,10080.0,1430.0683333333334,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 05:40:00,340,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,624.3306100000001,2025-03-13 05:40:00,2025-03-13 05:40:00;2025-03-06 05:40:00;2025-02-27 05:40:00;2025-02-20 05:40:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,1424.33061,800.0,0.0,0.0,10080.0,10800.0,1424.33061,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 05:50:00,350,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,701.9729483333335,2025-03-13 05:50:00,2025-03-13 05:50:00;2025-03-06 05:50:00;2025-02-27 05:50:00;2025-02-20 05:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,701.9729483333335,0.0,0.0,0.0,10800.0,10800.0,701.9729483333335,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 06:00:00,360,0.0,0.0,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,819.7150000000001,2025-03-13 06:00:00,2025-03-13 06:00:00;2025-03-06 06:00:00;2025-02-27 06:00:00;2025-02-20 06:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,True,63.715000000000146,0.0,756.0,0.0,10800.0,9960.0,63.715000000000146,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 06:10:00,370,290.7432166666667,48.45720277777778,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,826.5042566666668,2025-03-13 06:10:00,2025-03-13 06:10:00;2025-03-06 06:10:00;2025-02-27 06:10:00;2025-02-20 06:10:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,22.04705388888908,0.0,756.0,0.0,9960.0,9120.0,22.04705388888908,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 06:20:00,380,581.4864333333334,96.91440555555556,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,814.7726300000002,2025-03-13 06:20:00,2025-03-13 06:20:00;2025-03-06 06:20:00;2025-02-27 06:20:00;2025-02-20 06:20:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,69.85822444444466,0.0,648.0,0.0,9120.0,8400.0,69.85822444444466,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 06:30:00,390,872.22965,145.37160833333334,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,829.3498333333334,2025-03-13 06:30:00,2025-03-13 06:30:00;2025-03-06 06:30:00;2025-02-27 06:30:00;2025-02-20 06:30:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,35.978225000000066,0.0,648.0,0.0,8400.0,7680.0,35.978225000000066,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 06:40:00,400,1162.9728666666667,193.82881111111112,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,823.2632333333335,2025-03-13 06:40:00,2025-03-13 06:40:00;2025-03-06 06:40:00;2025-02-27 06:40:00;2025-02-20 06:40:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,0.0,0.0,648.0,18.565577777777662,7680.0,6960.0,0.0,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 06:50:00,410,1453.7160833333337,242.28601388888896,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,821.9850783333334,2025-03-13 06:50:00,2025-03-13 06:50:00;2025-03-06 06:50:00;2025-02-27 06:50:00;2025-02-20 06:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,39.69906444444439,0.0,540.0,0.0,6960.0,6360.0,39.69906444444439,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 07:00:00,420,1744.4593,290.7432166666667,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,831.5241666666668,2025-03-13 07:00:00,2025-03-13 07:00:00;2025-03-06 07:00:00;2025-02-27 07:00:00;2025-02-20 07:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,0.7809500000000753,0.0,540.0,0.0,6360.0,5760.0,0.7809500000000753,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 07:10:00,430,2087.0072333333333,347.83453888888886,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,829.4203700000003,2025-03-13 07:10:00,2025-03-13 07:10:00;2025-03-06 07:10:00;2025-02-27 07:10:00;2025-02-20 07:10:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,49.58583111111142,0.0,432.0,0.0,5760.0,5280.0,49.58583111111142,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 07:20:00,440,2429.5551666666665,404.9258611111111,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,832.5021883333335,2025-03-13 07:20:00,2025-03-13 07:20:00;2025-03-06 07:20:00;2025-02-27 07:20:00;2025-02-20 07:20:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,0.0,0.0,432.0,4.423672777777597,5280.0,4800.0,0.0,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 07:30:00,450,2772.1031000000003,462.0171833333334,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,822.7058333333334,2025-03-13 07:30:00,2025-03-13 07:30:00;2025-03-06 07:30:00;2025-02-27 07:30:00;2025-02-20 07:30:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,36.68865000000005,0.0,324.0,0.0,4800.0,4440.0,36.68865000000005,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 07:40:00,460,3114.651033333333,519.1085055555556,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,789.7944600000001,2025-03-13 07:40:00,2025-03-13 07:40:00;2025-03-06 07:40:00;2025-02-27 07:40:00;2025-02-20 07:40:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,270.6859544444445,0.0,0.0,0.0,4440.0,4440.0,270.6859544444445,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 07:50:00,470,3457.198966666667,576.1998277777778,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,921.0593833333335,2025-03-13 07:50:00,2025-03-13 07:50:00;2025-03-06 07:50:00;2025-02-27 07:50:00;2025-02-20 07:50:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,20.85955555555563,0.0,324.0,0.0,4440.0,4080.0,20.85955555555563,120.0
2025-03-20T00:00_rolling,2025-03-20 00:00:00,2025-03-20 00:10:00,2025-03-21 00:00:00,2025-03-20 00:00:00,2025-03-20 08:00:00,480,3799.7469,633.29115,attachment3_10min_interpolation,0.0,2025-03-20 00:00:00,observed_at_issue,1127.3826666666669,2025-03-13 08:00:00,2025-03-13 08:00:00;2025-03-06 08:00:00;2025-02-27 08:00:00;2025-02-20 08:00:00,4,weighted_same_weekday_4w,2025-03-20 00:00:00,0,36,False,62.09151666666685,0.0,432.0,0.0,4080.0,3600.0,62.09151666666685,120.0
