optimization_run_id,update_time,forecast_coverage_start,forecast_coverage_end,issue_time,target_time,forecast_horizon_minutes,pv_forecast_kw,pv_forecast_kwh,pv_forecast_source,pv_anchor_observed_at_issue_kw,pv_anchor_observed_time,load_forecast_kwh,load_forecast_source_time,load_forecast_source,information_cutoff,execution_start_index,execution_stop_index_exclusive,executed_in_this_update,planned_grid_kwh,planned_charge_kwh,planned_discharge_kwh,planned_curtailment_kwh,planned_soc_start_kwh,planned_soc_end_kwh,base_plan_grid_kwh,soc_grid_step_kwh
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 02:40:00,160,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,668.0974666666667,2025-12-14 02:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,668.0974666666667,0.0,0.0,0.0,9360.0,9360.0,668.0974666666667,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 02:50:00,170,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,663.4041833333333,2025-12-14 02:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,663.4041833333333,0.0,0.0,0.0,9360.0,9360.0,663.4041833333333,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 03:00:00,180,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,650.38,2025-12-14 03:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,650.38,0.0,0.0,0.0,9360.0,9360.0,650.38,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 03:10:00,190,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,640.1669833333334,2025-12-14 03:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,640.1669833333334,0.0,0.0,0.0,9360.0,9360.0,640.1669833333334,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 03:20:00,200,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,656.3656333333333,2025-12-14 03:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,656.3656333333333,0.0,0.0,0.0,9360.0,9360.0,656.3656333333333,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 03:30:00,210,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,673.39,2025-12-14 03:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,673.39,0.0,0.0,0.0,9360.0,9360.0,673.39,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 03:40:00,220,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,643.2212833333333,2025-12-14 03:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,643.2212833333333,0.0,0.0,0.0,9360.0,9360.0,643.2212833333333,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 03:50:00,230,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,633.5718333333333,2025-12-14 03:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,633.5718333333333,0.0,0.0,0.0,9360.0,9360.0,633.5718333333333,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 04:00:00,240,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,657.7816666666666,2025-12-14 04:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,657.7816666666666,0.0,0.0,0.0,9360.0,9360.0,657.7816666666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 04:10:00,250,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,664.0071,2025-12-14 04:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,664.0071,0.0,0.0,0.0,9360.0,9360.0,664.0071,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 04:20:00,260,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,673.98475,2025-12-14 04:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,673.98475,0.0,0.0,0.0,9360.0,9360.0,673.98475,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 04:30:00,270,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,701.39,2025-12-14 04:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,701.39,0.0,0.0,0.0,9360.0,9360.0,701.39,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 04:40:00,280,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,726.9617833333333,2025-12-14 04:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,726.9617833333333,0.0,0.0,0.0,9360.0,9360.0,726.9617833333333,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 04:50:00,290,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,712.0232166666666,2025-12-14 04:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,712.0232166666666,0.0,0.0,0.0,9360.0,9360.0,712.0232166666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 05:00:00,300,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,677.4466666666666,2025-12-14 05:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,677.4466666666666,0.0,0.0,0.0,9360.0,9360.0,677.4466666666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 05:10:00,310,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,682.5563833333333,2025-12-14 05:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,682.5563833333333,0.0,0.0,0.0,9360.0,9360.0,682.5563833333333,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 05:20:00,320,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,686.3402500000001,2025-12-14 05:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,686.3402500000001,0.0,0.0,0.0,9360.0,9360.0,686.3402500000001,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 05:30:00,330,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,673.5266666666666,2025-12-14 05:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,1473.5266666666666,800.0,0.0,0.0,9360.0,10080.0,1473.5266666666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 05:40:00,340,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,683.5421,2025-12-14 05:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,1483.5421000000001,800.0,0.0,0.0,10080.0,10800.0,1483.5421000000001,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 05:50:00,350,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,764.3458833333334,2025-12-14 05:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,764.3458833333334,0.0,0.0,0.0,10800.0,10800.0,764.3458833333334,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 06:00:00,360,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,871.2116666666667,2025-12-14 06:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,True,871.2116666666667,0.0,0.0,0.0,10800.0,10800.0,871.2116666666667,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 06:10:00,370,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,900.34945,2025-12-14 06:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,252.34945000000005,0.0,648.0,0.0,10800.0,10080.0,252.34945000000005,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 06:20:00,380,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,887.5913,2025-12-14 06:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,887.5913,0.0,0.0,0.0,10080.0,10080.0,887.5913,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 06:30:00,390,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,878.9016666666666,2025-12-14 06:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,878.9016666666666,0.0,0.0,0.0,10080.0,10080.0,878.9016666666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 06:40:00,400,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,888.7171333333334,2025-12-14 06:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,888.7171333333334,0.0,0.0,0.0,10080.0,10080.0,888.7171333333334,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 06:50:00,410,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,908.1604166666666,2025-12-14 06:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,908.1604166666666,0.0,0.0,0.0,10080.0,10080.0,908.1604166666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 07:00:00,420,0.0,0.0,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,912.8483333333334,2025-12-14 07:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,912.8483333333334,0.0,0.0,0.0,10080.0,10080.0,912.8483333333334,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 07:10:00,430,262.33206666666666,43.72201111111111,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,885.2799,2025-12-14 07:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,841.5578888888889,0.0,0.0,0.0,10080.0,10080.0,841.5578888888889,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 07:20:00,440,524.6641333333333,87.44402222222222,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,872.6423,2025-12-14 07:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,785.1982777777778,0.0,0.0,0.0,10080.0,10080.0,785.1982777777778,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 07:30:00,450,786.9962,131.16603333333333,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,877.3249999999999,2025-12-14 07:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,746.1589666666666,0.0,0.0,0.0,10080.0,10080.0,746.1589666666666,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 07:40:00,460,1049.3282666666669,174.8880444444445,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,875.7418166666666,2025-12-14 07:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,1500.8537722222222,800.0,0.0,0.0,10080.0,10800.0,1500.8537722222222,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 07:50:00,470,1311.6603333333333,218.61005555555553,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,976.711,2025-12-14 07:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,758.1009444444445,0.0,0.0,0.0,10800.0,10800.0,758.1009444444445,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 08:00:00,480,1573.9924,262.33206666666666,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1140.6016666666667,2025-12-14 08:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,122.26960000000008,0.0,756.0,0.0,10800.0,9960.0,122.26960000000008,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 08:10:00,490,1848.586183333333,308.09769722222217,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1198.90715,2025-12-14 08:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,134.80945277777778,0.0,756.0,0.0,9960.0,9120.0,134.80945277777778,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 08:20:00,500,2123.1799666666666,353.8633277777778,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1194.8717833333333,2025-12-14 08:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,85.00845555555543,0.0,756.0,0.0,9120.0,8280.0,85.00845555555543,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 08:30:00,510,2397.77375,399.6289583333333,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1189.555,2025-12-14 08:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,33.92604166666683,0.0,756.0,0.0,8280.0,7440.0,33.92604166666683,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 08:40:00,520,2672.367533333333,445.39458888888885,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1198.6857833333331,2025-12-14 08:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,0.0,0.0,756.0,2.7088055555557276,7440.0,6600.0,0.0,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 08:50:00,530,2946.961316666667,491.16021944444446,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1205.79965,2025-12-14 08:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,66.63943055555546,0.0,648.0,0.0,6600.0,5880.0,66.63943055555546,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 09:00:00,540,3221.5551,536.92585,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1201.075,2025-12-14 09:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,16.149150000000077,0.0,648.0,0.0,5880.0,5160.0,16.149150000000077,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 09:10:00,550,3443.9850333333334,573.9975055555556,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1192.3758833333334,2025-12-14 09:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,78.37837777777781,0.0,540.0,0.0,5160.0,4560.0,78.37837777777781,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 09:20:00,560,3666.4149666666663,611.069161111111,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1199.6451166666668,2025-12-14 09:20:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,48.575955555555765,0.0,540.0,0.0,4560.0,3960.0,48.575955555555765,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 09:30:00,570,3888.8449,648.1408166666666,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1210.88,2025-12-14 09:30:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,22.73918333333347,0.0,540.0,0.0,3960.0,3360.0,22.73918333333347,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 09:40:00,580,4111.274833333333,685.2124722222221,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1193.1831,2025-12-14 09:40:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,507.97062777777785,0.0,0.0,0.0,3360.0,3360.0,507.97062777777785,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 09:50:00,590,4333.704766666667,722.2841277777778,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1168.83485,2025-12-14 09:50:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,14.550722222222134,0.0,432.0,0.0,3360.0,2880.0,14.550722222222134,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 10:00:00,600,4556.1347,759.3557833333333,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1163.4466666666667,2025-12-14 10:00:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,80.09088333333341,0.0,324.0,0.0,2880.0,2520.0,80.09088333333341,120.0
2025-12-21T00:00_rolling,2025-12-21 00:00:00,2025-12-21 00:10:00,2025-12-22 00:00:00,2025-12-21 00:00:00,2025-12-21 10:10:00,610,4641.4968,773.5828,attachment3_10min_interpolation,0.0,2025-12-21 00:00:00,1182.4659833333333,2025-12-14 10:10:00,actual_same_interval_7_days_ago,2025-12-21 00:00:00,0,36,False,84.88318333333325,0.0,324.0,0.0,2520.0,2160.0,84.88318333333325,120.0
