strategy,date,soc_start_kwh,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,safety_quantile,safety_scenario_positive_net_kwh,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,spill_kwh,total_cost_yuan
optimized_proposed,2025-02-15,1229.007796767138,1200.0,34839.23137358435,18071.431337907456,156.3699392820366,0.8,41678.101146444256,583.8542485258952,2881.997827873181,13,2702.697623688049,20953.429165780635
optimized_proposed,2025-02-16,1200.0,1230.802297986441,78737.71116935115,48955.34469742315,473.0208733301047,0.8,75059.10014476607,1097.61135812304,5742.72885828329,10,83.89282578875282,54698.07355570644
optimized_proposed,2025-02-17,1230.802297986441,1582.509051790624,82253.62247235957,51335.40680201494,33.32149336902616,0.8,77925.11838001429,0.0,0.0,0,6972.721123416732,51335.40680201494
optimized_proposed,2025-02-18,1582.509051790624,1868.974313214571,80415.92603394476,50131.92529673093,31.6012270987886,0.8,76928.77923139592,0.0,0.0,0,4058.095638485406,50131.92529673093
optimized_proposed,2025-02-19,1868.974313214571,1640.8410087442949,79949.76941237293,49817.01699178281,58.17245995509038,0.8,77004.523294394,34.02371622951193,149.00686522714753,1,3051.1571160920726,49966.02385700996
optimized_proposed,2025-02-20,1640.8410087442949,2075.8675015180384,80248.98878482566,50033.22649140809,42.97587815998492,0.8,76569.6225544789,0.0,0.0,0,4812.070358414351,50033.22649140809
optimized_proposed,2025-02-21,2075.8675015180384,2091.213947713753,35491.24274445408,18710.81198561537,264.00010165618284,0.8,43555.62574897047,0.0,0.0,0,6610.858104753512,18710.81198561537
optimized_proposed,2025-02-22,2091.213947713753,1821.9953562022627,34637.20347689773,18172.72471962423,261.17616889520093,0.8,42487.71442247231,0.0,0.0,0,3767.2125463817,18172.72471962423
optimized_proposed,2025-02-23,1821.9953562022627,1948.7311397694534,78281.96977452743,48840.59652405731,684.6279153682812,0.8,75040.40175963215,0.0,0.0,0,2525.894200459893,48840.59652405731
optimized_proposed,2025-02-24,1948.7311397694534,2315.0823753624973,79502.68583732072,49592.35231893606,161.0807635469766,0.8,76295.01439898006,0.0,0.0,0,7200.518384532871,49592.35231893606
optimized_proposed,2025-02-25,2315.0823753624973,2105.478127385086,76108.46941771466,47728.8017668767,532.1051807240375,0.8,74463.3916437393,0.0,0.0,0,6858.992950280998,47728.8017668767
optimized_proposed,2025-02-26,2105.478127385086,2258.3096969315875,74475.93097489355,46265.35380231429,945.7731722860553,0.8,73625.98405277648,0.0,0.0,0,1468.929870400261,46265.35380231429
optimized_proposed,2025-02-27,2258.3096969315875,2304.0892477638627,72561.68668677179,45435.200416433145,428.9037823250322,0.8,72791.80370296696,168.52212073977967,833.097558560391,3,1531.878942851965,46268.29797499353
optimized_proposed,2025-02-28,2304.0892477638627,2200.8071473893,33690.21226577508,17812.677485340126,454.108271710802,0.8,42128.885999887505,0.0,0.0,0,7319.463018343382,17812.677485340126
optimized_proposed,2025-03-01,2200.8071473893,2193.34795194272,33570.35446528222,17876.691934667928,115.5029835483339,0.8,41893.665932812604,0.0,0.0,0,6915.797569632946,17876.691934667928
optimized_proposed,2025-03-02,2193.34795194272,1315.1607996746307,73756.83206520817,45835.01494550269,504.1312764827533,0.8,71698.70219044424,2217.534563050678,14887.906790490808,9,614.0103243339183,60722.9217359935
optimized_proposed,2025-03-03,1315.1607996746307,1278.8213232084402,76713.92444187743,47705.29042353529,1015.294773118829,0.8,73119.91377819286,12.46659544267693,26.167383834178878,1,338.4193546206793,47731.45780736947
optimized_proposed,2025-03-04,1278.8213232084402,1571.4502581747238,77597.28543803631,48370.32664283508,711.3701868556969,0.8,73953.6638944705,0.0,0.0,0,4158.463730882509,48370.32664283508
optimized_proposed,2025-03-05,1571.4502581747238,1632.235778415984,76345.27523898392,47743.28348337395,984.453743417473,0.8,73456.86248204269,0.0,0.0,0,6513.224989411539,47743.28348337395
optimized_proposed,2025-03-06,1632.235778415984,1200.0,73161.29115676336,45498.77885867253,999.5456394041961,0.8,70664.66584073886,46.072213492554994,98.50239244708257,1,3879.1429881063787,45597.28125111961
optimized_proposed,2025-03-07,1200.0,1200.0,31009.916490674448,16070.98626363539,456.4951277962741,0.8,38276.459900236965,97.01057534262914,204.86721583984968,7,7134.588778360252,16275.85347947524
optimized_proposed,2025-03-08,1200.0,1455.7552493952055,30611.45519918615,16033.864143038281,231.2280560949438,0.8,38142.630865118226,605.1880634308495,2346.617817960366,5,8861.813008466292,18380.481960998648
optimized_proposed,2025-03-09,1455.7552493952055,1261.3697206168094,72264.92867497292,44787.788861971225,109.44943460497419,0.8,69007.71544333055,0.0,0.0,0,5113.461309628455,44787.788861971225
optimized_proposed,2025-03-10,1261.3697206168094,1228.0613852134152,66875.63258399292,41209.843405769956,621.0261730508477,0.8,67239.11170770979,4384.04648601528,28149.464098557914,19,0.0,69359.30750432787
optimized_proposed,2025-03-11,1228.0613852134152,1421.0599992046214,70487.84123894451,43261.02874644664,887.7612322937296,0.8,68355.34090386951,0.0,0.0,0,2394.1136228333717,43261.02874644664
optimized_proposed,2025-03-12,1421.0599992046214,1200.0,69529.80834587145,42760.895522110775,806.7868277442612,0.8,67761.38360594961,156.78224674535454,332.64416798276307,6,3530.4928715272326,43093.53969009354
optimized_proposed,2025-03-13,1200.0,1200.0,69924.23373654492,42757.309052793746,291.3554969960236,0.8,67878.40017349723,1643.575564217787,10539.632865405987,10,110.16937790107772,53296.94191819974
optimized_proposed,2025-03-14,1200.0,1947.468066216289,30712.50873864087,16040.436177468013,163.93423225757698,0.8,38404.98525463698,0.0,0.0,0,10917.880209127801,16040.436177468013
optimized_proposed,2025-03-15,1947.468066216289,1491.6373133510567,29819.678796584347,15727.57096433268,158.1897575046597,0.8,38261.98678300966,467.84259521291614,1787.8490985186836,4,6991.844349225814,17515.420062851364
optimized_proposed,2025-03-16,1491.6373133510567,1863.5496586833497,72242.70875783055,44384.848674762005,377.2430536889559,0.8,68418.66830826945,0.0,0.0,0,4580.770864836371,44384.848674762005
optimized_proposed,2025-03-17,1863.5496586833497,2245.634300034391,68726.24454787369,42311.28905014231,1256.2463623345698,0.8,67634.29051140242,0.0,0.0,0,6928.2965488327245,42311.28905014231
optimized_proposed,2025-03-18,2245.634300034391,2218.202790870836,69886.2902630257,42628.70903448906,27.820716846777685,0.8,67995.45118231329,0.0,0.0,0,4780.278246250462,42628.70903448906
optimized_proposed,2025-03-19,2218.202790870836,2441.8018445008597,64114.406735476594,39769.49161083273,1364.7049235686584,0.8,66566.23383128116,0.0,0.0,0,494.1784687622269,39769.49161083273
optimized_proposed,2025-03-20,2441.8018445008597,1587.6600783101655,62910.59057459723,39042.06650582089,622.5646464539457,0.8,65862.94476082856,1966.0229728456752,13393.129223755957,4,36.64131012747953,52435.19572957685
optimized_proposed,2025-03-21,1587.6600783101655,2055.7141570918106,30325.5552545358,15961.84807082785,121.78313454550725,0.8,38520.25434195,42.13603357978782,155.0691196752824,2,15001.849109864726,16116.917190503133
optimized_proposed,2025-03-22,2055.7141570918106,2392.966598120955,29477.15690189851,15543.297695740108,289.05322537781603,0.8,38251.05296548611,0.0,0.0,0,10502.515536994248,15543.297695740108
optimized_proposed,2025-03-23,2392.966598120955,1901.271159799332,63709.022115193926,39406.32622897849,1253.4125510678593,0.8,65983.2508486485,0.0,0.0,0,1529.5885400253271,39406.32622897849
optimized_proposed,2025-03-24,1901.271159799332,2542.2619074389236,65648.82495948087,40329.512478092,937.2733998770995,0.8,66199.32528491912,0.0,0.0,0,3091.0048078446534,40329.512478092
optimized_proposed,2025-03-25,2542.2619074389236,1958.9629965585855,66228.64052142293,40486.95293824455,552.8692923967172,0.8,66980.80550167985,0.0,0.0,0,1973.2897982813379,40486.95293824455
optimized_proposed,2025-03-26,1958.9629965585855,2182.247389256793,65564.08746242113,40237.20517035683,372.2120907222062,0.8,66430.49874968301,0.0,0.0,0,6036.90834019905,40237.20517035683
optimized_proposed,2025-03-27,2182.247389256793,1998.1171304548689,63790.77920782492,39235.77842857037,366.65405330894384,0.8,65595.02959800042,0.0,0.0,0,1444.5683028085605,39235.77842857037
optimized_proposed,2025-03-28,1998.1171304548689,1845.9907851705566,28404.16477103227,14710.648098192167,522.236812934191,0.8,36898.176135917325,30.250868625533805,130.07873508979534,1,15018.414140632804,14840.726833281962
optimized_proposed,2025-03-29,1845.9907851705566,2118.3253085112547,28581.54644132647,14963.480009744391,273.88499833607136,0.8,36720.19560251024,128.9647702170575,503.2454601601911,3,18017.16488333333,15466.725469904582
optimized_proposed,2025-03-30,2118.3253085112547,2391.695286807761,59789.79357621676,36892.94869562978,718.7368276120937,0.8,64254.78747060582,0.0,0.0,0,295.279766864252,36892.94869562978
optimized_proposed,2025-03-31,2391.695286807761,1468.1017717638788,58791.311062384026,35893.93707322309,956.3101378243422,0.8,63931.15816299685,813.983355286939,5599.0803318588005,3,0.0,41493.01740508189
optimized_proposed,2025-04-01,1468.1017717638788,1384.6874294344766,60137.0995111148,36716.93139486686,342.6362807246568,0.8,63025.53958500939,3161.979009010316,21302.04863004067,8,14.360510092271738,58018.98002490753
optimized_proposed,2025-04-02,1384.6874294344766,2072.466017703471,63372.133293497645,38332.529054431936,999.4246612846853,0.8,64044.44112152899,1898.167179127015,9551.009775093815,11,127.03676780716205,47883.53882952575
optimized_proposed,2025-04-03,2072.466017703471,1814.9583466909266,66730.47762904956,40671.54207961846,140.6120402493348,0.8,65064.76740708459,0.0,0.0,0,7571.364132395467,40671.54207961846
optimized_proposed,2025-04-04,1814.9583466909266,1562.084908672937,27903.74961794426,14092.578436800175,390.917706438979,0.8,35902.724333982434,0.0,0.0,0,19075.612119845464,14092.578436800175
optimized_proposed,2025-04-05,1562.084908672937,1204.9398808438496,28042.876397242864,14198.526473471944,455.9838561955245,0.8,36367.72431710697,0.0,0.0,0,13701.81825271514,14198.526473471944
optimized_proposed,2025-04-06,1204.9398808438496,2035.5970166262418,65104.57849961709,38959.82460647577,82.4586861564217,0.8,63378.79739287243,0.0,0.0,0,5969.9218212288815,38959.82460647577
optimized_proposed,2025-04-07,2035.5970166262418,1627.846279376898,61351.48665012011,36938.798477669705,1003.5764098820204,0.8,63082.960307191366,0.0,0.0,0,4886.322118582445,36938.798477669705
optimized_proposed,2025-04-08,1627.846279376898,1200.0,63379.575312732326,37670.30509220692,123.27531059348078,0.8,62614.773241182156,563.9749351997569,2335.744242540523,16,5970.821931110716,40006.04933474745
optimized_proposed,2025-04-09,1200.0,1200.0,60329.043348983076,36246.95085520759,1173.93179916065,0.8,63021.88895324268,2551.5330314131525,16478.14930655815,13,189.65030275500618,52725.100161765746
optimized_proposed,2025-04-10,1200.0,1463.4364719993575,62182.791265037435,37328.68409696142,974.2464199624437,0.8,63597.86427857856,0.0,0.0,0,3446.684252662977,37328.68409696142
optimized_proposed,2025-04-11,1463.4364719993575,1307.86789486347,27301.66872327372,13707.376337268792,159.79736203080205,0.8,35263.23980867149,0.0,0.0,0,19482.046243788376,13707.376337268792
optimized_proposed,2025-04-12,1307.86789486347,1345.6256172980306,27838.85302881694,13880.650739543762,191.89615282165724,0.8,35401.21017972659,0.0,0.0,0,16217.504900478161,13880.650739543762
optimized_proposed,2025-04-13,1345.6256172980306,1259.5765081466373,61714.85666042169,36575.27250589531,73.8608840959347,0.8,61226.630033498695,304.9283838275801,1628.444621089757,6,3926.7592569866993,38203.717126985066
optimized_proposed,2025-04-14,1259.5765081466373,1200.0,56314.65399077406,33831.192664579285,1253.1992219161962,0.8,60561.62932706499,271.51117856515555,944.9743307537027,9,149.19908491325316,34776.166995332984
optimized_proposed,2025-04-15,1200.0,1422.3063957706581,62350.06053271341,36949.9090108525,23.16221391643446,0.8,61347.60373617039,0.0,0.0,0,8370.518836035557,36949.9090108525
optimized_proposed,2025-04-16,1422.3063957706581,1200.0,56435.98133811142,33854.68774601913,860.0286351278828,0.8,60236.283028505364,2580.952111917234,16266.550291891243,17,10.148338816972455,50121.23803791037
optimized_proposed,2025-04-17,1200.0,1364.1158506689435,58207.556259075674,34851.5993155838,974.1142963255785,0.8,60334.27846304122,47.89021356565488,230.8499252050221,2,1403.5849834656492,35082.449240788825
optimized_proposed,2025-04-18,1364.1158506689435,1396.9070731067993,26245.435854792253,12875.457313363375,288.1440062558716,0.8,34439.281746883185,0.0,0.0,0,17295.81313138592,12875.457313363375
optimized_proposed,2025-04-19,1396.9070731067993,1295.699452758611,26042.726817554678,12774.843999284165,256.8383289986692,0.8,34315.894382306506,0.0,0.0,0,16804.15793507646,12774.843999284165
optimized_proposed,2025-04-20,1295.699452758611,1224.7952844804208,56796.12621289294,33904.91257150771,699.1346045423363,0.8,60012.59580988272,0.0,0.0,0,1015.5205902488749,33904.91257150771
optimized_proposed,2025-04-21,1224.7952844804208,1200.0,55621.117780139975,33179.87402154011,527.9985386083764,0.8,60132.338860531236,360.35236931972236,1034.2666437692553,12,3690.1549843860657,34214.140665309365
optimized_proposed,2025-04-22,1200.0,1200.0,56009.94474941321,33715.699170327556,552.0004123926117,0.8,60065.712160524876,21.433265555519412,45.8243217577005,1,64.05353338492739,33761.52349208526
optimized_proposed,2025-04-23,1200.0,1651.174037814761,56281.0250027402,33561.881219700896,969.1843967327886,0.8,60199.3753437835,0.0,0.0,0,660.2880885103815,33561.881219700896
optimized_proposed,2025-04-24,1651.174037814761,1224.8707379020939,55133.07317163471,33045.93455540917,762.1129435265003,0.8,59260.088215359254,124.8234612390952,594.3621167466465,4,4954.560282286107,33640.29667215582
optimized_proposed,2025-04-25,1224.8707379020939,1205.67042881007,25337.269327911483,12330.227655910554,99.67314653535196,0.8,33431.19272542305,41.13403215799307,87.66487978542128,2,20936.71814244343,12417.892535695975
optimized_proposed,2025-04-26,1205.67042881007,1200.0,25409.49232673794,12396.04907257603,86.81236077763694,0.8,33411.92222237015,363.57579200655016,1098.2529748365537,11,23280.547902982376,13494.302047412584
optimized_proposed,2025-04-27,1200.0,1255.2937551037921,52183.70254296072,31445.197961397836,712.152088994419,0.8,57810.97153712921,683.9259144934175,4422.507920397168,6,401.9253889092962,35867.705881795
optimized_proposed,2025-04-28,1255.2937551037921,1338.4994319734533,52556.91067590339,31625.440179598823,921.0485297691323,0.8,58459.124698158834,6719.059781693117,44565.410311610205,20,14.076511628526646,76190.85049120903
optimized_proposed,2025-04-29,1338.4994319734533,1755.5800736389697,60076.30890077695,35712.53487607797,1243.7274631843607,0.8,60579.552806646854,0.0,0.0,0,8910.676402255758,35712.53487607797
optimized_proposed,2025-04-30,1755.5800736389697,1420.8174812292143,54813.967422953545,33158.49125553356,1674.7548408559783,0.8,59702.834735034485,0.0,0.0,0,3378.590738697323,33158.49125553356
optimized_proposed,2025-05-01,1420.8174812292143,1200.0,56105.976886958204,33708.96419758473,1885.7777084219342,0.8,58622.49694611253,2749.5205952948686,13727.193955559083,22,4206.0691515736535,47436.15815314381
optimized_proposed,2025-05-02,1200.0,1200.0,25944.81295178878,12855.537618678252,1424.6024107971211,0.8,33768.804603067656,2686.3888373404466,13727.587626992148,25,11855.249349999998,26583.125245670402
optimized_proposed,2025-05-03,1200.0,1200.0,26943.169345193117,13479.501636387718,1360.9868027421437,0.8,34702.44768459712,1482.758707210949,7769.457157849071,15,17085.39373531741,21248.95879423679
optimized_proposed,2025-05-04,1200.0,1200.0,62560.415700590616,37655.67088353397,869.79515998645,0.8,61647.01966859041,731.2153206764415,2201.5058623582663,16,8256.086746509965,39857.17674589223
optimized_proposed,2025-05-05,1200.0,1423.9002265218928,59646.28820149295,36477.542856920176,3619.1690520142984,0.8,62374.84499316374,179.36500479053623,1183.3515677374592,3,545.0228791129541,37660.894424657636
optimized_proposed,2025-05-06,1423.9002265218928,1365.1043415970678,61075.626360802125,37411.15997022171,2085.280463949198,0.8,62347.71593039326,0.0,0.0,0,4474.4371169933,37411.15997022171
optimized_proposed,2025-05-07,1365.1043415970678,1819.6355625398994,67745.09668833035,40840.09328454494,948.3698353802869,0.8,64533.9033031003,0.0,0.0,0,8530.90931635423,40840.09328454494
optimized_proposed,2025-05-08,1819.6355625398994,2144.4416552479647,60289.40328285771,37905.23428001569,2854.1224059954034,0.8,64924.36558978693,35.999250000000075,243.2289326250005,1,669.403033768448,38148.463212640694
optimized_proposed,2025-05-09,2144.4416552479647,3281.9711207750006,29915.011382090357,16436.591491167306,791.4655083380613,0.8,38182.42152494228,0.0,0.0,0,17929.543634957932,16436.591491167306
optimized_proposed,2025-05-10,3281.9711207750006,2675.3529474661873,27936.6359919734,15490.627166877697,305.63516192682334,0.8,37600.783534933784,0.0,0.0,0,14200.379521759383,15490.627166877697
optimized_proposed,2025-05-11,2675.3529474661873,1613.1815421084452,59449.46092042979,36812.15137765536,946.7666168810958,0.8,63287.3379787314,32.985108814853675,222.2660656745205,2,1688.7490003433084,37034.41744332988
optimized_proposed,2025-05-12,1613.1815421084452,3142.680657599084,65236.40844103522,40060.920100213436,3416.5201062670667,0.8,65511.65834308957,0.0,0.0,0,8706.383045065899,40060.920100213436
optimized_proposed,2025-05-13,3142.680657599084,2628.240138954612,57571.227163945914,36076.57953826331,438.43785935443776,0.8,62401.35888152475,0.0,0.0,0,1573.5429026058337,36076.57953826331
optimized_proposed,2025-05-14,2628.240138954612,2764.4048767664435,60805.75078843378,37672.306185278845,2971.889147515266,0.8,62791.624049059275,0.0,0.0,0,4400.909176982076,37672.306185278845
optimized_proposed,2025-05-15,2764.4048767664435,2919.6957350137295,56507.69421710903,36146.29857585041,1698.679429134448,0.8,61996.97678153982,0.0,0.0,0,36.10275549092387,36146.29857585041
optimized_proposed,2025-05-16,2919.6957350137295,2510.6668933562323,26799.437328533357,14861.529529830606,679.924176407824,0.8,36409.628661677176,0.0,0.0,0,22354.220232618063,14861.529529830606
optimized_proposed,2025-05-17,2510.6668933562323,2154.6395941130804,26878.096809176415,14787.836181668132,537.5947586298659,0.8,36212.64193261905,0.0,0.0,0,14432.592411897504,14787.836181668132
optimized_proposed,2025-05-18,2154.6395941130804,1438.9294209525485,55559.460181167815,35496.46873072149,2225.313304611237,0.8,61164.528136176974,641.63203998527,4244.82415526,3,0.0,39741.29288598149
optimized_proposed,2025-05-19,1438.9294209525485,2451.053472209998,58197.452953287706,35980.038275283674,708.2590666583712,0.8,61338.05762908058,62.34681110202234,420.4980674775897,1,6290.579078158611,36400.53634276126
optimized_proposed,2025-05-20,2451.053472209998,1382.6430776146638,53856.251761045234,34285.68213006796,749.9595321472367,0.8,60435.78038864025,2374.072195209259,16180.361715632362,6,0.0,50466.04384570032
optimized_proposed,2025-05-21,1382.6430776146638,1804.37319037689,55924.278996185996,35076.38687535294,2585.2606131654697,0.8,60353.301748966056,0.0,0.0,0,733.5961036381257,35076.38687535294
optimized_proposed,2025-05-22,1804.37319037689,2329.267537923387,55081.39775142714,34878.96293364758,2371.156281604166,0.8,59982.08357447856,0.0,0.0,0,245.57792866315765,34878.96293364758
optimized_proposed,2025-05-23,2329.267537923387,2236.7989613495433,25287.606640876453,13589.988957197518,690.1378388846131,0.8,34844.908554692236,632.7524079836056,2810.7235613368757,6,17395.32419843687,16400.712518534394
optimized_proposed,2025-05-24,2236.7989613495433,2107.4881523409886,25869.566022305757,13799.178883715107,719.3917449177832,0.8,34680.228409349555,104.38786945834838,449.12727407617,3,20125.2517450512,14248.306157791278
optimized_proposed,2025-05-25,2107.4881523409886,3070.635782699003,53965.18272876326,34473.681929401035,1186.7596427949395,0.8,60007.65238980701,0.0,0.0,0,1208.0497342715041,34473.681929401035
optimized_proposed,2025-05-26,3070.635782699003,1407.0345023035698,54155.425263645535,34017.71937174998,247.28121917744133,0.8,59035.04585666655,1868.6958391890225,12614.430556665115,5,114.37471725837793,46632.1499284151
optimized_proposed,2025-05-27,1407.0345023035698,2044.816228171332,57972.190953934354,35913.92832039831,1814.55625697061,0.8,59499.933616003414,0.0,0.0,0,4524.510984345863,35913.92832039831
optimized_proposed,2025-05-28,2044.816228171332,1411.3999795939467,53355.69667774252,33850.535212307186,1488.5524111791794,0.8,59156.90023588878,1437.2459850753194,8961.4249373368,10,0.0,42811.96014964399
optimized_proposed,2025-05-29,1411.3999795939467,2719.927071039553,60683.607026605045,37499.233871598604,559.628115716753,0.8,61510.03987613467,0.0,0.0,0,1619.7590729545564,37499.233871598604
optimized_proposed,2025-05-30,2719.927071039553,1763.7420037501338,25863.571424281676,13821.298279138973,477.27049182854563,0.8,35293.46762958229,0.0,0.0,0,17914.58959545885,13821.298279138973
optimized_proposed,2025-05-31,1763.7420037501338,2575.8137637186965,27553.062548211667,14741.741161490858,741.6328873257885,0.8,36031.66912801709,71.77239407501982,291.80362139394094,3,15955.194231398391,15033.5447828848
optimized_proposed,2025-06-01,2575.8137637186965,1200.0,59396.09563847034,36889.64939582477,1508.7138573177115,0.8,62254.33102615671,12690.570279303372,75704.18675371177,52,0.0,112593.83614953654
optimized_proposed,2025-06-02,1200.0,1200.0,66266.11607001084,40966.43530219176,5140.223247867224,0.8,65329.13175070217,6757.220633590352,41416.597875297884,28,820.6106209961529,82383.03317748965
optimized_proposed,2025-06-03,1200.0,1200.0,74694.7590824584,47099.90517138588,1427.7344717406036,0.8,70807.49574451402,546.2783256414408,1826.5248702545337,13,3240.20738563673,48926.430041640415
optimized_proposed,2025-06-04,1200.0,1200.0,74306.95827952339,46096.57170615328,3329.065907485457,0.8,70825.16973656189,1036.3704322204135,4553.021224578664,17,2013.7240630791991,50649.592930731946
optimized_proposed,2025-06-05,1200.0,1261.0595710261296,78492.428656623,49692.918079926625,4085.6045383553414,0.8,72356.45324154352,92.06188711564721,625.1817241519041,3,3411.243825891165,50318.09980407853
optimized_proposed,2025-06-06,1261.0595710261296,1529.2649529191738,36577.82104259801,20650.414450628796,1434.9098575785633,0.8,43568.38808429561,1218.6992795229557,8300.886505897312,3,4087.670342902561,28951.30095652611
optimized_proposed,2025-06-07,1529.2649529191738,2356.1374037085534,37929.76253879688,21782.726974987854,948.5734847565643,0.8,45511.32808237051,0.0,0.0,0,3396.2692955003504,21782.726974987854
optimized_proposed,2025-06-08,2356.1374037085534,3090.2209299416736,87073.82921830396,55683.32283782032,1093.4637988142872,0.8,84074.70293916225,0.0,0.0,0,18438.201137216303,55683.32283782032
optimized_proposed,2025-06-09,3090.2209299416736,3170.5395658420753,84855.84728294484,55045.81831729067,4242.909022236063,0.8,82678.65187371225,0.0,0.0,0,10567.451378098871,55045.81831729067
optimized_proposed,2025-06-10,3170.5395658420753,2881.281135609316,80898.07525017676,51641.457326851516,1731.0117883421728,0.8,78702.35890487864,0.0,0.0,0,5973.834944861142,51641.457326851516
optimized_proposed,2025-06-11,2881.281135609316,1971.3218103212564,80049.88510713022,50841.61229920364,1350.3592929150036,0.8,78699.72501411973,782.3357714385937,4365.873525346092,7,1346.699876030466,55207.48582454973
optimized_proposed,2025-06-12,1971.3218103212564,2881.0869770139257,84193.05278768388,54481.482206955865,3036.626741848126,0.8,80433.51341278767,0.0,0.0,0,7234.7556293218,54481.482206955865
optimized_proposed,2025-06-13,2881.0869770139257,3394.2718984676108,38992.51099274178,23301.64251042191,2056.8553049680017,0.8,47398.90851460749,0.0,0.0,0,7805.708752921115,23301.64251042191
optimized_proposed,2025-06-14,3394.2718984676108,3792.413423214866,40879.67177424699,24891.274958507485,957.0601327249099,0.8,51259.19357008981,0.0,0.0,0,12025.639543528881,24891.274958507485
optimized_proposed,2025-06-15,3792.413423214866,2504.095616236863,79454.45589322415,50776.251531059155,3300.0356880881445,0.8,78044.45488471915,0.0,0.0,0,6461.700274382298,50776.251531059155
optimized_proposed,2025-06-16,2504.095616236863,3261.742956416413,80333.34390224612,51076.984161382505,599.7382726806786,0.8,78107.60042917787,2.1066486866175183,14.200918796488692,1,2783.006426636792,51091.18508017899
optimized_proposed,2025-06-17,3261.742956416413,2796.169428862634,81066.26614157854,52285.16601384584,4225.229228974911,0.8,78009.7303744972,0.0,0.0,0,3030.7677036798696,52285.16601384584
optimized_proposed,2025-06-18,2796.169428862634,2301.9113786403614,78858.1886495637,50290.10462150448,2624.2971964026033,0.8,76537.83465278072,0.0,0.0,0,4923.453856399938,50290.10462150448
optimized_proposed,2025-06-19,2301.9113786403614,1685.2628887606284,77528.20089920926,49370.306357030044,1722.1092025454504,0.8,74648.8760129093,0.0,0.0,0,6048.727430392048,49370.306357030044
optimized_proposed,2025-06-20,1685.2628887606284,2263.452018821691,34055.43516448525,19788.48668859591,754.7035687139393,0.8,42617.06317737806,0.0,0.0,0,8695.059268543266,19788.48668859591
optimized_proposed,2025-06-21,2263.452018821691,1444.1004611298254,30641.078599966604,17592.5184142553,265.1490673824195,0.8,39063.58481381976,1066.3537873568696,4683.897810379577,8,10868.005149597491,22276.41622463488
