strategy,date,soc_start_kwh,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,safety_quantile,safety_scenario_positive_net_kwh,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,spill_kwh,protected_release_kwh,total_cost_yuan,day_price_min,day_price_max,day_price_mean
dynamic_reserve_aware,2025-02-11,1518.2498419546694,1952.6030380965321,80953.04677009278,55437.23500114777,1422.984892223387,0.8,77240.60694329128,1176.0346037009608,7005.1304463790475,5,2424.571014753259,0.0,62442.36544752681,0.36,1.343,0.8284923611111111
dynamic_reserve_aware,2025-02-12,1952.6030380965321,1734.315843201629,81272.62394965827,55129.75712594062,401.6050086270642,0.8,77654.30195022537,1535.10123895121,8570.556279249362,15,3710.829849117877,37.56954437269462,63700.31340518998,0.3727,1.3314,0.8264243055555556
dynamic_reserve_aware,2025-02-13,1734.315843201629,1819.810581235773,79581.78787144517,53319.9526162274,608.536680290004,0.8,75926.46486621138,1704.8813436881137,8623.145222493802,25,5947.109294433974,0.0,61943.0978387212,0.3026,1.3496,0.8147909722222221
dynamic_reserve_aware,2025-02-14,1819.810581235773,1826.37477962096,35333.27971077924,14386.57729938925,61.814793356800045,0.8,42451.66201278616,1254.741090445129,4503.684186935262,17,2904.5894636425437,0.0,18890.26148632451,0.2247,1.1609,0.6311
dynamic_reserve_aware,2025-02-15,1826.37477962096,1676.6783076316294,34550.88199690639,14478.808699945908,123.43310509913707,0.8,41678.101146444256,1770.4097870107885,6817.090690234901,28,3633.650377626182,187.3105843151231,21295.89939018081,0.2846,1.1564,0.6378472222222222
dynamic_reserve_aware,2025-02-16,1676.6783076316294,2005.1166568555539,78538.37336592932,52877.94266580739,579.6723429874836,0.8,75059.10014476607,2395.828425834897,12290.207624941002,31,829.8094630620017,23.893920644007608,65168.150290748395,0.34,1.3733,0.8303222222222222
dynamic_reserve_aware,2025-02-17,2005.1166568555539,2045.9831426461926,81441.13648154713,55231.80191972817,39.6076934134584,0.8,77925.11838001429,1389.2652604006398,7359.917940469981,18,8038.95727792122,69.17381093348502,62591.71986019815,0.3597,1.3221,0.8173527777777777
dynamic_reserve_aware,2025-02-18,2045.9831426461926,2494.615116089468,79950.99443076874,53199.62913860199,28.080865551709984,0.8,76928.77923139592,1285.1416104331195,7165.998092239107,5,4797.8859271226165,0.0,60365.62723084109,0.3707,1.3605,0.8145215277777778
dynamic_reserve_aware,2025-02-19,2494.615116089468,2452.3195955997285,79602.59402830024,52667.1527067306,65.13171680182829,0.8,77004.523294394,2313.5007629520915,11601.335069902216,9,4939.324705293988,0.0,64268.48777663281,0.3736,1.3304,0.8164298611111112
dynamic_reserve_aware,2025-02-20,2452.3195955997285,2338.1597726148943,79490.16852419468,53716.55007548486,52.956036034593225,0.8,76569.6225544789,1045.9537040492073,5764.764956166487,8,5785.913903135497,0.0,59481.31503165135,0.3079,1.3465,0.8168069444444445
dynamic_reserve_aware,2025-02-21,2338.1597726148943,2446.6098538743445,35707.26655126696,14963.157270321453,200.70733715304263,0.8,43555.62574897047,609.4458757705881,2456.5382876148,5,6969.042339039555,0.0,17419.695557936255,0.2473,1.1504,0.62085
dynamic_reserve_aware,2025-02-22,2446.6098538743445,2511.2544267444678,34743.08056318685,14630.234711835965,216.44974766388114,0.8,42487.71442247231,1015.6944793872051,4314.400340089078,8,4222.303463997626,0.0,18944.63505192504,0.2472,1.2217,0.6352840277777778
dynamic_reserve_aware,2025-02-23,2511.2544267444678,2101.8659597296432,77677.73049604904,51836.841841124704,768.9906458506883,0.8,75040.40175963215,1302.7757416419713,5694.555234771705,9,3978.041444608283,61.66171246773786,57531.397075896406,0.3868,1.375,0.8153784722222223
dynamic_reserve_aware,2025-02-24,2101.8659597296432,2617.479863452483,79485.85156693937,52745.94928919384,173.4025140925018,0.8,76295.01439898006,948.858207838727,5035.479941595855,3,7888.356637299192,0.0,57781.4292307897,0.3649,1.3842,0.8082493055555555
dynamic_reserve_aware,2025-02-25,2617.479863452483,2483.0558350109404,75614.29313037389,50011.967630561514,500.5859070260006,0.8,74463.3916437393,1208.4668228784697,6106.500407556113,12,7864.155310286722,0.0,56118.46803811763,0.3725,1.3107,0.7940965277777778
dynamic_reserve_aware,2025-02-26,2483.0558350109404,3085.912350927598,74134.95825624598,48871.00452129777,1084.8765249993955,0.8,73625.98405277648,1672.7849398187436,9296.268759656406,10,2495.4376319065036,0.0,58167.27328095418,0.3378,1.3369,0.8055381944444444
dynamic_reserve_aware,2025-02-27,3085.912350927598,2699.9508648694687,71553.49073442523,46643.24451908401,484.40590896267184,0.8,72791.80370296696,1070.5730959312841,5852.6080621080955,3,2111.5774201120726,0.0,52495.852581192106,0.3235,1.3501,0.7979118055555556
dynamic_reserve_aware,2025-02-28,2699.9508648694687,2537.9980650954894,33566.65506117947,13859.106971994774,368.11231958599666,0.8,42128.885999887505,593.9010615752429,2623.248726047409,3,7671.719202597243,0.0,16482.35569804218,0.2409,1.1629,0.6166784722222222
dynamic_reserve_aware,2025-03-01,2537.9980650954894,2486.953071256249,33769.18490303444,13928.650132583414,81.85882139286949,0.8,41893.665932812604,351.1364532337187,1627.1372858337384,4,7086.646593183765,0.0,15555.787418417152,0.2405,1.1576,0.6142222222222222
dynamic_reserve_aware,2025-03-02,2486.953071256249,1999.272753251613,73943.88259377747,48328.46518424011,450.61411396309785,0.8,71698.70219044424,3292.2249009291822,17026.239055753802,20,1170.6614880729817,0.0,65354.70423999391,0.3093,1.3111,0.8122930555555556
dynamic_reserve_aware,2025-03-03,1999.272753251613,1813.6083398971584,75966.48732601102,50093.42921239448,1145.2562442909248,0.8,73119.91377819286,1388.3279211657002,5753.587871325494,10,1322.2847896335877,0.0,55847.01708371998,0.3264,1.3164,0.81185
dynamic_reserve_aware,2025-03-04,1813.6083398971584,1854.2137922172424,77237.62158481785,50879.148619849526,781.4562115789324,0.8,73953.6638944705,1821.7416369611465,7528.55443794437,13,5975.699472032964,63.88332660875051,58407.70305779389,0.3381,1.3441,0.8006277777777778
dynamic_reserve_aware,2025-03-05,1854.2137922172424,2385.6416978098614,76328.0087615859,49360.7530508642,1018.8335357426062,0.8,73456.86248204269,1075.2188756241737,6065.334401516329,6,7083.507385371011,0.0,55426.08745238053,0.3644,1.3305,0.7945006944444444
dynamic_reserve_aware,2025-03-06,2385.6416978098614,1593.615399145545,72515.78837836522,47027.3803437015,1082.5060554004147,0.8,70664.66584073886,1680.9457837151224,7962.545765270039,20,5342.034346018344,41.0127789014615,54989.926108971544,0.3327,1.3434,0.7918569444444444
dynamic_reserve_aware,2025-03-07,1593.615399145545,1766.1596088660044,30998.280530543845,12363.967659061587,352.90228076653165,0.8,38276.459900236965,1076.2173753236234,3797.9330535237245,19,7732.3425943165485,18.930313214947716,16161.900712585311,0.1545,1.1883,0.6085013888888889
dynamic_reserve_aware,2025-03-08,1766.1596088660044,1984.1561595849075,30607.645175954218,12235.671082762128,187.0457606820051,0.8,38142.630865118226,1646.0965479366344,5023.189972840786,18,9511.992647234338,0.0,17258.861055602916,0.21,1.1729,0.5972631944444444
dynamic_reserve_aware,2025-03-09,1984.1561595849075,1760.4047440564987,71734.75829376679,45428.04336170813,155.74937430146215,0.8,69007.71544333055,2443.484180594969,11285.47896126445,31,7569.6352622267,237.36148711986812,56713.52232297258,0.3641,1.3356,0.7838090277777777
dynamic_reserve_aware,2025-03-10,1760.4047440564987,2213.890874898636,66396.30297209337,42803.218646805704,839.4617346549443,0.8,67239.11170770979,5477.619635505041,33029.098123435906,33,0.0,813.938546201383,75832.31677024161,0.3691,1.3308,0.802451388888889
dynamic_reserve_aware,2025-03-11,2213.890874898636,2584.1398278492775,69337.09999108245,44335.45981831358,921.7957527863803,0.8,68355.34090386951,1429.5699685250895,7431.7820080443835,15,2776.736946933317,0.0,51767.24182635797,0.3822,1.3372,0.7893930555555556
dynamic_reserve_aware,2025-03-12,2584.1398278492775,1606.1946922480658,68473.3613892308,43074.02352058004,880.2948807809673,0.8,67761.38360594961,1859.1099988554029,8797.460023469872,19,5155.831942465031,247.73199245669065,51871.483544049916,0.35,1.3485,0.7801680555555556
dynamic_reserve_aware,2025-03-13,1606.1946922480658,1839.8692139195184,69589.44861157937,44398.84135639514,284.8720967262946,0.8,67878.40017349723,2180.7336185372114,11620.563712616504,24,65.22394955788354,178.7080471400085,56019.40506901164,0.3312,1.3317,0.7996374999999999
dynamic_reserve_aware,2025-03-14,1839.8692139195184,2385.010246341175,30678.28461042598,11830.066180749302,121.09232279585417,0.8,38404.98525463698,1018.0823800174054,3716.199174331885,8,11672.408433478633,0.0,15546.265355081186,0.1602,1.1955,0.5913868055555556
dynamic_reserve_aware,2025-03-15,2385.010246341175,1935.8834729808968,29879.239948652124,12226.67280642588,123.56202072746687,0.8,38261.98678300966,931.5416528508706,3565.028653516668,9,7082.05977780405,27.201529078187548,15791.70145994255,0.2699,1.1777,0.6047722222222222
dynamic_reserve_aware,2025-03-16,1935.8834729808968,2454.3364144912384,71847.56454142033,45384.256798176015,392.1816442418325,0.8,68418.66830826945,2814.4319977978134,14014.764435029916,21,7269.872958395721,0.0,59399.02123320593,0.3598,1.3095,0.784895138888889
dynamic_reserve_aware,2025-03-17,2454.3364144912384,2848.374381077934,68015.79608279845,42018.326565056144,1292.0500308575315,0.8,67634.29051140242,1279.4869407256178,6815.215877539265,7,7755.053301288673,0.0,48833.54244259541,0.367,1.3189,0.7601756944444445
dynamic_reserve_aware,2025-03-18,2848.374381077934,3026.848165403941,69360.01385786926,42975.36092835161,24.32485417609102,0.8,67995.45118231329,1959.1980841998634,10865.97937708349,8,6331.758808050478,0.0,53841.3403054351,0.3707,1.3196,0.7760166666666666
dynamic_reserve_aware,2025-03-19,3026.848165403941,3170.5943695559545,63497.002333765355,39435.14019604921,1443.4430532900446,0.8,66566.23383128116,992.6504753609329,5656.488710633192,6,881.8220388039928,0.0,45091.628906682396,0.3401,1.3494,0.7718381944444445
dynamic_reserve_aware,2025-03-20,3170.5943695559545,2593.2567174161322,62125.81326651246,39339.55521548292,671.1681156221146,0.8,65862.94476082856,3061.2697344089,18317.234188307502,19,62.85871910277058,0.0,57656.78940379042,0.2794,1.3228,0.7786381944444444
dynamic_reserve_aware,2025-03-21,2593.2567174161322,2456.7847959505916,29907.88652548732,11815.866861472703,98.49060788518787,0.8,38520.25434195,810.0978285129512,3135.785814735694,4,15491.57103608502,0.0,14951.652676208398,0.1352,1.1788,0.5702902777777777
dynamic_reserve_aware,2025-03-22,2456.7847959505916,2831.858291280602,29901.943226969317,11763.702842738168,219.87525214362827,0.8,38251.05296548611,858.6128954068795,3256.736375806041,4,11092.863727539265,0.0,15020.439218544208,0.1546,1.1642,0.5873881944444445
dynamic_reserve_aware,2025-03-23,2831.858291280602,2381.649339386105,63583.58300447581,39274.998381621146,1231.5326956058716,0.8,65983.2508486485,964.5515574855226,5539.958600223176,3,2306.5399258358934,16.4102828085081,44814.95698184432,0.3404,1.3289,0.7671784722222222
dynamic_reserve_aware,2025-03-24,2381.649339386105,2882.785640061713,65361.04450035127,40184.875915248005,999.2921838425343,0.8,66199.32528491912,1057.289499669576,5763.4316538380635,7,3925.0088537123856,0.0,45948.30756908607,0.3336,1.3583,0.7674861111111111
dynamic_reserve_aware,2025-03-25,2882.785640061713,2824.6354148839423,66035.6528676251,40584.727386535385,564.0615749362511,0.8,66980.80550167985,1397.6545969595252,7776.891988944657,2,2771.080991711943,0.0,48361.61937548004,0.3706,1.3143,0.7712756944444445
dynamic_reserve_aware,2025-03-26,2824.6354148839423,2508.0535320249633,64711.10356778348,39747.94412659622,345.1203934027921,0.8,66430.49874968301,886.7973986104638,4706.276290697946,2,6756.828417507775,0.0,44454.22041729417,0.3654,1.3062,0.7566111111111112
dynamic_reserve_aware,2025-03-27,2508.0535320249633,2524.925931210469,63532.3776329673,38918.08535981162,341.74545420902786,0.8,65595.02959800042,1302.2849249434312,6282.902208116637,11,2431.2987340227146,0.0,45200.987567928256,0.3125,1.3182,0.7664159722222222
dynamic_reserve_aware,2025-03-28,2524.925931210469,2036.1174969696153,28528.607625667017,11155.534250604684,386.1346517059295,0.8,36898.176135917325,759.1951447774603,2294.1942134755304,8,15739.330042023135,0.0,13449.728464080214,0.1269,1.1837,0.5747680555555555
dynamic_reserve_aware,2025-03-29,2036.1174969696153,2605.2120433541127,28771.800389026823,11551.670475240368,205.02002826783828,0.8,36720.19560251024,726.2040193905179,3136.131155865158,11,18230.88145128989,0.0,14687.801631105525,0.0913,1.1833,0.5630868055555556
dynamic_reserve_aware,2025-03-30,2605.2120433541127,3187.5300711422296,59519.71326136276,36121.97963946237,686.1247219126142,0.8,64254.78747060582,944.979446650888,5576.930199988527,10,531.2593545163365,0.0,41698.9098394509,0.3471,1.3168,0.7520270833333333
dynamic_reserve_aware,2025-03-31,3187.5300711422296,2716.167932122252,58087.324655149816,35453.27080301205,943.4563647825559,0.8,63931.15816299685,2103.3915901221235,10518.574384332791,16,217.0072055406211,0.0,45971.845187344836,0.3473,1.3379,0.7607041666666667
dynamic_reserve_aware,2025-04-01,2716.167932122252,2110.5877615769846,58875.47262366103,36671.87504308306,313.2388536509724,0.8,63025.53958500939,3887.4988290340098,20724.689666733182,35,58.59746115465509,0.0,57396.564709816244,0.3582,1.3193,0.7731090277777778
dynamic_reserve_aware,2025-04-02,2110.5877615769846,2780.160635204322,62773.7964916706,38167.91699009243,989.8941201374731,0.8,64044.44112152899,2749.916602688546,15897.895633650485,20,431.7304694737272,0.0,54065.81262374292,0.3693,1.3316,0.772320138888889
dynamic_reserve_aware,2025-04-03,2780.160635204322,2159.6678485979737,66225.69964095231,40554.880113237494,118.78078583327985,0.8,65064.76740708459,1640.431933354653,6985.4624345445045,9,9197.814572701025,0.0,47540.342547782,0.3202,1.3867,0.7644638888888888
dynamic_reserve_aware,2025-04-04,2159.6678485979737,1927.9424503040857,27693.147940136187,10708.219976864904,295.07852508888635,0.8,35902.724333982434,584.4220913883745,2171.8968461295194,9,19384.52494502323,0.0,12880.116822994423,0.0905,1.2001,0.5595027777777778
dynamic_reserve_aware,2025-04-05,1927.9424503040857,1765.936882102622,27982.612715698768,10942.133393834447,343.4931364736332,0.8,36367.72431710697,902.7057229098539,3365.2427501510374,10,14202.145952985189,70.84007350259805,14307.376143985484,0.1482,1.1736,0.5755284722222221
dynamic_reserve_aware,2025-04-06,1765.936882102622,2343.4988353693684,64477.07471712499,38884.96869450742,73.19109840395016,0.8,63378.79739287243,909.1724200396089,4808.931220579841,6,6763.507299171658,0.0,43693.89991508726,0.3579,1.3107,0.7556868055555556
dynamic_reserve_aware,2025-04-07,2343.4988353693684,2118.991525776516,60616.22016050239,36330.36206612939,1291.5758781493848,0.8,63082.960307191366,1225.5702159692805,6341.4267210942035,6,5182.679978198194,0.0,42671.788787223595,0.3671,1.3349,0.7517159722222222
dynamic_reserve_aware,2025-04-08,2118.991525776516,1684.353659838018,62936.296748646935,36925.613442858805,152.30435824847368,0.8,62614.773241182156,2458.742873207943,13563.645037451319,27,7710.07528693814,134.31408047514617,50489.25848031012,0.3246,1.3574,0.7519159722222222
dynamic_reserve_aware,2025-04-09,1684.353659838018,2133.603343301661,59902.60831770226,35796.98782938316,1197.2457672209116,0.8,63021.88895324268,3370.1646342639297,19992.399027797772,25,147.18224371553129,0.41213411749674833,55789.38685718093,0.3756,1.321,0.7662708333333333
dynamic_reserve_aware,2025-04-10,2133.603343301661,2328.60655764592,61264.59028330185,36565.02905241166,878.9882810687575,0.8,63597.86427857856,2165.3616368335806,10284.514648388345,16,5157.441251745053,4.361531134412644,46849.5437008,0.2828,1.3433,0.7580270833333334
dynamic_reserve_aware,2025-04-11,2328.60655764592,1871.1307145870082,27094.9312536888,10329.83978600819,142.36015320066969,0.8,35263.23980867149,1036.7282950931801,3736.8159839348255,10,20149.364396045097,32.21529457776796,14066.655769943016,0.1092,1.1471,0.5514784722222222
dynamic_reserve_aware,2025-04-12,1871.1307145870082,1804.684133441643,27975.042270798527,10155.775859056332,139.53666871718752,0.8,35401.21017972659,893.4734594009817,2866.406115420721,6,16797.740699473656,0.0,13022.181974477053,0.214,1.1558,0.5638673611111111
dynamic_reserve_aware,2025-04-13,1804.684133441643,1898.3196080467246,61349.14958196199,36489.75647603476,45.133733419021354,0.8,61226.630033498695,1401.8931304014618,7963.25274062276,22,4583.668363172341,0.0,44453.00921665752,0.3493,1.3312,0.7562548611111111
dynamic_reserve_aware,2025-04-14,1898.3196080467246,1788.94817775314,55767.8336068267,33146.372736043224,1226.2308555456825,0.8,60561.62932706499,1439.8892017826902,7528.862401159356,12,917.1363029635808,93.80897346423444,40675.23513720258,0.3437,1.3446,0.7465972222222221
dynamic_reserve_aware,2025-04-15,1788.94817775314,2062.5966538924204,61999.88603086946,35763.475314965704,20.031410329646054,0.8,61347.60373617039,931.0376948024355,5045.815091683238,10,8800.224129410028,35.13600222669538,40809.29040664894,0.3275,1.3283,0.738532638888889
dynamic_reserve_aware,2025-04-16,2062.5966538924204,1668.553535401442,55626.51734811302,33527.31384929273,907.1635271735374,0.8,60236.283028505364,3042.4953718836127,17801.483151241704,19,13.96458452987497,0.0,51328.79700053444,0.3669,1.364,0.7623541666666667
dynamic_reserve_aware,2025-04-17,1668.553535401442,1957.192135643644,57864.575613938185,34132.08701906704,913.0007020400546,0.8,60334.27846304122,1275.0443777438704,5901.781349739875,19,2280.2575558784765,117.74569814054803,40033.868368806914,0.3043,1.3148,0.7477673611111111
dynamic_reserve_aware,2025-04-18,1957.192135643644,1927.9471805035996,26197.987748657364,9880.452195970109,185.6416527657545,0.8,34439.281746883185,978.9842501221434,3478.853591071321,12,17977.268261926747,0.0,13359.30578704143,0.1948,1.1711,0.5594201388888889
dynamic_reserve_aware,2025-04-19,1927.9471805035996,1601.7108813993216,25951.386382676814,9828.425855566253,189.4781587085352,0.8,34315.894382306506,816.8735125478661,2921.7821867308458,16,17457.81546373039,207.85931884114075,12750.208042297098,0.1113,1.1659,0.5579763888888889
dynamic_reserve_aware,2025-04-20,1601.7108813993216,2120.4917069537155,56456.20739078116,33448.41498718744,664.0843082535757,0.8,60012.59580988272,1027.1572557456311,6106.854251073857,5,1261.559835631038,0.0,39555.269238261295,0.3618,1.3046,0.7454388888888889
dynamic_reserve_aware,2025-04-21,2120.4917069537155,1673.5381340269573,54562.74818053708,32174.45160170961,498.1543509126097,0.8,60132.338860531236,1762.2890650299246,7693.231928873817,25,4812.763128180897,189.60268088946077,39867.683530583425,0.2898,1.3263,0.7339520833333333
dynamic_reserve_aware,2025-04-22,1673.5381340269573,1829.1138446873817,55465.959874035216,33218.15100887708,568.0625845696029,0.8,60065.712160524876,825.2861660359313,3955.8215819163097,5,277.91231338856596,0.0,37173.97259079339,0.3534,1.3399,0.7509583333333334
dynamic_reserve_aware,2025-04-23,1829.1138446873817,2094.8701856861817,55675.487385407,33251.30740704651,990.0525711993727,0.8,60199.3753437835,792.8826272543802,3902.9114256112625,7,1037.0155979466203,0.0,37154.218832657774,0.3289,1.3932,0.7479125
dynamic_reserve_aware,2025-04-24,2094.8701856861817,1907.5587149967716,54801.781453739735,32575.812148790486,721.9574922618591,0.8,59260.088215359254,1182.7371627096982,6404.2470073635795,11,5476.723597015763,0.0,38980.059156154064,0.3044,1.349,0.7361847222222223
dynamic_reserve_aware,2025-04-25,1907.5587149967716,1550.4418799700409,25321.597545299774,9137.4678015723,87.98149633918588,0.8,33431.19272542305,709.7758756755558,2736.9266335533293,19,21386.519626488953,657.4086809963273,11874.394435125629,0.1126,1.1686,0.5406916666666667
dynamic_reserve_aware,2025-04-26,1550.4418799700409,1684.9603722318511,25927.358063421827,9403.958198243361,69.85781190453008,0.8,33411.92222237015,1108.009978783458,4043.275414035522,16,23706.091911130672,122.2891617218815,13447.233612278884,0.0076,1.196,0.5378048611111111
dynamic_reserve_aware,2025-04-27,1684.9603722318511,2080.331849880447,51637.61371736467,30684.756710760037,526.5047750005217,0.8,57810.97153712921,1638.2339857097445,8402.629675717231,21,615.1437044386585,0.0,39087.38638647727,0.272,1.3177,0.7337826388888888
dynamic_reserve_aware,2025-04-28,2080.331849880447,2054.8512663293623,51667.81658258742,31046.986644606724,925.1813214570655,0.8,58459.124698158834,7408.210985164023,43353.845835688764,33,35.28650749840676,0.0,74400.83248029549,0.3592,1.3403,0.7660520833333333
dynamic_reserve_aware,2025-04-29,2054.8512663293623,2420.6493290658577,59611.603434132274,34290.322865204245,1148.3731249188018,0.8,60579.552806646854,667.7883832324076,3947.1492298545118,5,8987.220538824147,1.4769993999099142,38237.47209505876,0.3089,1.3284,0.7303826388888888
dynamic_reserve_aware,2025-04-30,2420.6493290658577,2080.0962481586457,54249.05762148899,31957.00889943097,1691.3328074273813,0.8,59702.834735034485,619.5465158482862,3929.4737767677548,1,3380.728751421601,0.0,35886.48267619873,0.3282,1.3318,0.7294423611111112
dynamic_reserve_aware,2025-05-01,2080.0962481586457,1200.0,55065.92441183663,33175.60806876222,1937.9420403831111,0.8,58622.49694611253,3153.26729760105,15944.102229189553,35,4379.219428583011,486.7638815139419,49119.71029795178,0.2921,1.3606,0.7473263888888889
dynamic_reserve_aware,2025-05-02,1200.0,1376.1352268378766,26670.027261853633,10373.415441305522,1169.312351600673,0.8,33768.804603067656,2942.0367565477527,12106.810919533164,28,12041.477610633387,1325.701233705312,22480.226360838686,0.2486,1.2187,0.5869513888888889
dynamic_reserve_aware,2025-05-03,1376.1352268378766,1644.4201021479757,27391.952653170178,10631.86566547459,1067.6792124031306,0.8,34702.44768459712,1925.8384857728374,8256.168924720572,20,17161.960050922768,1127.2255479839068,18888.034590195162,0.14,1.2238,0.5698243055555555
dynamic_reserve_aware,2025-05-04,1644.4201021479757,1200.0117868431182,62001.142748184066,38030.56912605582,731.1531870585401,0.8,61647.01966859041,1132.0520282473724,3687.5916367374766,21,8667.229111068165,307.9235466954119,41718.1607627933,0.3732,1.3892,0.7461284722222222
dynamic_reserve_aware,2025-05-05,1200.0117868431182,2089.388224164769,59605.193360769845,36689.29028680745,3536.8206366466475,0.8,62374.84499316374,918.929068155908,5488.336059904413,9,608.3359562481202,302.3185929075645,42177.62634671186,0.3375,1.3756,0.7604611111111113
dynamic_reserve_aware,2025-05-06,2089.388224164769,1382.9643452365622,60440.58870785212,37400.44029728203,1971.57968972748,0.8,62347.71593039326,536.7371122310473,1648.7225172486753,3,5082.208516127131,56.23980478905048,39049.162814530704,0.3324,1.343,0.7532361111111112
dynamic_reserve_aware,2025-05-07,1382.9643452365622,2329.1199467657393,67632.13891305821,41271.225021655046,944.2858434758718,0.8,64533.9033031003,1094.376804182758,5913.281170183757,11,9231.750348024087,87.72032802577019,47184.5061918388,0.347,1.3712,0.7587291666666667
dynamic_reserve_aware,2025-05-08,2329.1199467657393,3056.861491709455,59813.58154490472,37947.96573329129,2917.0290925957215,0.8,64924.36558978693,904.1348969744591,5411.176527768306,5,697.7903724314631,0.0,43359.1422610596,0.3201,1.4134,0.7616590277777777
dynamic_reserve_aware,2025-05-09,3056.861491709455,3277.492069879652,29446.61452857592,12921.696590962321,571.7201545504126,0.8,38182.42152494228,28.250056209986724,157.19743778047112,1,18042.354120190284,0.0,13078.894028742792,0.1705,1.1847,0.5667381944444444
dynamic_reserve_aware,2025-05-10,3277.492069879652,3083.704620291963,28579.716996071646,12556.61056026083,222.00549199030758,0.8,37600.783534933784,580.3168020540113,2825.1067142110232,6,14413.018535283387,0.0,15381.717274471852,0.1241,1.1933,0.5753076388888889
dynamic_reserve_aware,2025-05-11,3083.704620291963,2053.072202269134,59276.56668468822,36953.72468538702,928.4403789304746,0.8,63287.3379787314,499.5802732204647,3306.7043348417105,8,1766.872372432007,44.97205651169918,40260.42902022873,0.3089,1.3772,0.7607819444444445
dynamic_reserve_aware,2025-05-12,2053.072202269134,3719.266574775871,64421.91417105454,40102.045385155805,3544.0692266103265,0.8,65511.65834308957,704.2716106731461,4261.836194612373,2,8470.969612167639,0.0,44363.881579768175,0.3229,1.3827,0.7517881944444444
dynamic_reserve_aware,2025-05-13,3719.266574775871,2828.7591030607564,57334.04988859121,35717.18919656337,412.0352222811177,0.8,62401.35888152475,459.7379140472628,1163.596660453622,1,1982.415020069514,0.0,36880.78585701699,0.2841,1.3607,0.7564458333333334
dynamic_reserve_aware,2025-05-14,2828.7591030607564,3153.8181124343278,60603.50894488882,37238.550462484156,2959.000175964594,0.8,62791.624049059275,367.6474256906815,2394.557127858545,2,4374.463465840045,0.0,39633.1075903427,0.2722,1.3983,0.747551388888889
dynamic_reserve_aware,2025-05-15,3153.8181124343278,4158.540519747752,56394.87334642587,36090.77327289227,1684.3738595462487,0.8,61996.97678153982,1873.0729925676028,8606.762345113877,17,1003.0208943219584,0.0,44697.53561800615,0.3356,1.3271,0.7527770833333334
