strategy,date,soc_start_kwh,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,safety_quantile,safety_scenario_positive_net_kwh,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,max_emergency_charge_product,spill_kwh,rolling_lp_calls,total_cost_yuan,day_price_min,day_price_max,day_price_mean
dynamic_rolling,2025-03-09,1424.770169503261,1312.5874774829404,72385.1834541033,45695.445022537024,155.86479155238695,0.8,69007.71544333055,0.0,0.0,0,0.0,5039.8243900790885,76,45695.445022537024,0.3641,1.3356,0.7838090277777777
dynamic_rolling,2025-03-10,1312.5874774829404,1200.0000000000002,67119.91917255807,43140.66705069526,816.392184619555,0.8,67239.11170770983,4441.143698543429,27481.743364183712,17,0.0,0.0,73,70622.41041487898,0.3691,1.3308,0.802451388888889
dynamic_rolling,2025-03-11,1200.0000000000002,1359.1008056284668,70843.0935780005,44998.922600443344,975.8141330423448,0.8,68355.34090386961,17.43445171690508,38.65217945637856,1,0.0,2697.22162992278,77,45037.574779899725,0.3822,1.3372,0.7893930555555556
dynamic_rolling,2025-03-12,1359.1008056284668,1200.0000000000002,69950.36973784985,43710.608765728386,904.5169880768201,0.8,67761.38360594977,186.51078186559602,402.87604630327996,5,0.0,3656.844673727014,76,44113.48481203167,0.35,1.3485,0.7801680555555556
dynamic_rolling,2025-03-13,1200.0000000000002,1200.0,70049.49808334188,44604.20897251318,311.02295165692004,0.8,67878.40017349715,1595.2553960997975,9659.007147007731,14,0.0,59.89996413208678,72,54263.21611952091,0.3312,1.3317,0.7996374999999999
dynamic_rolling,2025-03-14,1200.0,1900.1580571945692,31439.249272989153,12061.247718848896,114.42848430531967,0.8,38404.985254637024,0.0,0.0,0,0.0,10998.1401074803,60,12061.247718848896,0.1602,1.1955,0.5913868055555556
dynamic_rolling,2025-03-15,1900.1580571945692,1474.583082705818,30423.43564931612,12398.163140492175,125.81073034312928,0.8,38261.98678300984,475.2727231299043,1475.3078824536042,4,0.0,7026.634600491303,58,13873.47102294578,0.2699,1.1777,0.6047722222222222
dynamic_rolling,2025-03-16,1474.583082705818,1920.5634149340349,72770.83617804362,45767.93765821912,227.59454666372318,0.8,68418.66830826929,0.0,0.0,0,0.0,4791.687096432355,68,45767.93765821912,0.3598,1.3095,0.784895138888889
dynamic_rolling,2025-03-17,1920.5634149340349,2268.840026737779,69542.88660933168,42611.25007127086,1059.7725358120847,0.8,67634.29051140223,0.0,0.0,0,0.0,7671.784909885915,48,42611.25007127086,0.367,1.3189,0.7601756944444445
dynamic_rolling,2025-03-18,2268.840026737779,2263.3046436069894,70031.42329518887,43270.48368455045,-7.193628619270374e-13,0.8,67995.45118231329,0.0,0.0,0,0.0,4802.451450733568,52,43270.48368455045,0.3707,1.3196,0.7760166666666666
dynamic_rolling,2025-03-19,2263.3046436069894,2492.989671097192,65444.00048442115,40227.45612872754,1398.384429361872,0.8,66566.23383128134,0.0,0.0,0,0.0,1297.4200904213153,62,40227.45612872754,0.3401,1.3494,0.7718381944444445
dynamic_rolling,2025-03-20,2492.989671097192,1511.6347287877616,63090.54946704432,39729.52002721059,800.7508151911504,0.8,65862.94476082877,2029.4189871889087,12955.951301760142,6,0.0,135.29894887764794,73,52685.47132897073,0.2794,1.3228,0.7786381944444444
dynamic_rolling,2025-03-21,1511.6347287877616,1962.0199811357804,31041.977335634765,12196.889401203603,92.27719724946616,0.8,38520.25434195007,26.681537626177835,68.96909091528906,2,0.0,15100.445838371306,51,12265.858492118892,0.1352,1.1788,0.5702902777777777
dynamic_rolling,2025-03-22,1962.0199811357804,2343.806439428834,30406.648093987027,11932.102249063239,221.28200562868204,0.8,38251.05296548635,0.0,0.0,0,0.0,10580.347013813616,53,11932.102249063239,0.1546,1.1642,0.5873881944444445
dynamic_rolling,2025-03-23,2343.806439428834,1951.1874714475678,65215.35023724151,39969.21794092811,935.7214909834063,0.8,65983.25084864844,0.0,0.0,0,0.0,2598.633697617002,70,39969.21794092811,0.3404,1.3289,0.7671784722222222
dynamic_rolling,2025-03-24,1951.1874714475678,2460.4241855239634,66720.04865395816,40835.50185022467,694.9326802812959,0.8,66199.32528491912,0.0,0.0,0,0.0,3804.187589869847,64,40835.50185022467,0.3336,1.3583,0.7674861111111111
dynamic_rolling,2025-03-25,2460.4241855239634,2050.0683545558877,67284.72244299744,41170.973180964276,200.43706003288594,0.8,66980.80550167967,0.0,0.0,0,0.0,2675.953914663511,64,41170.973180964276,0.3706,1.3143,0.7712756944444445
dynamic_rolling,2025-03-26,2050.0683545558877,2260.504692387097,65606.55214799238,40106.309706478365,481.091204573948,0.8,66430.49874968312,0.0,0.0,0,0.0,5953.667599612556,53,40106.309706478365,0.3654,1.3062,0.7566111111111112
dynamic_rolling,2025-03-27,2260.504692387097,2133.970270613384,63930.29190180134,39086.863248708396,399.7258965611177,0.8,65595.02959800026,0.0,0.0,0,0.0,1341.9261395233625,61,39086.863248708396,0.3125,1.3182,0.7664159722222222
dynamic_rolling,2025-03-28,2133.970270613384,1801.3688014992977,28968.392193036,11295.124826694184,386.650815317563,0.8,36898.17613591731,5.373327999598253,19.392340750550094,1,0.0,15083.320433831896,53,11314.517167444734,0.1269,1.1837,0.5747680555555555
dynamic_rolling,2025-03-29,1801.3688014992977,2108.991331067826,29032.632272882693,11635.449676334858,205.9122649309806,0.8,36720.1956025103,106.49495828803354,339.95632470057956,3,0.0,18017.16488333333,52,11975.406001035437,0.0913,1.1833,0.5630868055555556
dynamic_rolling,2025-03-30,2108.991331067826,2356.5588577012168,60196.12096485814,36387.60379825436,890.2385737921406,0.8,64254.787470605734,0.0,0.0,0,0.0,307.13311516559105,62,36387.60379825436,0.3471,1.3168,0.7520270833333333
dynamic_rolling,2025-03-31,2356.5588577012168,1457.3350496460291,59406.49281501985,36007.98404985672,864.037906184107,0.8,63931.15816299689,546.521172000961,3461.7705490859635,3,0.0,48.49992211728227,68,39469.75459894269,0.3473,1.3379,0.7607041666666667
dynamic_rolling,2025-04-01,1457.3350496460291,1397.4978500316925,60267.122618664536,37276.3235196594,320.6441090840922,0.8,63025.53958500936,3228.8882157882454,20419.91039688139,12,0.0,58.59746115465009,66,57696.23391654079,0.3582,1.3193,0.7731090277777778
dynamic_rolling,2025-04-02,1397.4978500316925,2045.6734899866126,63931.322125113074,38661.54850891934,989.5187944927213,0.8,64044.441121529075,1842.4994232536537,9972.170362248444,11,0.0,456.86700701426804,54,48633.71887116778,0.3693,1.3316,0.772320138888889
dynamic_rolling,2025-04-03,2045.6734899866126,1914.1532889578316,67050.81141247872,40910.82710557131,111.13019842553788,0.8,65064.76740708454,0.0,0.0,0,0.0,7458.006575896394,60,40910.82710557131,0.3202,1.3867,0.7644638888888888
dynamic_rolling,2025-04-04,1914.1532889578316,1503.3927848240949,27965.234014931833,10790.27184951297,296.06338705101024,0.8,35902.72433398242,0.0,0.0,0,0.0,19134.73804075601,53,10790.27184951297,0.0905,1.2001,0.5595027777777778
dynamic_rolling,2025-04-05,1503.3927848240949,1230.3216043115247,28398.198909833944,11088.275736328369,343.7751210967382,0.8,36367.72431710691,0.0,0.0,0,0.0,13684.657910293525,54,11088.275736328369,0.1482,1.1736,0.5755284722222221
dynamic_rolling,2025-04-06,1230.3216043115247,2106.138549435759,65072.20280355954,39147.321336188215,73.19109840394142,0.8,63378.79739287241,0.0,0.0,0,0.0,5913.753912136772,53,39147.321336188215,0.3579,1.3107,0.7556868055555556
dynamic_rolling,2025-04-07,2106.138549435759,1674.7788424034595,62495.17340553864,37158.26970647248,686.3292023830634,0.8,63082.960307191315,0.0,0.0,0,0.0,5747.949674375297,56,37158.26970647248,0.3671,1.3349,0.7517159722222222
dynamic_rolling,2025-04-08,1674.7788424034595,1200.0000000000002,63429.8663968392,37130.195422642566,152.30435824847206,0.8,62614.773241182134,719.4663909955648,3001.7451642280857,19,0.0,6100.991103779865,63,40131.94058687065,0.3246,1.3574,0.7519159722222222
dynamic_rolling,2025-04-09,1200.0000000000002,1200.0,60791.180067779576,36140.37993507749,1231.6927102592738,0.8,63021.8889532427,2445.014357565258,14819.589950027625,17,0.0,284.16485318379523,75,50959.96988510512,0.3756,1.321,0.7662708333333333
dynamic_rolling,2025-04-10,1200.0,1459.1510898642357,64204.86114173569,37817.06162578057,307.2073849140473,0.8,63597.86427857854,3.906734253292946,14.54477162500964,1,0.0,5406.934685934277,67,37831.60639740558,0.2828,1.3433,0.7580270833333334
dynamic_rolling,2025-04-11,1459.1510898642357,1224.6943931427104,27915.01967900576,10652.254131135836,132.93177424474652,0.8,35263.23980867144,0.0,0.0,0,0.0,19620.578103370193,57,10652.254131135836,0.1092,1.1471,0.5514784722222222
dynamic_rolling,2025-04-12,1224.6943931427104,1308.6771829791828,28554.77010750946,10369.25835751634,139.955148981781,0.8,35401.21017972663,0.0,0.0,0,0.0,16245.805879739417,54,10369.25835751634,0.214,1.1558,0.5638673611111111
dynamic_rolling,2025-04-13,1308.6771829791828,1258.8768720811047,61900.26841580895,36730.268182168,45.18761369718949,0.8,61226.630033498586,308.0363349807979,1683.4906989260924,8,0.0,3945.2464827722183,57,38413.758881094094,0.3493,1.3312,0.7562548611111111
dynamic_rolling,2025-04-14,1258.8768720811047,1210.0614691970206,57602.833182324306,33920.1927591602,1015.3487681415085,0.8,60561.62932706502,243.1753852379403,642.2953658131252,6,0.0,1137.172961574909,68,34562.48812497332,0.3437,1.3446,0.7465972222222221
dynamic_rolling,2025-04-15,1210.0614691970206,1420.7516198211383,62585.728581889314,36034.133345601935,17.790637724024304,0.8,61347.60373617041,0.0,0.0,0,0.0,8372.204545080931,57,36034.133345601935,0.3275,1.3283,0.738532638888889
dynamic_rolling,2025-04-16,1420.7516198211383,1200.0,56738.38684573455,33930.735131713525,911.3695868713563,0.8,60236.28302850541,2521.3946378720493,14875.661674625868,20,0.0,13.964584529879744,64,48806.39680633939,0.3669,1.364,0.7623541666666667
dynamic_rolling,2025-04-17,1200.0,1362.1336640202103,58906.79503224815,34535.21977249544,878.8260816407059,0.8,60334.27846304069,58.047680498605146,293.39770179378945,3,0.0,1895.4137347666883,68,34828.617474289225,0.3043,1.3148,0.7477673611111111
dynamic_rolling,2025-04-18,1362.1336640202103,1427.847805586162,26733.54037311849,10089.15705372261,185.64165276577438,0.8,34439.28174688319,0.0,0.0,0,0.0,17324.311703042273,53,10089.15705372261,0.1948,1.1711,0.5594201388888889
dynamic_rolling,2025-04-19,1427.847805586162,1200.0000000000002,26481.032751156,10005.597118134127,189.14707280005194,0.8,34315.89438230649,80.10110626516166,138.41074561170194,3,0.0,16995.200864173305,64,10144.007863745828,0.1113,1.1659,0.5579763888888889
dynamic_rolling,2025-04-20,1200.0000000000002,1211.345394093997,57279.946432550045,33738.00879122937,606.7055429058753,0.8,60012.595809882674,0.0,0.0,0,0.0,1197.3157878324714,69,33738.00879122937,0.3618,1.3046,0.7454388888888889
dynamic_rolling,2025-04-21,1211.345394093997,1220.9280451950972,55814.71168077791,32679.79940379957,508.0532941047119,0.8,60132.338860531156,366.2602851492957,1075.6289615522746,12,0.0,3808.3632199014387,60,33755.42836535184,0.2898,1.3263,0.7339520833333333
dynamic_rolling,2025-04-22,1220.9280451950972,1200.0,56231.22576683431,33534.26880356544,551.6374795802452,0.8,60065.71216052504,96.6936783684962,208.05065601650165,2,0.0,224.9780328391123,69,33742.319459581944,0.3534,1.3399,0.7509583333333334
dynamic_rolling,2025-04-23,1200.0,1590.0905506304139,56671.02942289645,33640.05497237985,984.2954531313362,0.8,60199.375343783555,107.71789953904977,260.72164615301887,5,0.0,872.5140640348119,65,33900.776618532866,0.3289,1.3932,0.7479125
dynamic_rolling,2025-04-24,1590.0905506304139,1200.0000000000002,55807.89549096524,32962.17873551592,695.8617449302271,0.8,59260.088215359356,158.14910001483963,814.298851769811,7,0.0,5327.549280743866,63,33776.47758728573,0.3044,1.349,0.7361847222222223
dynamic_rolling,2025-04-25,1200.0000000000002,1205.6704288100739,26057.79657863182,9381.751918863563,84.14674951332162,0.8,33431.192725423054,108.67834553448508,193.96458064800066,2,0.0,21030.56816541541,51,9575.716499511564,0.1126,1.1686,0.5406916666666667
dynamic_rolling,2025-04-26,1205.6704288100739,1200.0000000000002,26356.376706367944,9534.11043934468,57.76231143226365,0.8,33411.92222237019,327.0168641078171,870.7360391387296,10,0.0,23324.858860102926,61,10404.84647848341,0.0076,1.196,0.5378048611111111
dynamic_rolling,2025-04-27,1200.0000000000002,1233.5856869955564,53258.34908491357,31173.86229057615,386.2657907747989,0.8,57810.97153712923,760.2728537208825,4501.158852039236,7,0.0,1374.5477259338895,69,35675.021142615384,0.272,1.3177,0.7337826388888888
dynamic_rolling,2025-04-28,1233.5856869955564,1355.7226206847663,52879.49758467733,31497.02380189936,904.0414700192626,0.8,58459.12469815885,6764.868867151248,42542.8776126742,24,0.0,39.42417350775315,74,74039.90141457356,0.3592,1.3403,0.7660520833333333
dynamic_rolling,2025-04-29,1355.7226206847663,1486.6530597788521,60588.85512062644,34529.948979997745,1449.1207813930941,0.8,60579.55280664684,42.519672900887244,276.1389271864439,2,0.0,9311.557780483334,59,34806.08790718419,0.3089,1.3284,0.7303826388888888
dynamic_rolling,2025-04-30,1486.6530597788521,1393.1437604676503,56069.46523113659,32752.486007228377,1631.8436735739972,0.8,59702.83473503442,0.0,0.0,0,0.0,4050.7535365608937,58,32752.486007228377,0.3282,1.3318,0.7294423611111112
dynamic_rolling,2025-05-01,1393.1437604676503,1200.0,58252.97124869398,34397.95162964502,1261.4762751821988,0.8,58622.49694611247,3036.764695157945,15303.500095950694,32,0.0,6436.687302427039,56,49701.45172559571,0.2921,1.3606,0.7473263888888889
dynamic_rolling,2025-05-02,1200.0,1200.0,26569.994468362336,10310.058398308232,1235.8604341357004,0.8,33768.80460306767,2745.400818552614,11598.772707411212,20,0.0,11874.896733180936,57,21908.831105719444,0.2486,1.2187,0.5869513888888889
dynamic_rolling,2025-05-03,1200.0,1200.0000000000002,27617.58540801863,10696.807250438502,1067.0027470841349,0.8,34702.44768459714,1466.4319663986785,6135.721405477588,12,0.0,17096.125772369698,50,16832.52865591609,0.14,1.2238,0.5698243055555555
dynamic_rolling,2025-05-04,1200.0000000000002,1200.011786843122,62528.222945358946,38253.582136820725,806.9494418506683,0.8,61647.01966859041,404.05435427112855,988.9596862139966,13,0.0,7768.466550603633,55,39242.54182303472,0.3732,1.3892,0.7461284722222222
dynamic_rolling,2025-05-05,1200.011786843122,1423.9002265218753,61924.25785159707,37358.11122419419,3430.66520598015,0.8,62374.84499316366,23.44013749047439,119.3827430376838,2,0.0,2444.4932904295556,63,37477.49396723187,0.3375,1.3756,0.7604611111111113
dynamic_rolling,2025-05-06,1423.9002265218753,1313.9966362652447,61415.688269952785,37652.13164966999,2432.888121545576,0.8,62347.715930393235,0.0,0.0,0,0.0,4602.966206351037,77,37652.13164966999,0.3324,1.343,0.7532361111111112
dynamic_rolling,2025-05-07,1313.9966362652447,1677.9009192559931,67901.46249304603,41344.22882533977,915.1108542668219,0.8,64533.90330310033,0.0,0.0,0,0.0,8733.159120294464,55,41344.22882533977,0.347,1.3712,0.7587291666666667
dynamic_rolling,2025-05-08,1677.9009192559931,2446.129652368719,61446.36076544948,38636.78431039065,3195.6742403226826,0.8,64924.36558978721,82.43748333333338,572.7872274833337,2,0.0,1156.4792699656023,60,39209.571537873984,0.3201,1.4134,0.7616590277777777
dynamic_rolling,2025-05-09,2446.129652368719,3246.1031185351244,30025.109653962205,13137.27898702852,570.2751456517971,0.8,38182.42152494222,0.0,0.0,0,0.0,18045.430274808557,39,13137.27898702852,0.1705,1.1847,0.5667381944444444
dynamic_rolling,2025-05-10,3246.1031185351244,2611.007943052984,28620.285040053415,12567.57681243051,222.62968892237967,0.8,37600.78353493364,0.0,0.0,0,0.0,14223.379442358964,53,12567.57681243051,0.1241,1.1933,0.5753076388888889
dynamic_rolling,2025-05-11,2611.007943052984,1548.5192995558905,60054.86420055236,37272.37342222829,934.9255648653749,0.8,63287.337978731346,27.867591570497666,185.66350325180426,2,0.0,1925.0516431920387,68,37458.03692548009,0.3089,1.3772,0.7607819444444445
dynamic_rolling,2025-05-12,1548.5192995558905,3121.5088390307833,66494.72918103136,41099.41956800836,3110.317437690219,0.8,65511.65834308966,0.0,0.0,0,0.0,9638.501178750246,47,41099.41956800836,0.3229,1.3827,0.7517881944444444
dynamic_rolling,2025-05-13,3121.5088390307833,2809.027294902704,58073.59425795911,36001.930310471456,430.72235451808865,0.8,62401.35888152482,0.0,0.0,0,0.0,1472.25088867285,56,36001.930310471456,0.2841,1.3607,0.7564458333333334
dynamic_rolling,2025-05-14,2809.027294902704,2735.301573138494,61434.11077883181,37614.755491069736,2888.81954747253,0.8,62791.624049059355,0.0,0.0,0,0.0,4914.829735929522,55,37614.755491069736,0.2722,1.3983,0.747551388888889
dynamic_rolling,2025-05-15,2735.301573138494,2902.86322664752,56968.58694751773,36326.44828687782,2010.0460247425697,0.8,61996.97678153982,0.0,0.0,0,0.0,159.91874895543458,62,36326.44828687782,0.3356,1.3271,0.7527770833333334
dynamic_rolling,2025-05-16,2902.86322664752,2358.0578278029743,27460.169167425527,11846.310417326074,524.5764458637357,0.8,36409.62866167728,0.0,0.0,0,0.0,22486.42699392611,56,11846.310417326074,0.0992,1.2252,0.5453854166666666
dynamic_rolling,2025-05-17,2358.0578278029743,2139.5836701619155,27638.025191497924,11962.889616232627,426.7866589053333,0.8,36212.64193261902,0.0,0.0,0,0.0,14436.667021054463,58,11962.889616232627,0.2134,1.2422,0.5734159722222222
dynamic_rolling,2025-05-18,2139.5836701619155,1547.5965301182264,56318.13450615794,35586.207290417435,2296.594772979587,0.8,61164.528136176596,538.9564943241747,2895.8582058226293,4,0.0,14.582419751061252,56,38482.065496240066,0.377,1.3468,0.75068125
dynamic_rolling,2025-05-19,1547.5965301182264,2537.8615918353585,58478.80915187244,35641.11547583261,717.4855922727639,0.8,61338.05762908071,62.346811102022,435.08722127546054,1,0.0,6225.7704291219425,55,36076.20269710807,0.2653,1.3957,0.7317597222222223
dynamic_rolling,2025-05-20,2537.8615918353585,1295.3299089423133,54020.44580897469,33921.14984715273,740.1944018337881,0.8,60435.780388640145,2360.3651797146845,15630.254331757518,7,0.0,0.6503295793871757,69,49551.40417891025,0.3146,1.373,0.7565819444444445
