date,time_index,emergency_purchase_kwh,price_yuan_per_kwh,emergency_cost_yuan
2025-02-01,51,0.0,0.893,0.0
2025-02-01,52,0.0,0.9266,0.0
2025-02-01,53,0.0,0.9995,0.0
2025-02-01,54,0.0,0.9415,0.0
2025-02-01,55,0.0,0.8825,0.0
2025-02-01,56,0.0,0.8929,0.0
2025-02-01,57,0.0,0.9059,0.0
2025-02-01,58,0.0,0.8581,0.0
2025-02-01,59,0.0,0.8084,0.0
2025-02-01,60,0.0,0.8605,0.0
2025-02-01,61,0.0,0.8292,0.0
2025-02-01,62,0.0,0.7446,0.0
2025-02-01,63,0.0,0.7982,0.0
2025-02-01,64,0.0,0.6917,0.0
2025-02-01,65,0.0,0.438,0.0
2025-02-01,66,0.0,0.3671,0.0
2025-02-01,67,0.0,0.3419,0.0
2025-02-01,68,0.0,0.308,0.0
2025-02-01,69,0.0,0.3563,0.0
2025-02-01,70,0.0,0.3499,0.0
2025-02-01,71,0.0,0.2979,0.0
2025-02-01,72,0.0,0.3528,0.0
2025-02-01,73,0.0,0.4214,0.0
2025-02-01,74,0.0,0.4077,0.0
2025-02-01,75,0.0,0.3359,0.0
2025-02-01,76,0.0,0.4541,0.0
2025-02-01,77,0.0,0.6884,0.0
2025-02-01,78,0.0,0.7168,0.0
2025-02-01,79,0.0,0.7194,0.0
2025-02-01,80,0.0,0.7375,0.0
2025-02-01,81,0.0,0.6413,0.0
2025-02-01,82,0.0,0.6761,0.0
2025-02-01,83,0.0,0.8225,0.0
2025-02-01,84,0.0,0.8111,0.0
2025-02-01,85,0.0,0.8061,0.0
2025-02-01,86,0.0,0.8727,0.0
2025-02-01,87,0.0,0.8717,0.0
2025-02-01,88,0.0,0.7054,0.0
2025-02-01,89,0.0,0.5147,0.0
2025-02-01,90,0.0,0.5575,0.0
2025-02-01,91,0.0,0.6606,0.0
2025-02-01,92,0.0,0.688,0.0
2025-02-01,93,0.0,0.6617,0.0
2025-02-01,94,0.0,0.6465,0.0
2025-02-01,95,0.0,0.6667,0.0
2025-02-01,96,0.0,0.6956,0.0
2025-02-01,97,0.0,0.7032,0.0
2025-02-01,98,0.0,0.7041,0.0
2025-02-01,99,0.0,0.7357,0.0
2025-02-01,100,0.0,0.7466,0.0
2025-02-01,101,0.0,0.7383,0.0
2025-02-01,102,0.0,0.7642,0.0
2025-02-01,103,0.0,0.787,0.0
2025-02-01,104,0.0,0.775,0.0
2025-02-01,105,0.0,0.7557,0.0
2025-02-01,106,0.0,0.8692,0.0
2025-02-01,107,338.22616551466047,1.0662,1803.0836883586549
2025-02-01,108,0.0,1.1465,0.0
2025-02-01,109,0.0,1.1653,0.0
2025-02-01,110,0.0,1.1644,0.0
2025-02-01,111,0.0,1.1265,0.0
2025-02-01,112,0.0,1.1134,0.0
2025-02-01,113,0.0,1.1312,0.0
2025-02-01,114,0.0,1.1292,0.0
2025-02-01,115,0.0,1.133,0.0
2025-02-01,116,0.0,1.1382,0.0
2025-02-01,117,0.0,1.1103,0.0
2025-02-01,118,0.0,1.0929,0.0
2025-02-01,119,0.0,1.1041,0.0
2025-02-01,120,0.0,1.1204,0.0
2025-02-01,121,0.0,1.1344,0.0
2025-02-01,122,0.0,1.1597,0.0
2025-02-01,123,0.0,1.1766,0.0
2025-02-01,124,0.0,0.9864,0.0
2025-02-01,125,0.0,0.724,0.0
2025-02-01,126,0.0,0.7481,0.0
2025-02-01,127,0.0,0.8129,0.0
2025-02-01,128,0.0,0.8144,0.0
2025-02-01,129,0.0,0.8497,0.0
2025-02-01,130,0.0,0.6531,0.0
2025-02-01,131,0.0,0.3205,0.0
2025-02-01,132,0.0,0.2542,0.0
2025-02-01,133,0.0,0.273,0.0
2025-02-01,134,0.0,0.2774,0.0
2025-02-01,135,0.0,0.3501,0.0
2025-02-01,136,0.0,0.378,0.0
2025-02-01,137,0.0,0.3465,0.0
2025-02-01,138,0.0,0.3534,0.0
2025-02-01,139,0.0,0.3497,0.0
2025-02-01,140,0.0,0.3245,0.0
2025-02-01,141,0.0,0.3293,0.0
2025-02-01,142,0.0,0.3592,0.0
2025-02-01,143,0.0,0.4038,0.0
2025-02-02,0,0.0,0.4523,0.0
2025-02-02,1,0.0,0.4559,0.0
2025-02-02,2,0.0,0.4264,0.0
2025-02-02,3,0.0,0.4251,0.0
2025-02-02,4,0.0,0.4292,0.0
2025-02-02,5,0.0,0.4478,0.0
2025-02-02,6,0.0,0.5032,0.0
2025-02-02,7,0.0,0.4672,0.0
2025-02-02,8,0.0,0.389,0.0
2025-02-02,9,0.0,0.4462,0.0
2025-02-02,10,0.0,0.4778,0.0
2025-02-02,11,0.0,0.4332,0.0
2025-02-02,12,0.0,0.4262,0.0
2025-02-02,13,0.0,0.4412,0.0
2025-02-02,14,0.0,0.4418,0.0
2025-02-02,15,0.0,0.4245,0.0
2025-02-02,16,0.0,0.4533,0.0
2025-02-02,17,40.2396593752808,0.4922,99.02980172256606
2025-02-02,18,0.0,0.4433,0.0
2025-02-02,19,0.0,0.4219,0.0
2025-02-02,20,0.0,0.4714,0.0
2025-02-02,21,0.0,0.5121,0.0
2025-02-02,22,0.0,0.4836,0.0
2025-02-02,23,0.0,0.4376,0.0
2025-02-02,24,0.0,0.4776,0.0
2025-02-02,25,0.0,0.4964,0.0
2025-02-02,26,0.0,0.4723,0.0
2025-02-02,27,0.0,0.4865,0.0
2025-02-02,28,0.0,0.4808,0.0
2025-02-02,29,0.0,0.4531,0.0
2025-02-02,30,0.0,0.4678,0.0
2025-02-02,31,0.0,0.4823,0.0
2025-02-02,32,0.0,0.4391,0.0
2025-02-02,33,0.0,0.3697,0.0
2025-02-02,34,0.0,0.5849,0.0
2025-02-02,35,0.0,0.9636,0.0
2025-02-02,36,0.0,1.0488,0.0
2025-02-02,37,0.0,1.0385,0.0
2025-02-02,38,175.59236793960883,1.0714,940.6483150524845
2025-02-02,39,552.4434211297689,1.0749,2969.107166861943
2025-02-02,40,0.0,1.0446,0.0
2025-02-02,41,0.0,0.9869,0.0
2025-02-02,42,0.0,0.9164,0.0
2025-02-02,43,0.0,0.9117,0.0
2025-02-02,44,0.0,0.9168,0.0
2025-02-02,45,0.0,0.8379,0.0
2025-02-02,46,0.0,1.0094,0.0
2025-02-02,47,310.60915860792414,1.3473,2092.418596962281
2025-02-02,48,0.0,1.3998,0.0
2025-02-02,49,0.0,1.3427,0.0
2025-02-02,50,0.0,1.3172,0.0
2025-02-02,51,0.0,1.2806,0.0
2025-02-02,52,0.0,1.2438,0.0
2025-02-02,53,0.0,1.2256,0.0
2025-02-02,54,0.0,1.2306,0.0
2025-02-02,55,0.0,1.2355,0.0
2025-02-02,56,0.0,1.2013,0.0
2025-02-02,57,0.0,1.1141,0.0
2025-02-02,58,0.0,1.0893,0.0
2025-02-02,59,0.0,1.1386,0.0
2025-02-02,60,0.0,1.1539,0.0
2025-02-02,61,0.0,1.097,0.0
2025-02-02,62,0.0,1.0376,0.0
2025-02-02,63,0.0,1.0533,0.0
2025-02-02,64,0.0,0.9148,0.0
2025-02-02,65,0.0,0.6806,0.0
2025-02-02,66,0.0,0.6578,0.0
2025-02-02,67,0.0,0.6943,0.0
2025-02-02,68,0.0,0.6727,0.0
2025-02-02,69,0.0,0.6265,0.0
2025-02-02,70,0.0,0.577,0.0
2025-02-02,71,0.0,0.5556,0.0
2025-02-02,72,0.0,0.5901,0.0
2025-02-02,73,0.0,0.6344,0.0
2025-02-02,74,0.0,0.6108,0.0
2025-02-02,75,0.0,0.519,0.0
2025-02-02,76,0.0,0.6941,0.0
2025-02-02,77,0.0,1.0283,0.0
2025-02-02,78,0.0,1.0587,0.0
2025-02-02,79,0.0,0.9965,0.0
2025-02-02,80,0.0,1.0091,0.0
2025-02-02,81,0.0,1.0445,0.0
2025-02-02,82,0.0,1.052,0.0
2025-02-02,83,0.0,1.0369,0.0
2025-02-02,84,0.0,1.0441,0.0
2025-02-02,85,0.0,1.0639,0.0
2025-02-02,86,0.0,1.0889,0.0
2025-02-02,87,0.0,1.1026,0.0
2025-02-02,88,0.0,0.9951,0.0
2025-02-02,89,0.0,0.8205,0.0
2025-02-02,90,0.0,0.7696,0.0
2025-02-02,91,0.0,0.8245,0.0
2025-02-02,92,0.0,0.8914,0.0
2025-02-02,93,0.0,0.8933,0.0
2025-02-02,94,0.0,0.9024,0.0
2025-02-02,95,0.0,0.9311,0.0
2025-02-02,96,0.0,0.9295,0.0
2025-02-02,97,0.0,0.9789,0.0
2025-02-02,98,0.0,1.0591,0.0
2025-02-02,99,0.0,1.0582,0.0
2025-02-02,100,0.0,1.0373,0.0
2025-02-02,101,0.0,1.0422,0.0
2025-02-02,102,0.0,1.0598,0.0
2025-02-02,103,0.0,1.0817,0.0
2025-02-02,104,0.0,1.0782,0.0
2025-02-02,105,0.0,1.0433,0.0
2025-02-02,106,0.0,1.143,0.0
2025-02-02,107,0.0,1.3075,0.0
2025-02-02,108,0.0,1.2913,0.0
2025-02-02,109,167.26201583283063,1.2583,1052.328972612254
2025-02-02,110,307.8837398895262,1.2799,1970.301993423023
2025-02-02,111,46.7868031757414,1.2635,295.5756290627463
2025-02-02,112,0.0,1.2481,0.0
2025-02-02,113,0.0,1.2611,0.0
2025-02-02,114,0.0,1.2809,0.0
2025-02-02,115,0.0,1.2785,0.0
2025-02-02,116,0.0,1.2632,0.0
2025-02-02,117,3.5467034944836087,1.2665,22.45949987881745
2025-02-02,118,0.0,1.254,0.0
2025-02-02,119,0.0,1.2366,0.0
2025-02-02,120,0.0,1.2592,0.0
2025-02-02,121,0.0,1.254,0.0
2025-02-02,122,0.0,1.2362,0.0
2025-02-02,123,0.0,1.2676,0.0
2025-02-02,124,0.0,1.16,0.0
2025-02-02,125,0.0,0.9655,0.0
2025-02-02,126,0.0,0.9396,0.0
2025-02-02,127,0.0,0.9423,0.0
2025-02-02,128,0.0,0.9317,0.0
2025-02-02,129,0.0,0.9705,0.0
2025-02-02,130,0.0,0.76,0.0
2025-02-02,131,0.0,0.4122,0.0
2025-02-02,132,0.0,0.3735,0.0
2025-02-02,133,0.0,0.4258,0.0
2025-02-02,134,0.0,0.4236,0.0
2025-02-02,135,0.0,0.4363,0.0
2025-02-02,136,0.0,0.4193,0.0
2025-02-02,137,0.0,0.3873,0.0
2025-02-02,138,0.0,0.4093,0.0
2025-02-02,139,0.0,0.4166,0.0
2025-02-02,140,0.0,0.4029,0.0
2025-02-02,141,0.0,0.4308,0.0
2025-02-02,142,0.0,0.4514,0.0
2025-02-02,143,0.0,0.4406,0.0
2025-02-03,0,0.0,0.4231,0.0
2025-02-03,1,0.0,0.4042,0.0
2025-02-03,2,0.0,0.404,0.0
2025-02-03,3,0.0,0.4367,0.0
2025-02-03,4,0.0,0.4177,0.0
2025-02-03,5,0.0,0.3709,0.0
2025-02-03,6,0.0,0.4008,0.0
2025-02-03,7,0.0,0.4071,0.0
2025-02-03,8,0.0,0.3844,0.0
2025-02-03,9,0.0,0.4296,0.0
2025-02-03,10,0.0,0.4636,0.0
2025-02-03,11,0.0,0.4511,0.0
2025-02-03,12,0.0,0.4437,0.0
2025-02-03,13,0.0,0.479,0.0
2025-02-03,14,0.0,0.505,0.0
2025-02-03,15,0.0,0.439,0.0
2025-02-03,16,0.0,0.4139,0.0
2025-02-03,17,0.0,0.4635,0.0
2025-02-03,18,0.0,0.4864,0.0
2025-02-03,19,0.0,0.4564,0.0
2025-02-03,20,0.0,0.4331,0.0
2025-02-03,21,0.0,0.4884,0.0
2025-02-03,22,0.0,0.4919,0.0
2025-02-03,23,0.0,0.4421,0.0
2025-02-03,24,0.0,0.47,0.0
2025-02-03,25,0.0,0.5162,0.0
2025-02-03,26,0.0,0.5209,0.0
2025-02-03,27,0.0,0.4891,0.0
2025-02-03,28,0.0,0.485,0.0
2025-02-03,29,0.0,0.4985,0.0
2025-02-03,30,0.0,0.4617,0.0
2025-02-03,31,0.0,0.4288,0.0
2025-02-03,32,0.0,0.4191,0.0
2025-02-03,33,0.0,0.4384,0.0
2025-02-03,34,0.0,0.6877,0.0
2025-02-03,35,24.22122887077967,1.0257,124.21857226379353
2025-02-03,36,0.0,1.0734,0.0
2025-02-03,37,0.0,1.0585,0.0
2025-02-03,38,727.6281485589591,1.0968,3990.3127666973314
2025-02-03,39,0.0,1.0751,0.0
2025-02-03,40,0.0,1.0347,0.0
2025-02-03,41,0.0,1.0049,0.0
2025-02-03,42,0.0,0.9738,0.0
2025-02-03,43,0.0,0.9724,0.0
2025-02-03,44,0.0,0.9529,0.0
2025-02-03,45,0.0,0.8663,0.0
2025-02-03,46,0.0,1.004,0.0
2025-02-03,47,369.26443312588583,1.2922,2385.8175024263483
2025-02-03,48,0.0,1.3447,0.0
2025-02-03,49,0.0,1.3206,0.0
2025-02-03,50,0.0,1.3219,0.0
2025-02-03,51,0.0,1.2765,0.0
2025-02-03,52,0.0,1.2084,0.0
2025-02-03,53,0.0,1.176,0.0
2025-02-03,54,0.0,1.2113,0.0
2025-02-03,55,0.0,1.2121,0.0
2025-02-03,56,0.0,1.1749,0.0
2025-02-03,57,0.0,1.1843,0.0
2025-02-03,58,0.0,1.1518,0.0
2025-02-03,59,0.0,1.0736,0.0
2025-02-03,60,0.0,1.049,0.0
2025-02-03,61,0.0,1.0744,0.0
2025-02-03,62,0.0,1.1249,0.0
2025-02-03,63,0.0,1.1434,0.0
2025-02-03,64,0.0,0.9384,0.0
2025-02-03,65,0.0,0.6622,0.0
2025-02-03,66,0.0,0.6804,0.0
2025-02-03,67,0.0,0.7161,0.0
2025-02-03,68,0.0,0.6605,0.0
2025-02-03,69,0.0,0.6707,0.0
2025-02-03,70,0.0,0.6434,0.0
2025-02-03,71,0.0,0.5716,0.0
2025-02-03,72,0.0,0.5792,0.0
2025-02-03,73,0.0,0.6533,0.0
2025-02-03,74,0.0,0.6925,0.0
2025-02-03,75,0.0,0.6327,0.0
2025-02-03,76,0.0,0.7523,0.0
2025-02-03,77,0.0,0.9964,0.0
2025-02-03,78,0.0,1.0208,0.0
2025-02-03,79,0.0,0.9956,0.0
2025-02-03,80,0.0,1.0193,0.0
2025-02-03,81,0.0,1.0122,0.0
2025-02-03,82,0.0,1.0024,0.0
2025-02-03,83,0.0,1.0153,0.0
2025-02-03,84,0.0,1.0397,0.0
2025-02-03,85,0.0,1.0457,0.0
2025-02-03,86,0.0,1.067,0.0
2025-02-03,87,0.0,1.1376,0.0
2025-02-03,88,0.0,1.0383,0.0
2025-02-03,89,0.0,0.8433,0.0
2025-02-03,90,0.0,0.8556,0.0
2025-02-03,91,0.0,0.877,0.0
2025-02-03,92,0.0,0.8337,0.0
2025-02-03,93,0.0,0.8602,0.0
2025-02-03,94,0.0,0.9135,0.0
2025-02-03,95,0.0,0.9559,0.0
2025-02-03,96,0.0,0.9917,0.0
2025-02-03,97,0.0,0.9876,0.0
2025-02-03,98,0.0,0.9791,0.0
2025-02-03,99,0.0,1.0408,0.0
2025-02-03,100,0.0,1.0894,0.0
2025-02-03,101,0.0,1.0972,0.0
2025-02-03,102,0.0,1.1128,0.0
2025-02-03,103,0.0,1.1065,0.0
2025-02-03,104,0.0,1.081,0.0
2025-02-03,105,0.0,1.0906,0.0
2025-02-03,106,0.0,1.1796,0.0
2025-02-03,107,527.4081492730771,1.2907,3403.628491333803
2025-02-03,108,0.0,1.3113,0.0
2025-02-03,109,15.482050687716423,1.2989,100.5481781913743
2025-02-03,110,0.0,1.3003,0.0
2025-02-03,111,5.757162986933963,1.3038,37.53094551182251
2025-02-03,112,15.583558277745624,1.2861,100.21007150504323
2025-02-03,113,0.0,1.259,0.0
2025-02-03,114,0.0,1.2604,0.0
2025-02-03,115,0.0,1.281,0.0
2025-02-03,116,79.6746729173459,1.2957,516.1723684950255
2025-02-03,117,9.55058966374088,1.2883,61.520123318986876
2025-02-03,118,0.0,1.2905,0.0
2025-02-03,119,0.0,1.2925,0.0
2025-02-03,120,0.0,1.2534,0.0
2025-02-03,121,0.0,1.2226,0.0
2025-02-03,122,0.0,1.2568,0.0
2025-02-03,123,0.0,1.3325,0.0
2025-02-03,124,0.0,1.1898,0.0
2025-02-03,125,0.0,0.9345,0.0
2025-02-03,126,0.0,0.9407,0.0
2025-02-03,127,0.0,0.9742,0.0
2025-02-03,128,0.0,0.9576,0.0
2025-02-03,129,0.0,1.0083,0.0
2025-02-03,130,0.0,0.7932,0.0
2025-02-03,131,0.0,0.431,0.0
2025-02-03,132,0.0,0.4127,0.0
2025-02-03,133,0.0,0.4591,0.0
2025-02-03,134,0.0,0.4257,0.0
2025-02-03,135,0.0,0.4447,0.0
2025-02-03,136,0.0,0.4293,0.0
2025-02-03,137,0.0,0.3831,0.0
2025-02-03,138,0.0,0.4118,0.0
2025-02-03,139,0.0,0.4357,0.0
2025-02-03,140,0.0,0.417,0.0
2025-02-03,141,0.0,0.4004,0.0
2025-02-03,142,0.0,0.4012,0.0
2025-02-03,143,0.0,0.4074,0.0
2025-02-04,0,0.0,0.4005,0.0
2025-02-04,1,0.0,0.4108,0.0
2025-02-04,2,0.0,0.4217,0.0
2025-02-04,3,0.0,0.3879,0.0
2025-02-04,4,0.0,0.381,0.0
2025-02-04,5,0.0,0.4298,0.0
2025-02-04,6,0.0,0.4852,0.0
2025-02-04,7,0.0,0.4816,0.0
2025-02-04,8,0.0,0.4387,0.0
2025-02-04,9,0.0,0.4332,0.0
2025-02-04,10,0.0,0.4211,0.0
2025-02-04,11,0.0,0.4079,0.0
2025-02-04,12,0.0,0.4468,0.0
2025-02-04,13,0.0,0.4658,0.0
2025-02-04,14,0.0,0.4548,0.0
2025-02-04,15,0.0,0.4748,0.0
2025-02-04,16,0.0,0.4967,0.0
2025-02-04,17,0.0,0.497,0.0
2025-02-04,18,0.0,0.4818,0.0
2025-02-04,19,0.0,0.458,0.0
2025-02-04,20,0.0,0.4531,0.0
2025-02-04,21,0.0,0.4868,0.0
2025-02-04,22,0.0,0.4699,0.0
2025-02-04,23,0.0,0.432,0.0
2025-02-04,24,0.0,0.4885,0.0
2025-02-04,25,0.0,0.5193,0.0
2025-02-04,26,0.0,0.4868,0.0
2025-02-04,27,0.0,0.4719,0.0
2025-02-04,28,0.0,0.4571,0.0
2025-02-04,29,0.0,0.433,0.0
2025-02-04,30,0.0,0.4287,0.0
2025-02-04,31,0.0,0.4825,0.0
2025-02-04,32,0.0,0.5052,0.0
2025-02-04,33,0.0,0.411,0.0
2025-02-04,34,0.0,0.6163,0.0
2025-02-04,35,0.0,1.0157,0.0
2025-02-04,36,0.0,1.06,0.0
2025-02-04,37,13.572441264292138,1.0074,68.3643866482395
2025-02-04,38,0.0,1.0398,0.0
2025-02-04,39,679.1101244627745,1.0663,3620.675628573282
2025-02-04,40,0.0,1.046,0.0
2025-02-04,41,0.0,1.014,0.0
2025-02-04,42,0.0,1.0283,0.0
2025-02-04,43,0.0,1.0015,0.0
2025-02-04,44,0.0,0.8948,0.0
2025-02-04,45,0.0,0.8093,0.0
2025-02-04,46,0.0,1.0382,0.0
2025-02-04,47,0.0,1.3987,0.0
2025-02-04,48,0.0,1.3894,0.0
2025-02-04,49,512.9134685504164,1.3081,3354.7105410539984
2025-02-04,50,0.0,1.3044,0.0
2025-02-04,51,0.0,1.2383,0.0
2025-02-04,52,0.0,1.2197,0.0
2025-02-04,53,0.0,1.2392,0.0
2025-02-04,54,0.0,1.1757,0.0
2025-02-04,55,0.0,1.1966,0.0
2025-02-04,56,0.0,1.2647,0.0
2025-02-04,57,0.0,1.1707,0.0
2025-02-04,58,0.0,1.1168,0.0
2025-02-04,59,0.0,1.1355,0.0
2025-02-04,60,0.0,1.061,0.0
2025-02-04,61,0.0,1.0296,0.0
2025-02-04,62,0.0,1.0852,0.0
2025-02-04,63,0.0,1.0968,0.0
2025-02-04,64,0.0,0.9288,0.0
2025-02-04,65,0.0,0.714,0.0
2025-02-04,66,0.0,0.7246,0.0
2025-02-04,67,0.0,0.7303,0.0
2025-02-04,68,0.0,0.6588,0.0
2025-02-04,69,0.0,0.6667,0.0
2025-02-04,70,0.0,0.6818,0.0
2025-02-04,71,0.0,0.6509,0.0
2025-02-04,72,0.0,0.6104,0.0
2025-02-04,73,0.0,0.6334,0.0
2025-02-04,74,0.0,0.6457,0.0
2025-02-04,75,0.0,0.5451,0.0
2025-02-04,76,0.0,0.709,0.0
2025-02-04,77,93.11108027145497,1.0348,481.75672932450794
2025-02-04,78,0.0,1.0198,0.0
2025-02-04,79,0.0,0.9583,0.0
2025-02-04,80,48.563838749155636,1.0209,247.89411489506494
2025-02-04,81,51.156994057891865,1.0769,275.45483450471875
2025-02-04,82,5.375608731240618,1.106,29.72711628376062
2025-02-04,83,22.419635485311716,1.1082,124.22720022411222
2025-02-04,84,0.0,1.0882,0.0
2025-02-04,85,34.66096469493354,1.1136,192.99225142138994
2025-02-04,86,62.2651514313489,1.1778,366.67947677921364
2025-02-04,87,13.06225627603203,1.1791,77.00853187534683
2025-02-04,88,0.0,1.0107,0.0
2025-02-04,89,0.0,0.815,0.0
2025-02-04,90,0.0,0.8547,0.0
2025-02-04,91,0.0,0.8875,0.0
2025-02-04,92,0.0,0.8267,0.0
2025-02-04,93,0.0,0.8268,0.0
2025-02-04,94,0.0,0.8717,0.0
2025-02-04,95,0.0,0.9299,0.0
2025-02-04,96,0.0,0.9935,0.0
2025-02-04,97,0.0,1.0272,0.0
2025-02-04,98,0.0,1.0285,0.0
2025-02-04,99,0.0,1.0322,0.0
2025-02-04,100,0.0,1.0628,0.0
2025-02-04,101,0.0,1.0993,0.0
2025-02-04,102,0.0,1.0999,0.0
2025-02-04,103,0.0,1.1071,0.0
2025-02-04,104,0.0,1.1202,0.0
2025-02-04,105,0.0,1.1068,0.0
2025-02-04,106,0.0,1.1616,0.0
2025-02-04,107,55.90072944958172,1.2653,353.6559648627788
2025-02-04,108,638.4677352929264,1.2932,4128.3323764040615
2025-02-04,109,0.0,1.2831,0.0
2025-02-04,110,0.0,1.2796,0.0
2025-02-04,111,0.0,1.285,0.0
2025-02-04,112,18.15762380014405,1.2788,116.09984657812106
2025-02-04,113,0.0,1.2709,0.0
2025-02-04,114,0.0,1.2902,0.0
2025-02-04,115,12.905702259267628,1.2971,83.6999320024802
2025-02-04,116,0.0,1.2758,0.0
2025-02-04,117,0.0,1.2575,0.0
2025-02-04,118,0.0,1.296,0.0
2025-02-04,119,0.0,1.3487,0.0
2025-02-04,120,0.0,1.3127,0.0
2025-02-04,121,0.0,1.252,0.0
2025-02-04,122,0.0,1.2517,0.0
2025-02-04,123,0.0,1.31,0.0
2025-02-04,124,0.0,1.1789,0.0
2025-02-04,125,0.0,0.9263,0.0
2025-02-04,126,0.0,0.88,0.0
2025-02-04,127,0.0,0.908,0.0
2025-02-04,128,0.0,0.9437,0.0
2025-02-04,129,0.0,1.0149,0.0
2025-02-04,130,0.0,0.8103,0.0
2025-02-04,131,0.0,0.4447,0.0
2025-02-04,132,0.0,0.3833,0.0
2025-02-04,133,0.0,0.4449,0.0
2025-02-04,134,0.0,0.448,0.0
2025-02-04,135,0.0,0.4018,0.0
2025-02-04,136,0.0,0.4056,0.0
2025-02-04,137,0.0,0.458,0.0
2025-02-04,138,0.0,0.4646,0.0
2025-02-04,139,0.0,0.4437,0.0
2025-02-04,140,0.0,0.4308,0.0
2025-02-04,141,0.0,0.4393,0.0
2025-02-04,142,0.0,0.4454,0.0
2025-02-04,143,0.0,0.4494,0.0
2025-02-05,0,0.0,0.4652,0.0
2025-02-05,1,0.0,0.4304,0.0
2025-02-05,2,0.0,0.3734,0.0
2025-02-05,3,0.0,0.3928,0.0
2025-02-05,4,0.0,0.4269,0.0
2025-02-05,5,0.0,0.4498,0.0
2025-02-05,6,0.0,0.4859,0.0
2025-02-05,7,0.0,0.4608,0.0
2025-02-05,8,0.0,0.4269,0.0
2025-02-05,9,7.292376323271014,0.5067,18.475235415007116
2025-02-05,10,8.100564047470584,0.5038,20.405320835578404
2025-02-05,11,0.0,0.4116,0.0
2025-02-05,12,0.0,0.4274,0.0
2025-02-05,13,0.0,0.4802,0.0
2025-02-05,14,32.59852806429785,0.5012,81.69191132913042
2025-02-05,15,13.218345620036416,0.4976,32.8872439026506
2025-02-05,16,0.0,0.4898,0.0
2025-02-05,17,0.0,0.4752,0.0
2025-02-05,18,0.0,0.439,0.0
2025-02-05,19,0.0,0.4182,0.0
2025-02-05,20,0.0,0.4306,0.0
2025-02-05,21,0.0,0.4613,0.0
2025-02-05,22,0.0,0.493,0.0
2025-02-05,23,0.0,0.5062,0.0
2025-02-05,24,0.0,0.4908,0.0
2025-02-05,25,0.0,0.4829,0.0
2025-02-05,26,0.0,0.4873,0.0
2025-02-05,27,0.0,0.4792,0.0
2025-02-05,28,0.0,0.4827,0.0
2025-02-05,29,3.111872604957668,0.5051,7.859034263820591
2025-02-05,30,0.0,0.5267,0.0
2025-02-05,31,0.0,0.5349,0.0
2025-02-05,32,0.0,0.4858,0.0
2025-02-05,33,0.0,0.3944,0.0
2025-02-05,34,0.0,0.6164,0.0
2025-02-05,35,0.0,1.0181,0.0
2025-02-05,36,667.884291608351,1.0785,3601.5660424980324
2025-02-05,37,0.0,1.0229,0.0
2025-02-05,38,0.0,1.0369,0.0
2025-02-05,39,0.0,1.0678,0.0
2025-02-05,40,0.0,1.0429,0.0
2025-02-05,41,0.0,1.0026,0.0
2025-02-05,42,0.0,1.0448,0.0
2025-02-05,43,0.0,1.0447,0.0
