date,time_index,reserve_soc_kwh,scenario_deficit_probability,risk_weighted_emergency_value,future_risk_benchmark
2025-02-01,70,3830.551792255404,0.0,0.0,5.883000000000001
2025-02-01,71,4178.845959874716,0.0,0.0,5.883000000000001
2025-02-01,72,4833.508140850373,0.0,0.0,5.883000000000001
2025-02-01,73,5193.650128083076,0.0,0.0,5.883000000000001
2025-02-01,74,5585.532215308764,0.0,0.0,5.883000000000001
2025-02-01,75,5977.154220270266,0.0,0.0,5.883000000000001
2025-02-01,76,6727.154220270266,0.0,0.0,5.883000000000001
2025-02-01,77,7193.3842566601425,0.0,0.0,5.883000000000001
2025-02-01,78,7624.113439017484,0.0,0.0,5.883000000000001
2025-02-01,79,8000.712584401128,0.0,0.0,5.883000000000001
2025-02-01,80,8344.684813988746,0.0,0.0,5.883000000000001
2025-02-01,81,8677.390958306043,0.0,0.0,5.883000000000001
2025-02-01,82,8985.142767897642,0.0,0.0,5.883000000000001
2025-02-01,83,9237.687992077133,0.0,0.0,5.883000000000001
2025-02-01,84,9446.04371573053,0.0,0.0,5.883000000000001
2025-02-01,85,9683.12140744739,0.0,0.0,5.883000000000001
2025-02-01,86,9956.03159664195,0.0,0.0,5.883000000000001
2025-02-01,87,10194.991425554397,0.0,0.0,5.883000000000001
2025-02-01,88,10313.70058905118,0.1,0.3527,5.883000000000001
2025-02-01,89,10359.168127618284,0.1,0.25735,5.883000000000001
2025-02-01,90,10411.721907613763,0.1,0.27875,5.883000000000001
2025-02-01,91,10499.193667151822,0.6,1.9817999999999998,5.883000000000001
2025-02-01,92,10521.965453873676,0.35,1.2039999999999997,5.883000000000001
2025-02-01,93,10523.799378393753,0.15,0.4962749999999999,5.883000000000001
2025-02-01,94,10535.623143844854,0.05,0.16162500000000002,5.883000000000001
2025-02-01,95,10579.208085860624,0.1,0.33335000000000004,5.883000000000001
2025-02-01,96,10601.994898850246,0.15,0.5216999999999999,5.883000000000001
2025-02-01,97,10601.196413041518,0.05,0.1758,5.883000000000001
2025-02-01,98,10622.76896051239,0.1,0.35205,5.883000000000001
2025-02-01,99,10685.72006952998,0.15,0.551775,5.883000000000001
2025-02-01,100,10707.76584867187,0.25,0.93325,5.883000000000001
2025-02-01,101,10700.357121872035,0.2,0.7383,5.883000000000001
2025-02-01,102,10728.995533240763,0.2,0.7642,5.883000000000001
2025-02-01,103,10693.148564489595,0.2,0.787,5.883000000000001
2025-02-01,104,10668.211875467412,0.2,0.775,5.883000000000001
2025-02-01,105,10677.228268202636,0.05,0.188925,5.883000000000001
2025-02-01,106,10701.82064243003,0.4,1.7384000000000002,5.883000000000001
2025-02-01,107,10699.729072794067,1.0,5.331,5.883000000000001
2025-02-01,108,10187.56521815005,1.0,5.7325,5.883000000000001
2025-02-01,109,9659.159336913335,1.0,5.8265,5.883000000000001
2025-02-01,110,9112.874626803157,1.0,5.822000000000001,5.883000000000001
2025-02-01,111,8570.537042683096,1.0,5.6325,5.883000000000001
2025-02-01,112,8041.337620909818,1.0,5.567,5.883000000000001
2025-02-01,113,7531.483412135871,1.0,5.656,5.883000000000001
2025-02-01,114,7030.888890554745,1.0,5.646,5.883000000000001
2025-02-01,115,6508.707007981085,1.0,5.665,5.883000000000001
2025-02-01,116,5959.599841334748,1.0,5.691000000000001,5.883000000000001
2025-02-01,117,5402.164305101665,1.0,5.551500000000001,5.883000000000001
2025-02-01,118,4859.012276714006,1.0,5.4645,5.883000000000001
2025-02-01,119,4331.306019906562,1.0,5.5205,5.883000000000001
2025-02-01,120,3813.549417325269,1.0,5.602,5.883000000000001
2025-02-01,121,3307.255670203494,1.0,5.672000000000001,5.883000000000001
2025-02-01,122,2793.29331192664,1.0,5.7985,5.883000000000001
2025-02-01,123,2263.8601166189674,1.0,5.883000000000001,4.932
2025-02-01,124,1741.6452625591915,1.0,4.932,3.3988
2025-02-01,125,1203.784409667338,0.2,0.7240000000000001,3.3988
2025-02-01,126,1224.5038331746023,0.1,0.37405,3.3988
2025-02-01,127,1280.147964769604,0.25,1.016125,3.3988
2025-02-01,128,1326.5048937368194,0.5,2.036,3.3988
2025-02-01,129,1321.141350512355,0.8,3.3988,2.019
2025-02-01,130,1275.3988620539062,0.55,1.7960250000000002,2.019
2025-02-01,131,1225.74072323797,0.25,0.400625,2.019
2025-02-01,132,1200.0,0.0,0.0,2.019
2025-02-01,133,1877.5645406260676,0.0,0.0,2.019
2025-02-01,134,2600.677749804323,0.0,0.0,2.019
2025-02-01,135,3338.306501870053,0.65,1.137825,2.019
2025-02-01,136,3337.215328297138,1.0,1.8900000000000001,2.019
2025-02-01,137,2911.1426992982465,0.45,0.779625,2.019
2025-02-01,138,2943.3163148753606,1.0,1.767,2.019
2025-02-01,139,2475.759483783778,0.55,0.9616750000000001,2.019
2025-02-01,140,2422.5934530950467,0.45,0.730125,2.019
2025-02-01,141,2425.969022833703,0.8,1.3172,2.019
2025-02-01,142,2402.1621347766145,1.0,1.796,2.019
2025-02-01,143,1870.973857534912,1.0,2.019,0.0
2025-02-02,0,2471.6196277134145,0.45,1.0176749999999999,6.999
2025-02-02,1,2492.752883584481,0.4,0.9118,6.999
2025-02-02,2,2496.984444558394,0.0,0.0,6.999
2025-02-02,3,3246.984444558394,0.0,0.0,6.999
2025-02-02,4,3996.984444558394,0.0,0.0,6.999
2025-02-02,5,4746.984444558394,0.15,0.33585,6.999
2025-02-02,6,4777.516984279965,0.4,1.0064,6.999
2025-02-02,7,4777.516984279965,0.4,0.9344,6.999
2025-02-02,8,4788.263279281103,0.0,0.0,6.999
2025-02-02,9,5538.263279281103,0.25,0.55775,6.999
2025-02-02,10,5560.31874174471,0.75,1.7917500000000002,6.999
2025-02-02,11,5560.31874174471,0.0,0.0,6.999
2025-02-02,12,6310.31874174471,0.0,0.0,6.999
2025-02-02,13,7060.31874174471,0.1,0.22060000000000002,6.999
2025-02-02,14,7106.35691739972,0.25,0.55225,6.999
2025-02-02,15,7112.193001367091,0.0,0.0,6.999
2025-02-02,16,7847.482877792005,0.6,1.3598999999999999,6.999
2025-02-02,17,7879.0394181311585,0.9,2.2149000000000005,6.999
2025-02-02,18,7879.0394181311585,0.15,0.33247499999999997,6.999
2025-02-02,19,7930.539325372082,0.0,0.0,6.999
2025-02-02,20,8676.255960989574,0.1,0.2357,6.999
2025-02-02,21,8676.255960989574,0.55,1.4082750000000002,6.999
2025-02-02,22,8631.415927460654,0.15,0.36269999999999997,6.999
2025-02-02,23,8631.415927460654,0.0,0.0,6.999
2025-02-02,24,9353.360586400457,0.15,0.35819999999999996,6.999
2025-02-02,25,9353.360586400457,0.65,1.6133000000000002,6.999
2025-02-02,26,9329.88792724085,0.4,0.9446,6.999
2025-02-02,27,9329.88792724085,0.3,0.72975,6.999
2025-02-02,28,9329.88792724085,0.15,0.3606,6.999
2025-02-02,29,9329.88792724085,0.1,0.22655,6.999
2025-02-02,30,9376.48961947807,0.2,0.4678,6.999
2025-02-02,31,9376.48961947807,0.4,0.9646000000000001,6.999
2025-02-02,32,9376.48961947807,0.0,0.0,6.999
2025-02-02,33,10126.48961947807,0.0,0.0,6.999
2025-02-02,34,10800.0,0.1,0.29245000000000004,6.999
2025-02-02,35,10800.0,0.25,1.2045,6.999
2025-02-02,36,10800.0,0.6,3.1464,6.999
2025-02-02,37,10800.0,0.75,3.894375,6.999
2025-02-02,38,10770.876695819097,1.0,5.356999999999999,6.999
2025-02-02,39,10510.638819618274,1.0,5.374499999999999,6.999
2025-02-02,40,9643.137295751318,0.6,3.1338,6.999
2025-02-02,41,9643.137295751318,0.55,2.713975,6.999
2025-02-02,42,9589.36455776327,0.1,0.4582,6.999
2025-02-02,43,9589.36455776327,0.1,0.45585,6.999
2025-02-02,44,9589.36455776327,0.1,0.4584,6.999
2025-02-02,45,9589.36455776327,0.0,0.0,6.999
2025-02-02,46,10338.84647275692,0.55,2.7758500000000006,6.999
2025-02-02,47,10338.84647275692,1.0,6.7364999999999995,6.999
2025-02-02,48,9464.85626887772,1.0,6.999,6.7135
2025-02-02,49,8596.375226754311,1.0,6.7135,6.585999999999999
2025-02-02,50,7783.000865076754,1.0,6.585999999999999,6.5375000000000005
2025-02-02,51,6989.843318182422,1.0,6.403,6.5375000000000005
2025-02-02,52,6263.04954446444,1.0,6.219,6.5375000000000005
2025-02-02,53,5625.34085529162,1.0,6.128,6.5375000000000005
2025-02-02,54,5053.027201488871,1.0,6.153,6.5375000000000005
2025-02-02,55,4512.623626015315,1.0,6.1775,6.5375000000000005
2025-02-02,56,4038.338097715112,1.0,6.0065,6.5375000000000005
2025-02-02,57,3650.229106150206,1.0,5.570500000000001,6.5375000000000005
2025-02-02,58,3286.7265580757676,1.0,5.4464999999999995,6.5375000000000005
2025-02-02,59,2935.954233542959,1.0,5.6930000000000005,6.5375000000000005
2025-02-02,60,2603.494604172565,1.0,5.7695,6.5375000000000005
2025-02-02,61,2272.2324897456288,1.0,5.484999999999999,6.5375000000000005
2025-02-02,62,1999.8901867462075,0.65,3.3722000000000003,6.5375000000000005
2025-02-02,63,1981.7084244545752,0.8,4.2132,6.5375000000000005
2025-02-02,64,1862.1420210607057,0.2,0.9148000000000001,6.5375000000000005
2025-02-02,65,1862.1420210607057,0.0,0.0,6.5375000000000005
2025-02-02,66,2551.3929407147216,0.0,0.0,6.5375000000000005
2025-02-02,67,3246.3690401322733,0.0,0.0,6.5375000000000005
2025-02-02,68,3936.035735227113,0.0,0.0,6.5375000000000005
2025-02-02,69,4629.04853113416,0.0,0.0,6.5375000000000005
2025-02-02,70,5303.62650253868,0.0,0.0,6.5375000000000005
2025-02-02,71,5975.806444803884,0.0,0.0,6.5375000000000005
2025-02-02,72,6653.3807630776755,0.0,0.0,6.5375000000000005
2025-02-02,73,7302.302489472426,0.0,0.0,6.5375000000000005
2025-02-02,74,7962.379220695086,0.0,0.0,6.5375000000000005
2025-02-02,75,8653.758597947439,0.0,0.0,6.5375000000000005
2025-02-02,76,9307.173638625942,0.0,0.0,6.5375000000000005
2025-02-02,77,9970.069557592868,0.2,1.0283,6.5375000000000005
2025-02-02,78,9933.966127609136,0.85,4.4994749999999994,6.5375000000000005
2025-02-02,79,9729.881333689136,0.5,2.49125,6.5375000000000005
2025-02-02,80,9683.519757243554,0.4,2.0182,6.5375000000000005
2025-02-02,81,9683.519757243554,0.95,4.961375,6.5375000000000005
2025-02-02,82,9515.292467750167,0.9,4.734,6.5375000000000005
2025-02-02,83,9336.405700986685,0.4,2.0738,6.5375000000000005
2025-02-02,84,9336.405700986685,0.35,1.827175,6.5375000000000005
2025-02-02,85,9313.146768467583,1.0,5.319500000000001,6.5375000000000005
2025-02-02,86,8949.12188745512,1.0,5.4445,6.5375000000000005
2025-02-02,87,8571.085829400208,1.0,5.513,6.5375000000000005
2025-02-02,88,8208.814895617197,0.3,1.49265,6.5375000000000005
2025-02-02,89,8208.814895617197,0.0,0.0,6.5375000000000005
2025-02-02,90,8958.814895617197,0.0,0.0,6.5375000000000005
2025-02-02,91,9708.814895617197,0.0,0.0,6.5375000000000005
2025-02-02,92,10404.447698152157,0.2,0.8914,6.5375000000000005
2025-02-02,93,10413.892889270764,0.15,0.669975,6.5375000000000005
2025-02-02,94,10430.931794332138,0.4,1.8048,6.5375000000000005
2025-02-02,95,10430.931794332138,0.25,1.163875,6.5375000000000005
2025-02-02,96,10430.931794332138,0.2,0.9295,6.5375000000000005
2025-02-02,97,10430.931794332138,0.2,0.9789,6.5375000000000005
2025-02-02,98,10453.199719010076,0.25,1.323875,6.5375000000000005
2025-02-02,99,10488.906287620455,0.2,1.0582,6.5375000000000005
2025-02-02,100,10500.132893831837,0.15,0.7779750000000001,6.5375000000000005
2025-02-02,101,10500.132893831837,0.15,0.7816500000000001,6.5375000000000005
2025-02-02,102,10518.55332877687,0.3,1.5897000000000001,6.5375000000000005
2025-02-02,103,10518.55332877687,0.4,2.1634,6.5375000000000005
2025-02-02,104,10518.55332877687,0.15,0.80865,6.5375000000000005
2025-02-02,105,10518.55332877687,0.1,0.5216500000000001,6.5375000000000005
2025-02-02,106,10535.653657589455,0.4,2.286,6.5375000000000005
2025-02-02,107,10535.653657589455,1.0,6.5375000000000005,6.456499999999999
2025-02-02,108,9752.107591313976,1.0,6.456499999999999,6.4045
2025-02-02,109,8963.36038537656,1.0,6.2915,6.4045
2025-02-02,110,8466.25713340196,1.0,6.3995,6.4045
2025-02-02,111,7679.795303597228,1.0,6.317500000000001,6.4045
2025-02-02,112,6845.401126203274,0.55,3.432275,6.4045
2025-02-02,113,6790.304604337936,1.0,6.3055,6.4045
2025-02-02,114,5992.190573558268,1.0,6.4045,6.3925
2025-02-02,115,5211.654746766565,1.0,6.3925,6.338
2025-02-02,116,4446.495365094418,1.0,6.316000000000001,6.338
2025-02-02,117,3682.4202232256785,1.0,6.3325,6.338
2025-02-02,118,2861.283180651549,0.5,3.135,6.338
2025-02-02,119,2852.6178288480573,0.7,4.328099999999999,6.338
2025-02-02,120,2848.2529711036273,1.0,6.296,6.338
2025-02-02,121,2046.1164794767083,0.75,4.7025,6.338
2025-02-02,122,2010.7933237959185,0.8,4.944800000000001,6.338
2025-02-02,123,2010.7933237959185,1.0,6.338,3.6393750000000002
2025-02-02,124,1200.0000000000014,0.2,1.16,3.6393750000000002
2025-02-02,125,1200.0000000000014,0.3,1.44825,3.6393750000000002
2025-02-02,126,1226.6902819753986,0.6,2.8188,3.6393750000000002
2025-02-02,127,1226.6902819753986,0.45,2.120175,3.6393750000000002
2025-02-02,128,1232.468566801849,0.35,1.630475,3.6393750000000002
2025-02-02,129,1247.9590023036665,0.75,3.6393750000000002,2.257
2025-02-02,130,1254.692909117555,0.55,2.09,2.257
2025-02-02,131,1260.94154991623,0.3,0.6183,2.257
2025-02-02,132,1283.4300465138203,0.0,0.0,2.257
2025-02-02,133,1397.6244689600246,0.35,0.74515,2.257
2025-02-02,134,1397.6244689600246,0.45,0.9531,2.257
2025-02-02,135,1397.6244689600246,0.6,1.3089000000000002,2.257
2025-02-02,136,1397.6244689600246,0.6,1.2578999999999998,2.257
2025-02-02,137,1397.6244689600246,0.4,0.7746,2.257
2025-02-02,138,1397.6244689600246,0.9,1.84185,2.257
2025-02-02,139,1397.6244689600246,0.2,0.4166000000000001,2.257
2025-02-02,140,1397.6244689600246,0.1,0.20145000000000002,2.257
2025-02-02,141,1397.6244689600246,0.3,0.6462,2.257
2025-02-02,142,1393.3509616363688,1.0,2.257,1.9827
2025-02-02,143,1274.0450669810652,0.9,1.9827,0.0
2025-02-03,0,2370.218760504647,0.0,0.0,6.7235
2025-02-03,1,3120.218760504647,0.0,0.0,6.7235
2025-02-03,2,3866.2974623516775,0.0,0.0,6.7235
2025-02-03,3,4616.2974623516775,0.35,0.7642249999999999,6.7235
2025-02-03,4,4646.629829368385,0.0,0.0,6.7235
2025-02-03,5,5382.232083238598,0.0,0.0,6.7235
2025-02-03,6,6098.194059660495,0.0,0.0,6.7235
2025-02-03,7,6795.550500418814,0.0,0.0,6.7235
2025-02-03,8,7478.527901385639,0.0,0.0,6.7235
2025-02-03,9,8191.474260587334,0.0,0.0,6.7235
2025-02-03,10,8555.79398292526,0.35,0.8113,6.7235
2025-02-03,11,8555.79398292526,0.05,0.11277500000000001,6.7235
2025-02-03,12,8570.1880361888,0.05,0.110925,6.7235
2025-02-03,13,8653.4066055705,0.75,1.7962500000000001,6.7235
2025-02-03,14,8666.335237331781,0.9,2.2725,6.7235
2025-02-03,15,8592.345865518682,0.2,0.439,6.7235
2025-02-03,16,8602.41358950311,0.0,0.0,6.7235
2025-02-03,17,9342.241294757889,0.35,0.8111249999999999,6.7235
2025-02-03,18,9323.322725245063,0.45,1.0944,6.7235
2025-02-03,19,9309.795967119324,0.3,0.6846,6.7235
2025-02-03,20,9315.973701664841,0.0,0.0,6.7235
2025-02-03,21,9330.054907547526,0.4,0.9768000000000001,6.7235
2025-02-03,22,9328.826053362267,0.8,1.9676000000000002,6.7235
2025-02-03,23,9329.244000220344,0.05,0.11052500000000001,6.7235
2025-02-03,24,9385.73731709927,0.1,0.235,6.7235
2025-02-03,25,9431.544371873511,0.85,2.19385,6.7235
2025-02-03,26,9398.49368992942,0.95,2.474275,6.7235
2025-02-03,27,9290.694808044549,0.25,0.611375,6.7235
2025-02-03,28,9274.226351661158,0.1,0.2425,6.7235
2025-02-03,29,9314.336602464009,0.6,1.4955,6.7235
2025-02-03,30,9335.581561085823,0.35,0.807975,6.7235
2025-02-03,31,9327.601589149876,0.0,0.0,6.7235
2025-02-03,32,10022.955310879399,0.0,0.0,6.7235
2025-02-03,33,10711.436807108317,0.25,0.548,6.7235
2025-02-03,34,10758.131028410287,0.8,2.7508,6.7235
2025-02-03,35,10800.0,0.85,4.359225,6.7235
2025-02-03,36,10800.0,0.7,3.756899999999999,6.7235
2025-02-03,37,10756.932347960286,0.65,3.4401250000000005,6.7235
2025-02-03,38,10730.561703497795,1.0,5.484,6.7235
2025-02-03,39,9917.163705845052,1.0,5.3755,6.7235
2025-02-03,40,9683.354421967791,0.95,4.9148249999999996,6.7235
2025-02-03,41,9683.354421967791,0.7,3.5171499999999996,6.7235
2025-02-03,42,9695.275329437301,0.3,1.4606999999999999,6.7235
2025-02-03,43,9648.340123468148,0.25,1.2155,6.7235
2025-02-03,44,9626.675405341477,0.1,0.47645000000000004,6.7235
2025-02-03,45,9698.178276024197,0.0,0.0,6.7235
2025-02-03,46,10448.178276024197,0.25,1.255,6.7235
2025-02-03,47,10469.127209281129,1.0,6.461,6.7235
2025-02-03,48,9569.731195256245,1.0,6.7235,6.6625
2025-02-03,49,8723.84844640756,1.0,6.603,6.6625
2025-02-03,50,7966.47693923624,1.0,6.609500000000001,6.6625
2025-02-03,51,7253.255148688002,1.0,6.3825,6.6625
2025-02-03,52,6501.045114349351,1.0,6.042,6.6625
2025-02-03,53,5779.838912974644,1.0,5.88,6.6625
2025-02-03,54,5157.3657078582255,1.0,6.0565,6.6625
2025-02-03,55,4557.410477950102,1.0,6.060499999999999,6.6625
2025-02-03,56,4001.698651017202,1.0,5.8745,6.6625
2025-02-03,57,3518.634102730732,1.0,5.9215,6.6625
2025-02-03,58,3043.5186764555515,1.0,5.7589999999999995,6.6625
2025-02-03,59,2627.7931733064283,0.35,1.8788,6.6625
2025-02-03,60,2627.7931733064283,0.35,1.8357499999999995,6.6625
2025-02-03,61,2627.7931733064283,0.35,1.8801999999999999,6.6625
2025-02-03,62,2575.8454831548156,1.0,5.6245,6.6625
2025-02-03,63,2242.955741803965,1.0,5.717,6.6625
2025-02-03,64,1976.790161859584,0.2,0.9384000000000001,6.6625
2025-02-03,65,2020.7980870745253,0.0,0.0,6.6625
2025-02-03,66,2770.798087074525,0.0,0.0,6.6625
2025-02-03,67,3489.209574487215,0.0,0.0,6.6625
2025-02-03,68,4139.193658150232,0.0,0.0,6.6625
2025-02-03,69,4770.5557911079595,0.0,0.0,6.6625
2025-02-03,70,5363.2842022349605,0.0,0.0,6.6625
2025-02-03,71,6059.004967955427,0.0,0.0,6.6625
2025-02-03,72,6758.445250856477,0.0,0.0,6.6625
2025-02-03,73,7471.923591049675,0.0,0.0,6.6625
2025-02-03,74,8164.451537029862,0.0,0.0,6.6625
2025-02-03,75,8814.662334018363,0.0,0.0,6.6625
2025-02-03,76,9564.662334018363,0.0,0.0,6.6625
2025-02-03,77,10153.23269263312,0.2,0.9964,6.6625
2025-02-03,78,10117.948331959495,0.7,3.572799999999999,6.6625
2025-02-03,79,9993.22194312064,0.3,1.4933999999999998,6.6625
2025-02-03,80,9943.65868713796,0.35,1.783775,6.6625
2025-02-03,81,9842.724401508809,0.15,0.75915,6.6625
2025-02-03,82,9755.804097252041,0.2,1.0024,6.6625
2025-02-03,83,9669.289235694427,0.5,2.53825,6.6625
2025-02-03,84,9592.099907798278,0.55,2.8591750000000005,6.6625
2025-02-03,85,9503.507130173813,0.95,4.967075,6.6625
2025-02-03,86,9326.701371449211,1.0,5.335,6.6625
2025-02-03,87,8979.156544513746,1.0,5.688,6.6625
2025-02-03,88,8592.404198455004,0.6,3.1148999999999996,6.6625
2025-02-03,89,8539.113499252722,0.0,0.0,6.6625
2025-02-03,90,9289.113499252722,0.05,0.21390000000000003,6.6625
2025-02-03,91,9334.609098311998,0.1,0.4385,6.6625
2025-02-03,92,9366.274237764259,0.0,0.0,6.6625
2025-02-03,93,10116.274237764259,0.05,0.21505000000000002,6.6625
2025-02-03,94,10148.08247120049,0.1,0.45675,6.6625
2025-02-03,95,10171.793971784573,0.25,1.194875,6.6625
2025-02-03,96,10188.158649482059,0.2,0.9917,6.6625
2025-02-03,97,10237.929985329773,0.15,0.7407,6.6625
2025-02-03,98,10308.449310294873,0.1,0.48955000000000004,6.6625
2025-02-03,99,10377.072289137655,0.1,0.5204,6.6625
2025-02-03,100,10407.700446009103,0.2,1.0894,6.6625
2025-02-03,101,10435.46843006317,0.1,0.5486,6.6625
2025-02-03,102,10483.168955369387,0.15,0.8346,6.6625
2025-02-03,103,10529.029634065286,0.1,0.5532500000000001,6.6625
2025-02-03,104,10576.685076593034,0.1,0.5405,6.6625
2025-02-03,105,10609.782907311723,0.15,0.8179500000000001,6.6625
2025-02-03,106,10596.150674195462,0.25,1.4745,6.6625
2025-02-03,107,10570.85535104416,1.0,6.4535,6.6625
2025-02-03,108,9773.108698477381,1.0,6.5565,6.6625
2025-02-03,109,8986.070999956437,1.0,6.4944999999999995,6.6625
2025-02-03,110,8165.200516865797,1.0,6.5015,6.6625
2025-02-03,111,7387.074718090067,1.0,6.519,6.6625
2025-02-03,112,6632.012523583859,1.0,6.4305,6.6625
2025-02-03,113,5860.320898414342,0.85,5.35075,6.6625
2025-02-03,114,5834.574894705697,0.95,5.9868999999999994,6.6625
2025-02-03,115,5811.130226865199,1.0,6.404999999999999,6.6625
2025-02-03,116,5291.212462176229,1.0,6.4785,6.6625
2025-02-03,117,4498.875969210015,1.0,6.4415,6.6625
2025-02-03,118,3696.5735883792186,1.0,6.4525,6.6625
2025-02-03,119,2866.39397949602,1.0,6.4625,6.6625
2025-02-03,120,2012.1876024627243,0.7,4.3869,6.6625
2025-02-03,121,1988.336611583779,0.5,3.0564999999999998,6.6625
2025-02-03,122,1988.336611583779,0.65,4.0846,6.6625
2025-02-03,123,1969.1350086107082,1.0,6.6625,4.7592
2025-02-03,124,1200.0,0.8,4.7592,4.0332
2025-02-03,125,1204.5895194914408,0.25,1.168125,4.0332
2025-02-03,126,1219.349048460796,0.35,1.6462249999999998,4.0332
2025-02-03,127,1219.349048460796,0.45,2.19195,4.0332
2025-02-03,128,1232.8587445028777,0.4,1.9152000000000002,4.0332
2025-02-03,129,1245.879378991373,0.8,4.0332,2.3796
2025-02-03,130,1228.020812892397,0.6,2.3796,2.180725
2025-02-03,131,1200.0,0.45,0.9697499999999999,2.180725
2025-02-03,132,1210.5668370306241,0.15,0.309525,2.180725
2025-02-03,133,1252.6347040259031,0.95,2.180725,1.6296
