date,time_index,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,spill_kwh,reserve_soc_kwh,protected_release_kwh
2025-02-01,22,402.0368639578803,0.0,9976.887212703541,10338.720390265633,0.0,9171.406638021183,0.0
2025-02-01,23,512.5328997048523,0.0,10338.720390265633,10800.0,328.76502844507763,9535.823414538092,0.0
2025-02-01,24,0.0,0.0,10800.0,10800.0,1.3435803513461337,10237.148013805503,0.0
2025-02-01,25,0.0,1.9489113512345284,10800.0,10797.834542943072,0.0,10193.37006576602,0.0
2025-02-01,26,2.406063396586736,0.0,10797.834542943072,10800.0,75.3549204708733,10171.414756581758,0.0
2025-02-01,27,0.0,0.0,10800.0,10800.0,69.23115348666727,10203.954100684632,0.0
2025-02-01,28,0.0,0.0,10800.0,10800.0,27.02131763545765,10208.708190661846,0.0
2025-02-01,29,0.0,0.0,10800.0,10800.0,12.113526141668558,10209.067263826726,0.0
2025-02-01,30,0.0,0.0,10800.0,10800.0,63.101362516437916,10233.16636394683,0.0
2025-02-01,31,0.0,0.0,10800.0,10800.0,53.6847064254884,10248.10886242364,0.0
2025-02-01,32,0.0,0.0,10800.0,10800.0,64.75108903551336,10234.841671504084,0.0
2025-02-01,33,0.0,0.0,10800.0,10800.0,38.99088212734614,10278.779803661333,0.0
2025-02-01,34,0.0,451.315113399204,10800.0,10298.538762889773,0.0,10298.538762889773,0.0
2025-02-01,35,0.0,510.98333333333335,10298.538762889773,9730.779503630514,0.0,9655.482332422125,0.0
2025-02-01,36,0.0,535.1871833333332,9730.779503630514,9136.127077704588,0.0,9030.692074230226,0.0
2025-02-01,37,0.0,533.3553333333333,9136.127077704588,8543.510040667552,0.0,8429.74906510795,0.0
2025-02-01,38,0.0,504.52,8543.510040667552,7982.932262889774,0.0,7829.179820697176,0.0
2025-02-01,39,0.0,519.5536833333333,7982.932262889774,7405.650392519404,0.0,7209.919203888643,0.0
2025-02-01,40,0.0,551.4800833333333,7405.650392519404,6792.894744371256,0.0,6584.07502178037,0.0
2025-02-01,41,0.0,552.0416666666666,6792.894744371256,6179.515114741626,0.0,5946.9563273856475,0.0
2025-02-01,42,0.0,514.5580499999999,6179.515114741626,5607.78394807496,0.0,5319.391789299683,0.0
2025-02-01,43,0.0,447.90854999999993,5607.78394807496,5110.107781408294,0.0,4738.36574756143,0.0
2025-02-01,44,0.0,389.4241666666667,5110.107781408294,4677.414262889775,0.0,4227.299496604278,0.0
2025-02-01,45,0.0,377.65375,4677.414262889775,4257.798985111997,0.0,3769.45624008347,0.0
2025-02-01,46,0.0,361.16134999999997,4257.798985111997,3856.5085962231087,0.0,3319.2479184679564,0.0
2025-02-01,47,0.0,299.92291666666665,3856.5085962231087,3523.2609110379235,0.0,2913.3850749035105,0.0
2025-02-01,48,0.0,202.22623333333343,3523.2609110379235,3298.5650962231084,0.0,2588.880510410506,0.0
2025-02-01,49,0.0,129.7926,3298.5650962231084,3154.3510962231085,0.0,2301.183301139895,0.0
2025-02-01,50,0.0,86.28458333333327,3154.3510962231085,3058.479336963849,0.0,2035.3766448673973,0.0
2025-02-01,51,0.0,35.96915000000001,3058.479336963849,3018.513614741627,0.0,1806.7574880846162,0.0
2025-02-01,52,0.0,62.45393333333334,3018.513614741627,2949.120355482368,0.0,1627.0851547345542,0.0
2025-02-01,53,0.0,115.17666666666673,2949.120355482368,2821.146281408294,0.0,1484.202332333317,0.0
2025-02-01,54,0.0,45.824116666666555,2821.146281408294,2770.230596223109,0.0,1358.036512460613,0.0
2025-02-01,55,31.360500000000002,0.0,2770.230596223109,2798.455046223109,0.0,1248.491690377654,0.0
2025-02-01,56,61.70083333333332,0.0,2798.455046223109,2853.985796223109,0.0,1200.0,0.0
2025-02-01,57,105.10811666666666,0.0,2853.985796223109,2948.5831012231088,0.0,1200.0,0.0
2025-02-01,58,170.19725000000005,0.0,2948.5831012231088,3101.760626223109,0.0,1200.0,0.0
2025-02-01,59,215.4304166666666,0.0,3101.760626223109,3295.6480012231086,0.0,1200.0,0.0
2025-02-01,60,200.41763333333336,0.0,3295.6480012231086,3476.0238712231085,0.0,1200.0,0.0
2025-02-01,61,226.92018333333328,0.0,3476.0238712231085,3680.2520362231085,0.0,1200.0,0.0
2025-02-01,62,292.22541666666666,0.0,3680.2520362231085,3943.2549112231086,0.0,1200.0,0.0
2025-02-01,63,301.0877333333334,0.0,3943.2549112231086,4214.2338712231085,0.0,1215.4810444597495,0.0
2025-02-01,64,343.2174,0.0,4214.2338712231085,4523.129531223109,0.0,1413.3975928979291,0.0
2025-02-01,65,407.3499999999999,0.0,4523.129531223109,4889.744531223108,0.0,1644.3051284291064,0.0
2025-02-01,66,388.4834666666666,0.0,4889.744531223108,5239.379651223108,0.0,1906.1064677374206,0.0
2025-02-01,67,686.0466916494211,0.0,5239.379651223108,5856.821673707587,0.0,2180.7404541047144,0.0
2025-02-01,68,833.3333333333333,0.0,5856.821673707587,6606.821673707587,102.98050629149304,2724.119151596829,0.0
2025-02-01,69,444.10710000000006,0.0,6606.821673707587,7006.518063707587,0.0,3473.8503716737123,0.0
2025-02-01,70,448.2673333333332,0.0,7006.518063707587,7409.958663707587,0.0,3830.551792255404,0.0
2025-02-01,71,833.3333333333333,0.0,7409.958663707587,8159.958663707587,7.538683332242499,4178.845959874716,0.0
2025-02-01,72,428.6418166666666,0.0,8159.958663707587,8545.736298707587,0.0,4833.508140850373,0.0
2025-02-01,73,426.38726666666673,0.0,8545.736298707587,8929.484838707587,0.0,5193.650128083076,0.0
2025-02-01,74,458.39083333333326,0.0,8929.484838707587,9342.036588707588,0.0,5585.532215308764,0.0
2025-02-01,75,832.6924493758446,0.0,9342.036588707588,10091.459793145848,0.0,5977.154220270266,0.0
2025-02-01,76,425.65438333333327,0.0,10091.459793145848,10474.548738145848,0.0,6727.154220270266,0.0
2025-02-01,77,361.6125131712801,0.0,10474.548738145848,10800.0,51.93082016205318,7193.3842566601425,0.0
2025-02-01,78,0.0,0.0,10800.0,10800.0,421.64868333333334,7624.113439017484,0.0
2025-02-01,79,0.0,0.0,10800.0,10800.0,422.7244333333331,8000.712584401128,0.0
2025-02-01,80,0.0,0.0,10800.0,10800.0,410.2679166666667,8344.684813988746,0.0
2025-02-01,81,0.0,0.0,10800.0,10800.0,392.4757166666667,8677.390958306043,0.0
2025-02-01,82,0.0,0.0,10800.0,10800.0,323.70713333333333,8985.142767897642,0.0
2025-02-01,83,0.0,0.0,10800.0,10800.0,233.54250000000002,9237.687992077133,0.0
2025-02-01,84,0.0,0.0,10800.0,10800.0,202.90003333333334,9446.04371573053,0.0
2025-02-01,85,0.0,0.0,10800.0,10800.0,166.26881666666668,9683.12140744739,0.0
2025-02-01,86,0.0,0.0,10800.0,10800.0,116.58833333333325,9956.03159664195,0.0
2025-02-01,87,0.0,0.0,10800.0,10800.0,112.44431666666674,10194.991425554397,0.0
2025-02-01,88,0.0,0.0,10800.0,10800.0,93.76723333333325,10313.70058905118,0.0
2025-02-01,89,0.0,0.0,10800.0,10800.0,35.80166666666662,10359.168127618284,0.0
2025-02-01,90,0.0,0.0,10800.0,10800.0,14.699801329587103,10411.721907613763,0.0
2025-02-01,91,0.0,66.9030834724507,10800.0,10725.663240586166,0.0,10499.193667151822,0.0
2025-02-01,92,0.0,60.027682840585044,10725.663240586166,10658.965815207737,0.0,10521.965453873676,0.0
2025-02-01,93,0.0,15.05548495088783,10658.965815207737,10642.23749859564,0.0,10523.799378393753,0.0
2025-02-01,94,38.08407148494234,0.0,10642.23749859564,10676.513162932088,0.0,10535.623143844854,0.0
2025-02-01,95,25.328204907345025,0.0,10676.513162932088,10699.308547348699,0.0,10579.208085860624,0.0
2025-02-01,96,20.632466937152458,0.0,10699.308547348699,10717.877767592136,0.0,10601.994898850246,0.0
2025-02-01,97,42.935109587927855,0.0,10717.877767592136,10756.519366221271,0.0,10601.196413041518,0.0
2025-02-01,98,48.31181530969843,0.0,10756.519366221271,10800.0,21.550500759936313,10622.76896051239,0.0
2025-02-01,99,0.0,0.0,10800.0,10800.0,30.88713532250631,10685.72006952998,0.0
2025-02-01,100,0.0,3.91611782855648,10800.0,10795.64875796827,0.0,10707.76584867187,0.0
2025-02-01,101,4.834713368588079,0.0,10795.64875796827,10800.0,29.47390148132725,10700.357121872035,0.0
2025-02-01,102,0.0,0.0,10800.0,10800.0,20.912087475226997,10728.995533240763,0.0
2025-02-01,103,0.0,0.0,10800.0,10800.0,42.680118321364944,10693.148564489595,0.0
2025-02-01,104,0.0,0.0,10800.0,10800.0,44.68071586468494,10668.211875467412,0.0
2025-02-01,105,0.0,0.0,10800.0,10800.0,61.85031011952509,10677.228268202636,0.0
2025-02-01,106,0.0,0.0,10800.0,10800.0,38.7426716428634,10701.82064243003,0.0
2025-02-01,107,0.0,90.24383448533955,10800.0,10699.729072794067,0.0,10699.729072794067,0.0
2025-02-01,108,0.0,454.13505,10699.729072794067,10195.134572794068,0.0,10187.56521815005,0.0
2025-02-01,109,0.0,472.26531666666665,10195.134572794068,9670.395332053327,0.0,9659.159336913335,0.0
2025-02-01,110,0.0,454.16833333333335,9670.395332053327,9165.763850571846,0.0,9112.874626803157,0.0
2025-02-01,111,0.0,418.3726333333333,9165.763850571846,8700.905369090364,0.0,8570.537042683096,0.0
2025-02-01,112,0.0,414.0822333333333,8700.905369090364,8240.813998719994,0.0,8041.337620909818,0.0
2025-02-01,113,0.0,432.1383333333333,8240.813998719994,7760.660295016291,0.0,7531.483412135871,0.0
2025-02-01,114,0.0,424.01411666666667,7760.660295016291,7289.533498719994,0.0,7030.888890554745,0.0
2025-02-01,115,0.0,442.41246666666666,7289.533498719994,6797.964091312587,0.0,6508.707007981085,0.0
2025-02-01,116,0.0,483.74666666666667,6797.964091312587,6260.46779501629,0.0,5959.599841334748,0.0
2025-02-01,117,0.0,481.18446666666665,6260.46779501629,5725.818387608883,0.0,5402.164305101665,0.0
2025-02-01,118,0.0,444.76593333333335,5725.818387608883,5231.634017238513,0.0,4859.012276714006,0.0
2025-02-01,119,0.0,418.095,5231.634017238513,4767.084017238512,0.0,4331.306019906562,0.0
2025-02-01,120,0.0,436.7405166666666,4767.084017238512,4281.816776497772,0.0,3813.549417325269,0.0
2025-02-01,121,0.0,452.69785,4281.816776497772,3778.8191653866606,0.0,3307.255670203494,0.0
2025-02-01,122,0.0,449.9683333333333,3778.8191653866606,3278.8543505718458,0.0,2793.29331192664,0.0
2025-02-01,123,0.0,455.06669999999997,3278.8543505718458,2773.224683905179,0.0,2263.8601166189674,0.0
2025-02-01,124,0.0,454.01236666666665,2773.224683905179,2268.766498719994,0.0,1741.6452625591915,0.0
2025-02-01,125,63.45276862814637,0.0,2268.766498719994,2325.873990485326,0.0,1203.784409667338,0.0
2025-02-01,126,20.626149764896297,0.0,2325.873990485326,2344.4375252737327,0.0,1224.5038331746023,0.0
2025-02-01,127,0.0,21.765358393539486,2344.4375252737327,2320.2537937253555,0.0,1280.147964769604,0.0
2025-02-01,128,0.0,19.44603560446859,2320.2537937253555,2298.6470874981683,0.0,1326.5048937368194,0.0
2025-02-01,129,0.0,5.790235575031716,2298.6470874981683,2292.2134924147995,0.0,1321.141350512355,0.0
2025-02-01,130,6.488956515430118,0.0,2292.2134924147995,2298.0535532786866,0.0,1275.3988620539062,0.0
2025-02-01,131,18.969899293839546,0.0,2298.0535532786866,2315.126462643142,0.0,1225.74072323797,0.0
2025-02-01,132,833.3333333333333,0.0,2315.126462643142,3065.126462643142,20.344101811526798,1200.0,0.0
2025-02-01,133,833.3333333333333,0.0,3065.126462643142,3815.126462643142,8.294420613720263,1877.5645406260676,0.0
2025-02-01,134,833.3333333333333,0.0,3815.126462643142,4565.126462643142,38.40518983836171,2600.677749804323,0.0
2025-02-01,135,36.03862756793467,0.0,4565.126462643142,4597.561227454284,0.0,3338.306501870053,0.0
2025-02-01,136,0.0,417.16841666666664,4597.561227454284,4134.040764491321,0.0,3337.215328297138,0.0
2025-02-01,137,0.0,42.14532136112388,4134.040764491321,4087.212629645628,0.0,2911.1426992982465,0.0
2025-02-01,138,0.0,406.46494999999993,4087.212629645628,3635.584907423406,0.0,2943.3163148753606,0.0
2025-02-01,139,3.1112397182405402,0.0,3635.584907423406,3638.3850231698225,0.0,2475.759483783778,0.0
2025-02-01,140,1.7617627827240199,0.0,3638.3850231698225,3639.9706096742743,0.0,2422.5934530950467,0.0
2025-02-01,141,0.0,15.982400431441022,3639.9706096742743,3622.2123869726734,0.0,2425.969022833703,0.0
2025-02-01,142,0.0,454.71015,3622.2123869726734,3116.9788869726735,0.0,2402.1621347766145,0.0
2025-02-01,143,0.0,580.8233333333333,3116.9788869726735,2471.6196277134145,0.0,1870.973857534912,0.0
2025-02-02,0,8.995272935506364,0.0,2471.6196277134145,2479.71537335537,0.0,2471.6196277134145,0.0
2025-02-02,1,14.755374697417892,0.0,2479.71537335537,2492.995210583046,0.0,2492.752883584481,0.0
2025-02-02,2,833.3333333333333,0.0,2492.995210583046,3242.995210583046,3.247614117868352,2496.984444558394,0.0
2025-02-02,3,815.1316934432541,0.0,3242.995210583046,3976.613734681975,0.0,3246.984444558394,0.0
2025-02-02,4,828.2897625271858,0.0,3976.613734681975,4722.074520956442,0.0,3996.984444558394,0.0
2025-02-02,5,60.0748210214997,0.0,4722.074520956442,4776.141859875792,0.0,4746.984444558394,0.0
2025-02-02,6,16.219513281342074,0.0,4776.141859875792,4790.739421829,0.0,4777.516984279965,0.0
2025-02-02,7,37.006776280802,0.0,4790.739421829,4824.045520481722,0.0,4777.516984279965,0.0
2025-02-02,8,833.3333333333333,0.0,4824.045520481722,5574.045520481722,45.51493216731751,4788.263279281103,0.0
2025-02-02,9,30.350381509045974,0.0,5574.045520481722,5601.360863839863,0.0,5538.263279281103,0.0
2025-02-02,10,0.0,34.66460305009457,5601.360863839863,5562.8446382286465,0.0,5560.31874174471,0.0
2025-02-02,11,818.3084663669024,0.0,5562.8446382286465,6299.322257958858,0.0,5560.31874174471,0.0
2025-02-02,12,833.3333333333333,0.0,6299.322257958858,7049.322257958858,61.39433537696641,6310.31874174471,0.0
2025-02-02,13,120.65411946163465,0.0,7049.322257958858,7157.91096547433,0.0,7060.31874174471,0.0
2025-02-02,14,25.1286618985946,0.0,7157.91096547433,7180.526761183065,0.0,7106.35691739972,0.0
2025-02-02,15,833.3333333333333,0.0,7180.526761183065,7930.526761183065,7.841792722847458,7112.193001367091,0.0
2025-02-02,16,11.213545260241972,0.0,7930.526761183065,7940.618951917283,0.0,7847.482877792005,0.0
2025-02-02,17,0.0,55.4215804075121,7940.618951917283,7879.0394181311585,0.0,7879.0394181311585,0.0
2025-02-02,18,24.135294442068016,0.0,7879.0394181311585,7900.76118312902,0.0,7879.0394181311585,0.0
2025-02-02,19,833.3333333333333,0.0,7900.76118312902,8650.76118312902,43.264869996280595,7930.539325372082,0.0
2025-02-02,20,57.308732762497016,0.0,8650.76118312902,8702.339042615267,0.0,8676.255960989574,0.0
2025-02-02,21,0.0,23.351504213893236,8702.339042615267,8676.392926822053,0.0,8676.255960989574,0.0
2025-02-02,22,11.161534067565754,0.0,8676.392926822053,8686.438307482862,0.0,8631.415927460654,0.0
2025-02-02,23,833.3333333333333,0.0,8686.438307482862,9436.438307482862,17.60487843638134,8631.415927460654,0.0
2025-02-02,24,63.284736738451784,0.0,9436.438307482862,9493.394570547469,0.0,9353.360586400457,0.0
2025-02-02,25,23.93988453169561,0.0,9493.394570547469,9514.940466625994,0.0,9353.360586400457,0.0
2025-02-02,26,31.961784671553005,0.0,9514.940466625994,9543.706072830391,0.0,9329.88792724085,0.0
2025-02-02,27,61.171959603341406,0.0,9543.706072830391,9598.760836473399,0.0,9329.88792724085,0.0
2025-02-02,28,44.24352826224663,0.0,9598.760836473399,9638.58001190942,0.0,9329.88792724085,0.0
2025-02-02,29,46.751373570251644,0.0,9638.58001190942,9680.656248122647,0.0,9329.88792724085,0.0
2025-02-02,30,16.605190000443713,0.0,9680.656248122647,9695.600919123046,0.0,9376.48961947807,0.0
2025-02-02,31,38.50430529242635,0.0,9695.600919123046,9730.25479388623,0.0,9376.48961947807,0.0
2025-02-02,32,833.3333333333333,0.0,9730.25479388623,10480.25479388623,44.0437878324077,9376.48961947807,0.0
2025-02-02,33,355.2724512375223,0.0,10480.25479388623,10800.0,476.3145859943934,10126.48961947807,0.0
2025-02-02,34,0.0,0.0,10800.0,10800.0,81.49127307739172,10800.0,0.0
2025-02-02,35,0.0,0.0,10800.0,10800.0,36.66102978587605,10800.0,0.0
2025-02-02,36,0.0,0.0,10800.0,10800.0,27.72118796590121,10800.0,0.0
2025-02-02,37,0.0,0.0,10800.0,10800.0,13.37058359359537,10800.0,0.0
2025-02-02,38,0.0,26.2109737628125,10800.0,10770.876695819097,0.0,10770.876695819097,0.0
2025-02-02,39,0.0,234.21408858074065,10770.876695819097,10510.638819618274,0.0,10510.638819618274,0.0
2025-02-02,40,30.735431342199263,0.0,10510.638819618274,10538.300707826254,0.0,9643.137295751318,0.0
2025-02-02,41,59.36433316519401,0.0,10538.300707826254,10591.72860767493,0.0,9643.137295751318,0.0
2025-02-02,42,99.89231961906421,0.0,10591.72860767493,10681.631695332087,0.0,9589.36455776327,0.0
2025-02-02,43,94.53679559242732,0.0,10681.631695332087,10766.714811365273,0.0,9589.36455776327,0.0
2025-02-02,44,36.983542927474545,0.0,10766.714811365273,10800.0,60.95858677026173,9589.36455776327,0.0
2025-02-02,45,0.0,0.0,10800.0,10800.0,865.7190513825045,9589.36455776327,0.0
2025-02-02,46,0.0,0.0,10800.0,10800.0,26.51427535464245,10338.84647275692,0.0
2025-02-02,47,0.0,415.0381745187713,10800.0,10338.84647275692,0.0,10338.84647275692,0.0
2025-02-02,48,0.0,786.6120801429487,10338.84647275692,9464.833050375866,0.0,9464.85626887772,0.020896651668067534
2025-02-02,49,0.0,758.8758666666665,9464.833050375866,8621.637642968459,0.0,8596.375226754311,0.0
2025-02-02,50,0.0,692.5662499999999,8621.637642968459,7852.1195874129035,0.0,7783.000865076754,0.0
2025-02-02,51,0.0,640.1274999999999,7852.1195874129035,7140.866809635126,0.0,6989.843318182422,0.0
2025-02-02,52,0.0,586.0843,7140.866809635126,6489.662031857348,0.0,6263.04954446444,0.0
2025-02-02,53,0.0,521.2029166666667,6489.662031857348,5910.547680005496,0.0,5625.34085529162,0.0
2025-02-02,54,0.0,454.83883333333324,5910.547680005496,5405.1711985240145,0.0,5053.027201488871,0.0
2025-02-02,55,0.0,413.7835666666665,5405.1711985240145,4945.411680005496,0.0,4512.623626015315,0.0
2025-02-02,56,0.0,374.2825,4945.411680005496,4529.542235561052,0.0,4038.338097715112,0.0
2025-02-02,57,0.0,288.97271666666666,4529.542235561052,4208.461439264755,0.0,3650.229106150206,0.0
2025-02-02,58,0.0,231.40539999999987,4208.461439264755,3951.3443281536447,0.0,3286.7265580757676,0.0
2025-02-02,59,0.0,222.3629166666667,3951.3443281536447,3704.2744207462374,0.0,2935.954233542959,0.0
2025-02-02,60,0.0,210.75953333333337,3704.2744207462374,3470.097161486978,0.0,2603.494604172565,0.0
2025-02-02,61,0.0,192.0332833333332,3470.097161486978,3256.7268466721634,0.0,2272.2324897456288,0.0
2025-02-02,62,2.7295050149321014,0.0,3256.7268466721634,3259.183401185602,0.0,1999.8901867462075,0.0
2025-02-02,63,0.0,11.90615254170757,3259.183401185602,3245.954342805927,0.0,1981.7084244545752,0.0
2025-02-02,64,93.271063212135,0.0,3245.954342805927,3329.8982996968484,0.0,1862.1420210607057,0.0
2025-02-02,65,783.1763418649039,0.0,3329.8982996968484,4034.7570073752618,0.0,1862.1420210607057,0.0
2025-02-02,66,833.3333333333333,0.0,4034.7570073752618,4784.757007375261,7.991412787121135,2551.3929407147216,0.0
2025-02-02,67,833.3333333333333,0.0,4784.757007375261,5534.757007375261,81.56237951823437,3246.3690401322733,0.0
2025-02-02,68,833.3333333333333,0.0,5534.757007375261,6284.757007375261,82.68077236694512,3936.035735227113,0.0
2025-02-02,69,819.1346021595405,0.0,6284.757007375261,7021.9781493188475,0.0,4629.04853113416,0.0
2025-02-02,70,833.3333333333333,0.0,7021.9781493188475,7771.9781493188475,26.872801511773105,5303.62650253868,0.0
2025-02-02,71,833.3333333333333,0.0,7771.9781493188475,8521.978149318847,160.17773357841816,5975.806444803884,0.0
2025-02-02,72,833.3333333333333,0.0,8521.978149318847,9271.978149318847,114.76781042703033,6653.3807630776755,0.0
2025-02-02,73,833.3333333333333,0.0,9271.978149318847,10021.978149318847,95.64740521460044,7302.302489472426,0.0
2025-02-02,74,833.3333333333333,0.0,10021.978149318847,10771.978149318847,167.025903581198,7962.379220695086,0.0
2025-02-02,75,31.135389645725,0.0,10771.978149318847,10800.0,983.5526622650135,8653.758597947439,0.0
2025-02-02,76,0.0,0.0,10800.0,10800.0,1026.4056983819094,9307.173638625942,0.0
2025-02-02,77,0.0,0.0,10800.0,10800.0,187.83145537779887,9970.069557592868,0.0
2025-02-02,78,0.0,45.4698333333331,10800.0,10749.477962962963,0.0,9933.966127609136,0.0
2025-02-02,79,56.135596707818976,0.0,10749.477962962963,10800.0,30.871111277853416,9729.881333689136,0.0
2025-02-02,80,0.0,0.0,10800.0,10800.0,145.7173402738067,9683.519757243554,0.0
2025-02-02,81,0.0,78.46208333333323,10800.0,10712.819907407407,0.0,9683.519757243554,0.0
2025-02-02,82,0.0,105.30014999999992,10712.819907407407,10595.81974074074,0.0,9515.292467750167,0.0
2025-02-02,83,118.49257837428422,0.0,10595.81974074074,10702.463061277596,0.0,9336.405700986685,0.0
2025-02-02,84,108.37437635822627,0.0,10702.463061277596,10800.0,6.048283099438805,9336.405700986685,0.0
2025-02-02,85,0.0,200.45354999999995,10800.0,10577.273833333333,0.0,9313.146768467583,0.0
2025-02-02,86,0.0,230.09708333333333,10577.273833333333,10321.610407407406,0.0,8949.12188745512,0.0
2025-02-02,87,0.0,252.98984999999993,10321.610407407406,10040.510574074073,0.0,8571.085829400208,0.0
2025-02-02,88,65.84346417611869,0.0,10040.510574074073,10099.76969183258,0.0,8208.814895617197,0.0
2025-02-02,89,778.0336757415777,0.0,10099.76969183258,10800.0,139.49680254581983,8208.814895617197,0.0
2025-02-02,90,0.0,0.0,10800.0,10800.0,907.3863162069114,8958.814895617197,0.0
2025-02-02,91,0.0,0.0,10800.0,10800.0,833.7879872430015,9708.814895617197,0.0
2025-02-02,92,0.0,0.0,10800.0,10800.0,69.4543555461687,10404.447698152157,0.0
2025-02-02,93,0.0,0.0,10800.0,10800.0,69.88949469278714,10413.892889270764,0.0
2025-02-02,94,0.0,0.0,10800.0,10800.0,21.589576366931396,10430.931794332138,0.0
2025-02-02,95,0.0,0.0,10800.0,10800.0,0.5935270136571944,10430.931794332138,0.0
2025-02-02,96,0.0,0.0,10800.0,10800.0,28.224599099190073,10430.931794332138,0.0
2025-02-02,97,0.0,0.0,10800.0,10800.0,41.03237761593277,10430.931794332138,0.0
2025-02-02,98,0.0,0.0,10800.0,10800.0,19.63425976290364,10453.199719010076,0.0
2025-02-02,99,0.0,0.0,10800.0,10800.0,34.44932760493839,10488.906287620455,0.0
2025-02-02,100,0.0,0.0,10800.0,10800.0,55.60775106980964,10500.132893831837,0.0
2025-02-02,101,0.0,0.0,10800.0,10800.0,58.67159649848395,10500.132893831837,0.0
2025-02-02,102,0.0,0.0,10800.0,10800.0,15.579917781054974,10518.55332877687,0.0
2025-02-02,103,0.0,0.0,10800.0,10800.0,12.0079316715005,10518.55332877687,0.0
2025-02-02,104,0.0,0.0,10800.0,10800.0,27.30242972018027,10518.55332877687,0.0
2025-02-02,105,0.0,0.0,10800.0,10800.0,46.30520605173774,10518.55332877687,0.0
2025-02-02,106,0.0,0.0,10800.0,10800.0,22.797156939110664,10535.653657589455,0.0
2025-02-02,107,0.0,680.3766666666667,10800.0,10044.025925925926,0.0,10535.653657589455,442.4649584971763
2025-02-02,108,0.0,682.57005,10044.025925925926,9285.614759259259,0.0,9752.107591313976,419.84354884924517
2025-02-02,109,0.0,290.02893649442905,9285.614759259259,8963.36038537656,0.0,8963.36038537656,0.0
2025-02-02,110,0.0,447.3929267771404,8963.36038537656,8466.25713340196,0.0,8466.25713340196,0.0
2025-02-02,111,0.0,707.8156468242586,8466.25713340196,7679.795303597228,0.0,7679.795303597228,0.0
2025-02-02,112,0.0,24.449175828878538,7679.795303597228,7652.6295526762515,0.0,6845.401126203274,0.0
2025-02-02,113,0.0,720.6283333333333,7652.6295526762515,6851.9314045281035,0.0,6790.304604337936,0.0
2025-02-02,114,0.0,734.1428,6851.9314045281035,6036.217182305882,0.0,5992.190573558268,0.0
2025-02-02,115,0.0,718.8030333333332,6036.217182305882,5237.547145268844,0.0,5211.654746766565,0.0
2025-02-02,116,0.0,688.355,5237.547145268844,4472.708256379956,0.0,4446.495365094418,0.0
2025-02-02,117,0.0,711.2592298388497,4472.708256379956,3682.4202232256785,0.0,3682.4202232256785,0.0
2025-02-02,118,4.224349268192782,0.0,3682.4202232256785,3686.222137567052,0.0,2861.283180651549,0.0
2025-02-02,119,0.0,16.103515218439497,3686.222137567052,3668.329342879897,0.0,2852.6178288480573,0.0
