issue_time,target_time,forecast_horizon_minutes,pv_forecast_kw,pv_forecast_kwh
2025-01-01 00:00:00,2025-01-01 06:20:00,380,1.0391,0.17318333333333333
2025-01-01 00:00:00,2025-01-01 06:30:00,390,1.55865,0.25977500000000003
2025-01-01 00:00:00,2025-01-01 06:40:00,400,2.0782,0.34636666666666666
2025-01-01 00:00:00,2025-01-01 06:50:00,410,2.59775,0.43295833333333333
2025-01-01 00:00:00,2025-01-01 07:00:00,420,3.1173,0.5195500000000001
2025-01-01 00:00:00,2025-01-01 07:10:00,430,269.81950000000006,44.96991666666668
2025-01-01 00:00:00,2025-01-01 07:20:00,440,536.5217000000001,89.42028333333336
2025-01-01 00:00:00,2025-01-01 07:30:00,450,803.2239000000001,133.87065
2025-01-01 00:00:00,2025-01-01 07:40:00,460,1069.9261000000001,178.32101666666668
2025-01-01 00:00:00,2025-01-01 07:50:00,470,1336.6283,222.77138333333335
2025-01-01 00:00:00,2025-01-01 08:00:00,480,1603.3305,267.22175
2025-01-01 00:00:00,2025-01-01 08:10:00,490,1904.2909,317.3818166666667
2025-01-01 00:00:00,2025-01-01 08:20:00,500,2205.2513,367.5418833333333
2025-01-01 00:00:00,2025-01-01 08:30:00,510,2506.2117,417.70194999999995
2025-01-01 00:00:00,2025-01-01 08:40:00,520,2807.1721,467.86201666666665
2025-01-01 00:00:00,2025-01-01 08:50:00,530,3108.1325,518.0220833333334
2025-01-01 00:00:00,2025-01-01 09:00:00,540,3409.0929,568.18215
2025-01-01 00:00:00,2025-01-01 09:10:00,550,3652.7920000000004,608.7986666666667
2025-01-01 00:00:00,2025-01-01 09:20:00,560,3896.4911,649.4151833333334
2025-01-01 00:00:00,2025-01-01 09:30:00,570,4140.1902,690.0317
2025-01-01 00:00:00,2025-01-01 09:40:00,580,4383.889300000001,730.6482166666668
2025-01-01 00:00:00,2025-01-01 09:50:00,590,4627.588400000001,771.2647333333334
2025-01-01 00:00:00,2025-01-01 10:00:00,600,4871.2875,811.88125
2025-01-01 00:00:00,2025-01-01 10:10:00,610,5023.591416666667,837.2652361111112
2025-01-01 00:00:00,2025-01-01 10:20:00,620,5175.895333333334,862.6492222222223
2025-01-01 00:00:00,2025-01-01 10:30:00,630,5328.199250000001,888.0332083333334
2025-01-01 00:00:00,2025-01-01 10:40:00,640,5480.503166666666,913.4171944444444
2025-01-01 00:00:00,2025-01-01 10:50:00,650,5632.807083333333,938.8011805555556
2025-01-01 00:00:00,2025-01-01 11:00:00,660,5785.111,964.1851666666666
2025-01-01 00:00:00,2025-01-01 11:10:00,670,5777.121116666666,962.8535194444444
2025-01-01 00:00:00,2025-01-01 11:20:00,680,5769.1312333333335,961.5218722222222
2025-01-01 00:00:00,2025-01-01 11:30:00,690,5761.14135,960.1902249999999
2025-01-01 00:00:00,2025-01-01 11:40:00,700,5753.151466666666,958.8585777777777
2025-01-01 00:00:00,2025-01-01 11:50:00,710,5745.1615833333335,957.5269305555556
2025-01-01 00:00:00,2025-01-01 12:00:00,720,5737.1717,956.1952833333334
2025-01-01 00:00:00,2025-01-01 12:10:00,730,5788.875816666667,964.8126361111111
2025-01-01 00:00:00,2025-01-01 12:20:00,740,5840.579933333333,973.4299888888889
2025-01-01 00:00:00,2025-01-01 12:30:00,750,5892.28405,982.0473416666667
2025-01-01 00:00:00,2025-01-01 12:40:00,760,5943.988166666666,990.6646944444443
2025-01-01 00:00:00,2025-01-01 12:50:00,770,5995.692283333333,999.2820472222221
2025-01-01 00:00:00,2025-01-01 13:00:00,780,6047.3964,1007.8993999999999
2025-01-01 00:00:00,2025-01-01 13:10:00,790,5820.683083333333,970.1138472222223
2025-01-01 00:00:00,2025-01-01 13:20:00,800,5593.969766666666,932.3282944444444
2025-01-01 00:00:00,2025-01-01 13:30:00,810,5367.25645,894.5427416666666
2025-01-01 00:00:00,2025-01-01 13:40:00,820,5140.543133333334,856.7571888888889
2025-01-01 00:00:00,2025-01-01 13:50:00,830,4913.829816666666,818.971636111111
2025-01-01 00:00:00,2025-01-01 14:00:00,840,4687.1165,781.1860833333334
2025-01-01 00:00:00,2025-01-01 14:10:00,850,4501.372566666667,750.2287611111111
2025-01-01 00:00:00,2025-01-01 14:20:00,860,4315.628633333334,719.271438888889
2025-01-01 00:00:00,2025-01-01 14:30:00,870,4129.8847,688.3141166666666
2025-01-01 00:00:00,2025-01-01 14:40:00,880,3944.140766666667,657.3567944444445
2025-01-01 00:00:00,2025-01-01 14:50:00,890,3758.3968333333332,626.3994722222222
2025-01-01 00:00:00,2025-01-01 15:00:00,900,3572.6529,595.44215
2025-01-01 00:00:00,2025-01-01 15:10:00,910,3248.876816666667,541.4794694444445
2025-01-01 00:00:00,2025-01-01 15:20:00,920,2925.100733333333,487.51678888888887
2025-01-01 00:00:00,2025-01-01 15:30:00,930,2601.32465,433.5541083333333
2025-01-01 00:00:00,2025-01-01 15:40:00,940,2277.548566666667,379.5914277777778
2025-01-01 00:00:00,2025-01-01 15:50:00,950,1953.7724833333334,325.6287472222222
2025-01-01 00:00:00,2025-01-01 16:00:00,960,1629.9964,271.66606666666667
2025-01-01 00:00:00,2025-01-01 16:10:00,970,1358.8629333333333,226.47715555555556
2025-01-01 00:00:00,2025-01-01 16:20:00,980,1087.7294666666667,181.28824444444444
2025-01-01 00:00:00,2025-01-01 16:30:00,990,816.596,136.09933333333333
2025-01-01 00:00:00,2025-01-01 16:40:00,1000,545.4625333333333,90.91042222222222
2025-01-01 00:00:00,2025-01-01 16:50:00,1010,274.3290666666666,45.721511111111106
2025-01-01 00:00:00,2025-01-01 17:00:00,1020,3.1956,0.5326000000000001
2025-01-01 00:00:00,2025-01-01 17:10:00,1030,2.6630000000000003,0.44383333333333336
2025-01-01 00:00:00,2025-01-01 17:20:00,1040,2.1304000000000003,0.3550666666666667
2025-01-01 00:00:00,2025-01-01 17:30:00,1050,1.5978,0.26630000000000004
2025-01-01 00:00:00,2025-01-01 17:40:00,1060,1.0652,0.17753333333333332
2025-01-01 00:00:00,2025-01-01 17:50:00,1070,0.5326,0.08876666666666666
2025-01-01 00:00:00,2025-01-01 18:00:00,1080,0.0,0.0
2025-01-01 00:00:00,2025-01-01 18:10:00,1090,0.0,0.0
2025-01-01 00:00:00,2025-01-01 18:20:00,1100,0.0,0.0
2025-01-01 00:00:00,2025-01-01 18:30:00,1110,0.0,0.0
2025-01-01 00:00:00,2025-01-01 18:40:00,1120,0.0,0.0
2025-01-01 00:00:00,2025-01-01 18:50:00,1130,0.0,0.0
2025-01-01 00:00:00,2025-01-01 19:00:00,1140,0.0,0.0
2025-01-01 00:00:00,2025-01-01 19:10:00,1150,0.0,0.0
2025-01-01 00:00:00,2025-01-01 19:20:00,1160,0.0,0.0
2025-01-01 00:00:00,2025-01-01 19:30:00,1170,0.0,0.0
2025-01-01 00:00:00,2025-01-01 19:40:00,1180,0.0,0.0
2025-01-01 00:00:00,2025-01-01 19:50:00,1190,0.0,0.0
2025-01-01 00:00:00,2025-01-01 20:00:00,1200,0.0,0.0
2025-01-01 00:00:00,2025-01-01 20:10:00,1210,0.0,0.0
2025-01-01 00:00:00,2025-01-01 20:20:00,1220,0.0,0.0
2025-01-01 00:00:00,2025-01-01 20:30:00,1230,0.0,0.0
2025-01-01 00:00:00,2025-01-01 20:40:00,1240,0.0,0.0
2025-01-01 00:00:00,2025-01-01 20:50:00,1250,0.0,0.0
2025-01-01 00:00:00,2025-01-01 21:00:00,1260,0.0,0.0
2025-01-01 00:00:00,2025-01-01 21:10:00,1270,0.0,0.0
2025-01-01 00:00:00,2025-01-01 21:20:00,1280,0.0,0.0
2025-01-01 00:00:00,2025-01-01 21:30:00,1290,0.0,0.0
2025-01-01 00:00:00,2025-01-01 21:40:00,1300,0.0,0.0
2025-01-01 00:00:00,2025-01-01 21:50:00,1310,0.0,0.0
2025-01-01 00:00:00,2025-01-01 22:00:00,1320,0.0,0.0
2025-01-01 00:00:00,2025-01-01 22:10:00,1330,0.0,0.0
2025-01-01 00:00:00,2025-01-01 22:20:00,1340,0.0,0.0
2025-01-01 00:00:00,2025-01-01 22:30:00,1350,0.0,0.0
2025-01-01 00:00:00,2025-01-01 22:40:00,1360,0.0,0.0
2025-01-01 00:00:00,2025-01-01 22:50:00,1370,0.0,0.0
2025-01-01 00:00:00,2025-01-01 23:00:00,1380,0.0,0.0
2025-01-01 00:00:00,2025-01-01 23:10:00,1390,0.0,0.0
2025-01-01 00:00:00,2025-01-01 23:20:00,1400,0.0,0.0
2025-01-01 00:00:00,2025-01-01 23:30:00,1410,0.0,0.0
2025-01-01 00:00:00,2025-01-01 23:40:00,1420,0.0,0.0
2025-01-01 00:00:00,2025-01-01 23:50:00,1430,0.0,0.0
2025-01-01 00:00:00,2025-01-02 00:00:00,1440,0.0,0.0
2025-01-01 06:00:00,2025-01-01 07:00:00,60,3.0919,0.5153166666666666
2025-01-01 06:00:00,2025-01-01 07:10:00,70,267.3739,44.56231666666667
2025-01-01 06:00:00,2025-01-01 07:20:00,80,531.6559,88.60931666666666
2025-01-01 06:00:00,2025-01-01 07:30:00,90,795.9379,132.65631666666667
2025-01-01 06:00:00,2025-01-01 07:40:00,100,1060.2199,176.70331666666667
2025-01-01 06:00:00,2025-01-01 07:50:00,110,1324.5019,220.75031666666666
2025-01-01 06:00:00,2025-01-01 08:00:00,120,1588.7839,264.79731666666663
2025-01-01 06:00:00,2025-01-01 08:10:00,130,1873.6514666666667,312.27524444444447
2025-01-01 06:00:00,2025-01-01 08:20:00,140,2158.5190333333335,359.75317222222225
2025-01-01 06:00:00,2025-01-01 08:30:00,150,2443.3866,407.23109999999997
2025-01-01 06:00:00,2025-01-01 08:40:00,160,2728.2541666666666,454.70902777777775
2025-01-01 06:00:00,2025-01-01 08:50:00,170,3013.1217333333334,502.1869555555556
2025-01-01 06:00:00,2025-01-01 09:00:00,180,3297.9893,549.6648833333334
2025-01-01 06:00:00,2025-01-01 09:10:00,190,3530.3623166666666,588.3937194444444
2025-01-01 06:00:00,2025-01-01 09:20:00,200,3762.7353333333335,627.1225555555556
2025-01-01 06:00:00,2025-01-01 09:30:00,210,3995.10835,665.8513916666667
2025-01-01 06:00:00,2025-01-01 09:40:00,220,4227.481366666667,704.5802277777778
2025-01-01 06:00:00,2025-01-01 09:50:00,230,4459.854383333333,743.3090638888889
2025-01-01 06:00:00,2025-01-01 10:00:00,240,4692.2274,782.0378999999999
2025-01-01 06:00:00,2025-01-01 10:10:00,250,4780.2544,796.7090666666667
2025-01-01 06:00:00,2025-01-01 10:20:00,260,4868.2814,811.3802333333333
2025-01-01 06:00:00,2025-01-01 10:30:00,270,4956.3084,826.0514
2025-01-01 06:00:00,2025-01-01 10:40:00,280,5044.3354,840.7225666666667
2025-01-01 06:00:00,2025-01-01 10:50:00,290,5132.3624,855.3937333333333
2025-01-01 06:00:00,2025-01-01 11:00:00,300,5220.3894,870.0649
2025-01-01 06:00:00,2025-01-01 11:10:00,310,5196.7743666666665,866.1290611111111
2025-01-01 06:00:00,2025-01-01 11:20:00,320,5173.159333333333,862.1932222222222
2025-01-01 06:00:00,2025-01-01 11:30:00,330,5149.5443000000005,858.2573833333335
2025-01-01 06:00:00,2025-01-01 11:40:00,340,5125.929266666667,854.3215444444445
2025-01-01 06:00:00,2025-01-01 11:50:00,350,5102.3142333333335,850.3857055555555
2025-01-01 06:00:00,2025-01-01 12:00:00,360,5078.6992,846.4498666666667
2025-01-01 06:00:00,2025-01-01 12:10:00,370,5117.949383333334,852.9915638888889
2025-01-01 06:00:00,2025-01-01 12:20:00,380,5157.199566666667,859.5332611111112
2025-01-01 06:00:00,2025-01-01 12:30:00,390,5196.44975,866.0749583333333
2025-01-01 06:00:00,2025-01-01 12:40:00,400,5235.699933333333,872.6166555555556
2025-01-01 06:00:00,2025-01-01 12:50:00,410,5274.950116666667,879.1583527777778
2025-01-01 06:00:00,2025-01-01 13:00:00,420,5314.2003,885.70005
2025-01-01 06:00:00,2025-01-01 13:10:00,430,5234.119283333333,872.353213888889
2025-01-01 06:00:00,2025-01-01 13:20:00,440,5154.038266666667,859.0063777777779
2025-01-01 06:00:00,2025-01-01 13:30:00,450,5073.95725,845.6595416666668
2025-01-01 06:00:00,2025-01-01 13:40:00,460,4993.876233333333,832.3127055555556
2025-01-01 06:00:00,2025-01-01 13:50:00,470,4913.795216666667,818.9658694444446
2025-01-01 06:00:00,2025-01-01 14:00:00,480,4833.7142,805.6190333333334
2025-01-01 06:00:00,2025-01-01 14:10:00,490,4626.101416666667,771.0169027777779
2025-01-01 06:00:00,2025-01-01 14:20:00,500,4418.488633333333,736.4147722222223
2025-01-01 06:00:00,2025-01-01 14:30:00,510,4210.87585,701.8126416666668
2025-01-01 06:00:00,2025-01-01 14:40:00,520,4003.263066666667,667.2105111111111
2025-01-01 06:00:00,2025-01-01 14:50:00,530,3795.6502833333334,632.6083805555555
2025-01-01 06:00:00,2025-01-01 15:00:00,540,3588.0375,598.00625
2025-01-01 06:00:00,2025-01-01 15:10:00,550,3266.7040666666667,544.4506777777777
2025-01-01 06:00:00,2025-01-01 15:20:00,560,2945.3706333333334,490.8951055555556
2025-01-01 06:00:00,2025-01-01 15:30:00,570,2624.0371999999998,437.3395333333333
2025-01-01 06:00:00,2025-01-01 15:40:00,580,2302.7037666666665,383.78396111111107
2025-01-01 06:00:00,2025-01-01 15:50:00,590,1981.3703333333333,330.2283888888889
2025-01-01 06:00:00,2025-01-01 16:00:00,600,1660.0369,276.6728166666667
2025-01-01 06:00:00,2025-01-01 16:10:00,610,1383.8700666666668,230.64501111111113
2025-01-01 06:00:00,2025-01-01 16:20:00,620,1107.7032333333334,184.61720555555556
2025-01-01 06:00:00,2025-01-01 16:30:00,630,831.5364000000001,138.5894
2025-01-01 06:00:00,2025-01-01 16:40:00,640,555.3695666666667,92.56159444444445
2025-01-01 06:00:00,2025-01-01 16:50:00,650,279.2027333333334,46.5337888888889
2025-01-01 06:00:00,2025-01-01 17:00:00,660,3.0359,0.5059833333333333
2025-01-01 06:00:00,2025-01-01 17:10:00,670,2.5299166666666664,0.4216527777777777
2025-01-01 06:00:00,2025-01-01 17:20:00,680,2.0239333333333334,0.33732222222222225
2025-01-01 06:00:00,2025-01-01 17:30:00,690,1.51795,0.25299166666666667
2025-01-01 06:00:00,2025-01-01 17:40:00,700,1.0119666666666665,0.16866111111111107
2025-01-01 06:00:00,2025-01-01 17:50:00,710,0.5059833333333331,0.08433055555555552
2025-01-01 06:00:00,2025-01-01 18:00:00,720,0.0,0.0
2025-01-01 06:00:00,2025-01-01 18:10:00,730,0.0,0.0
2025-01-01 06:00:00,2025-01-01 18:20:00,740,0.0,0.0
2025-01-01 06:00:00,2025-01-01 18:30:00,750,0.0,0.0
2025-01-01 06:00:00,2025-01-01 18:40:00,760,0.0,0.0
2025-01-01 06:00:00,2025-01-01 18:50:00,770,0.0,0.0
2025-01-01 06:00:00,2025-01-01 19:00:00,780,0.0,0.0
2025-01-01 06:00:00,2025-01-01 19:10:00,790,0.0,0.0
2025-01-01 06:00:00,2025-01-01 19:20:00,800,0.0,0.0
2025-01-01 06:00:00,2025-01-01 19:30:00,810,0.0,0.0
2025-01-01 06:00:00,2025-01-01 19:40:00,820,0.0,0.0
2025-01-01 06:00:00,2025-01-01 19:50:00,830,0.0,0.0
2025-01-01 06:00:00,2025-01-01 20:00:00,840,0.0,0.0
2025-01-01 06:00:00,2025-01-01 20:10:00,850,0.0,0.0
2025-01-01 06:00:00,2025-01-01 20:20:00,860,0.0,0.0
2025-01-01 06:00:00,2025-01-01 20:30:00,870,0.0,0.0
2025-01-01 06:00:00,2025-01-01 20:40:00,880,0.0,0.0
2025-01-01 06:00:00,2025-01-01 20:50:00,890,0.0,0.0
2025-01-01 06:00:00,2025-01-01 21:00:00,900,0.0,0.0
2025-01-01 06:00:00,2025-01-01 21:10:00,910,0.0,0.0
2025-01-01 06:00:00,2025-01-01 21:20:00,920,0.0,0.0
2025-01-01 06:00:00,2025-01-01 21:30:00,930,0.0,0.0
2025-01-01 06:00:00,2025-01-01 21:40:00,940,0.0,0.0
2025-01-01 06:00:00,2025-01-01 21:50:00,950,0.0,0.0
2025-01-01 06:00:00,2025-01-01 22:00:00,960,0.0,0.0
2025-01-01 06:00:00,2025-01-01 22:10:00,970,0.0,0.0
2025-01-01 06:00:00,2025-01-01 22:20:00,980,0.0,0.0
2025-01-01 06:00:00,2025-01-01 22:30:00,990,0.0,0.0
2025-01-01 06:00:00,2025-01-01 22:40:00,1000,0.0,0.0
2025-01-01 06:00:00,2025-01-01 22:50:00,1010,0.0,0.0
2025-01-01 06:00:00,2025-01-01 23:00:00,1020,0.0,0.0
2025-01-01 06:00:00,2025-01-01 23:10:00,1030,0.0,0.0
2025-01-01 06:00:00,2025-01-01 23:20:00,1040,0.0,0.0
2025-01-01 06:00:00,2025-01-01 23:30:00,1050,0.0,0.0
2025-01-01 06:00:00,2025-01-01 23:40:00,1060,0.0,0.0
2025-01-01 06:00:00,2025-01-01 23:50:00,1070,0.0,0.0
2025-01-01 06:00:00,2025-01-02 00:00:00,1080,0.0,0.0
2025-01-01 06:00:00,2025-01-02 00:10:00,1090,0.0,0.0
2025-01-01 06:00:00,2025-01-02 00:20:00,1100,0.0,0.0
2025-01-01 06:00:00,2025-01-02 00:30:00,1110,0.0,0.0
2025-01-01 06:00:00,2025-01-02 00:40:00,1120,0.0,0.0
2025-01-01 06:00:00,2025-01-02 00:50:00,1130,0.0,0.0
2025-01-01 06:00:00,2025-01-02 01:00:00,1140,0.0,0.0
2025-01-01 06:00:00,2025-01-02 01:10:00,1150,0.0,0.0
2025-01-01 06:00:00,2025-01-02 01:20:00,1160,0.0,0.0
2025-01-01 06:00:00,2025-01-02 01:30:00,1170,0.0,0.0
2025-01-01 06:00:00,2025-01-02 01:40:00,1180,0.0,0.0
2025-01-01 06:00:00,2025-01-02 01:50:00,1190,0.0,0.0
2025-01-01 06:00:00,2025-01-02 02:00:00,1200,0.0,0.0
2025-01-01 06:00:00,2025-01-02 02:10:00,1210,0.0,0.0
2025-01-01 06:00:00,2025-01-02 02:20:00,1220,0.0,0.0
2025-01-01 06:00:00,2025-01-02 02:30:00,1230,0.0,0.0
2025-01-01 06:00:00,2025-01-02 02:40:00,1240,0.0,0.0
2025-01-01 06:00:00,2025-01-02 02:50:00,1250,0.0,0.0
2025-01-01 06:00:00,2025-01-02 03:00:00,1260,0.0,0.0
2025-01-01 06:00:00,2025-01-02 03:10:00,1270,0.0,0.0
2025-01-01 06:00:00,2025-01-02 03:20:00,1280,0.0,0.0
2025-01-01 06:00:00,2025-01-02 03:30:00,1290,0.0,0.0
2025-01-01 06:00:00,2025-01-02 03:40:00,1300,0.0,0.0
2025-01-01 06:00:00,2025-01-02 03:50:00,1310,0.0,0.0
2025-01-01 06:00:00,2025-01-02 04:00:00,1320,0.0,0.0
2025-01-01 06:00:00,2025-01-02 04:10:00,1330,0.0,0.0
2025-01-01 06:00:00,2025-01-02 04:20:00,1340,0.0,0.0
2025-01-01 06:00:00,2025-01-02 04:30:00,1350,0.0,0.0
2025-01-01 06:00:00,2025-01-02 04:40:00,1360,0.0,0.0
2025-01-01 06:00:00,2025-01-02 04:50:00,1370,0.0,0.0
2025-01-01 06:00:00,2025-01-02 05:00:00,1380,0.0,0.0
2025-01-01 06:00:00,2025-01-02 05:10:00,1390,0.0,0.0
2025-01-01 06:00:00,2025-01-02 05:20:00,1400,0.0,0.0
2025-01-01 06:00:00,2025-01-02 05:30:00,1410,0.0,0.0
2025-01-01 06:00:00,2025-01-02 05:40:00,1420,0.0,0.0
2025-01-01 06:00:00,2025-01-02 05:50:00,1430,0.0,0.0
2025-01-01 06:00:00,2025-01-02 06:00:00,1440,0.0,0.0
2025-01-01 12:00:00,2025-01-01 13:00:00,60,5330.4298,888.4049666666666
2025-01-01 12:00:00,2025-01-01 13:10:00,70,5200.234483333334,866.7057472222223
2025-01-01 12:00:00,2025-01-01 13:20:00,80,5070.0391666666665,845.0065277777777
2025-01-01 12:00:00,2025-01-01 13:30:00,90,4939.84385,823.3073083333334
2025-01-01 12:00:00,2025-01-01 13:40:00,100,4809.648533333333,801.6080888888888
2025-01-01 12:00:00,2025-01-01 13:50:00,110,4679.453216666667,779.9088694444445
2025-01-01 12:00:00,2025-01-01 14:00:00,120,4549.2579,758.2096499999999
2025-01-01 12:00:00,2025-01-01 14:10:00,130,4351.970116666666,725.3283527777777
2025-01-01 12:00:00,2025-01-01 14:20:00,140,4154.682333333333,692.4470555555555
2025-01-01 12:00:00,2025-01-01 14:30:00,150,3957.39455,659.5657583333333
2025-01-01 12:00:00,2025-01-01 14:40:00,160,3760.1067666666663,626.6844611111111
2025-01-01 12:00:00,2025-01-01 14:50:00,170,3562.818983333333,593.8031638888889
2025-01-01 12:00:00,2025-01-01 15:00:00,180,3365.5312,560.9218666666667
2025-01-01 12:00:00,2025-01-01 15:10:00,190,3055.3119333333334,509.2186555555556
2025-01-01 12:00:00,2025-01-01 15:20:00,200,2745.0926666666664,457.5154444444444
2025-01-01 12:00:00,2025-01-01 15:30:00,210,2434.8734,405.8122333333333
2025-01-01 12:00:00,2025-01-01 15:40:00,220,2124.6541333333334,354.1090222222222
2025-01-01 12:00:00,2025-01-01 15:50:00,230,1814.4348666666667,302.4058111111111
2025-01-01 12:00:00,2025-01-01 16:00:00,240,1504.2156,250.7026
2025-01-01 12:00:00,2025-01-01 16:10:00,250,1253.9900333333333,208.99833888888887
2025-01-01 12:00:00,2025-01-01 16:20:00,260,1003.7644666666666,167.29407777777777
2025-01-01 12:00:00,2025-01-01 16:30:00,270,753.5389,125.58981666666666
2025-01-01 12:00:00,2025-01-01 16:40:00,280,503.31333333333333,83.88555555555556
2025-01-01 12:00:00,2025-01-01 16:50:00,290,253.08776666666665,42.18129444444444
2025-01-01 12:00:00,2025-01-01 17:00:00,300,2.8622,0.47703333333333336
2025-01-01 12:00:00,2025-01-01 17:10:00,310,2.3851666666666667,0.39752777777777776
2025-01-01 12:00:00,2025-01-01 17:20:00,320,1.9081333333333335,0.31802222222222226
2025-01-01 12:00:00,2025-01-01 17:30:00,330,1.4311,0.23851666666666668
2025-01-01 12:00:00,2025-01-01 17:40:00,340,0.9540666666666668,0.15901111111111113
2025-01-01 12:00:00,2025-01-01 17:50:00,350,0.4770333333333335,0.07950555555555558
2025-01-01 12:00:00,2025-01-01 18:00:00,360,0.0,0.0
2025-01-01 12:00:00,2025-01-01 18:10:00,370,0.0,0.0
2025-01-01 12:00:00,2025-01-01 18:20:00,380,0.0,0.0
2025-01-01 12:00:00,2025-01-01 18:30:00,390,0.0,0.0
2025-01-01 12:00:00,2025-01-01 18:40:00,400,0.0,0.0
2025-01-01 12:00:00,2025-01-01 18:50:00,410,0.0,0.0
2025-01-01 12:00:00,2025-01-01 19:00:00,420,0.0,0.0
2025-01-01 12:00:00,2025-01-01 19:10:00,430,0.0,0.0
2025-01-01 12:00:00,2025-01-01 19:20:00,440,0.0,0.0
2025-01-01 12:00:00,2025-01-01 19:30:00,450,0.0,0.0
2025-01-01 12:00:00,2025-01-01 19:40:00,460,0.0,0.0
2025-01-01 12:00:00,2025-01-01 19:50:00,470,0.0,0.0
2025-01-01 12:00:00,2025-01-01 20:00:00,480,0.0,0.0
2025-01-01 12:00:00,2025-01-01 20:10:00,490,0.0,0.0
2025-01-01 12:00:00,2025-01-01 20:20:00,500,0.0,0.0
2025-01-01 12:00:00,2025-01-01 20:30:00,510,0.0,0.0
2025-01-01 12:00:00,2025-01-01 20:40:00,520,0.0,0.0
2025-01-01 12:00:00,2025-01-01 20:50:00,530,0.0,0.0
2025-01-01 12:00:00,2025-01-01 21:00:00,540,0.0,0.0
2025-01-01 12:00:00,2025-01-01 21:10:00,550,0.0,0.0
2025-01-01 12:00:00,2025-01-01 21:20:00,560,0.0,0.0
2025-01-01 12:00:00,2025-01-01 21:30:00,570,0.0,0.0
2025-01-01 12:00:00,2025-01-01 21:40:00,580,0.0,0.0
2025-01-01 12:00:00,2025-01-01 21:50:00,590,0.0,0.0
2025-01-01 12:00:00,2025-01-01 22:00:00,600,0.0,0.0
2025-01-01 12:00:00,2025-01-01 22:10:00,610,0.0,0.0
2025-01-01 12:00:00,2025-01-01 22:20:00,620,0.0,0.0
2025-01-01 12:00:00,2025-01-01 22:30:00,630,0.0,0.0
2025-01-01 12:00:00,2025-01-01 22:40:00,640,0.0,0.0
2025-01-01 12:00:00,2025-01-01 22:50:00,650,0.0,0.0
2025-01-01 12:00:00,2025-01-01 23:00:00,660,0.0,0.0
2025-01-01 12:00:00,2025-01-01 23:10:00,670,0.0,0.0
2025-01-01 12:00:00,2025-01-01 23:20:00,680,0.0,0.0
2025-01-01 12:00:00,2025-01-01 23:30:00,690,0.0,0.0
2025-01-01 12:00:00,2025-01-01 23:40:00,700,0.0,0.0
2025-01-01 12:00:00,2025-01-01 23:50:00,710,0.0,0.0
2025-01-01 12:00:00,2025-01-02 00:00:00,720,0.0,0.0
2025-01-01 12:00:00,2025-01-02 00:10:00,730,0.0,0.0
2025-01-01 12:00:00,2025-01-02 00:20:00,740,0.0,0.0
2025-01-01 12:00:00,2025-01-02 00:30:00,750,0.0,0.0
2025-01-01 12:00:00,2025-01-02 00:40:00,760,0.0,0.0
2025-01-01 12:00:00,2025-01-02 00:50:00,770,0.0,0.0
