date,time_label,time_index,datetime,load_kw,load_kwh,pv_actual_kw,pv_actual_kwh,price_yuan_per_kwh
2025-01-02 00:00:00,01:40:00,9,2025-01-02 01:40:00,3907.3849,651.2308166666667,0.0,0.0,0.4513
2025-01-02 00:00:00,01:50:00,10,2025-01-02 01:50:00,3968.2398,661.3733,0.0,0.0,0.4853
2025-01-02 00:00:00,02:00:00,11,2025-01-02 02:00:00,3886.77,647.795,0.0,0.0,0.4864
2025-01-02 00:00:00,02:10:00,12,2025-01-02 02:10:00,3865.3901,644.2316833333333,0.0,0.0,0.4444
2025-01-02 00:00:00,02:20:00,13,2025-01-02 02:20:00,3931.6861,655.2810166666667,0.0,0.0,0.4217
2025-01-02 00:00:00,02:30:00,14,2025-01-02 02:30:00,4055.98,675.9966666666667,0.0,0.0,0.4443
2025-01-02 00:00:00,02:40:00,15,2025-01-02 02:40:00,4164.982,694.1636666666667,0.0,0.0,0.4757
2025-01-02 00:00:00,02:50:00,16,2025-01-02 02:50:00,4067.4326,677.9054333333333,0.0,0.0,0.4517
2025-01-02 00:00:00,03:00:00,17,2025-01-02 03:00:00,3919.44,653.24,0.0,0.0,0.4249
2025-01-02 00:00:00,03:10:00,18,2025-01-02 03:10:00,4068.323,678.0538333333333,0.0,0.0,0.5053
2025-01-02 00:00:00,03:20:00,19,2025-01-02 03:20:00,4140.4792,690.0798666666666,0.0,0.0,0.5471
2025-01-02 00:00:00,03:30:00,20,2025-01-02 03:30:00,4061.12,676.8533333333334,0.0,0.0,0.5103
2025-01-02 00:00:00,03:40:00,21,2025-01-02 03:40:00,4138.7041,689.7840166666666,0.0,0.0,0.5009
2025-01-02 00:00:00,03:50:00,22,2025-01-02 03:50:00,4283.3011,713.8835166666667,0.0,0.0,0.5244
2025-01-02 00:00:00,04:00:00,23,2025-01-02 04:00:00,4330.98,721.8299999999999,0.0,0.0,0.548
2025-01-02 00:00:00,04:10:00,24,2025-01-02 04:10:00,4225.1585,704.1930833333332,0.0,0.0,0.5374
2025-01-02 00:00:00,04:20:00,25,2025-01-02 04:20:00,4201.989,700.3314999999999,0.0,0.0,0.4983
2025-01-02 00:00:00,04:30:00,26,2025-01-02 04:30:00,4273.9,712.3166666666666,0.0,0.0,0.4835
2025-01-02 00:00:00,04:40:00,27,2025-01-02 04:40:00,4219.0352,703.1725333333334,0.0,0.0,0.539
2025-01-02 00:00:00,04:50:00,28,2025-01-02 04:50:00,4069.3885,678.2314166666666,0.0,0.0,0.5404
2025-01-02 00:00:00,05:00:00,29,2025-01-02 05:00:00,4030.95,671.8249999999999,0.0,0.0,0.4883
2025-01-02 00:00:00,05:10:00,30,2025-01-02 05:10:00,4262.9553,710.4925499999999,0.0022,0.00036666666666666667,0.5077
2025-01-02 00:00:00,05:20:00,31,2025-01-02 05:20:00,4330.5086,721.7514333333334,0.0,0.0,0.5513
2025-01-02 00:00:00,05:30:00,32,2025-01-02 05:30:00,4149.13,691.5216666666666,0.0,0.0,0.528
2025-01-02 00:00:00,05:40:00,33,2025-01-02 05:40:00,4130.3346,688.3891,0.0307,0.005116666666666667,0.4409
2025-01-02 00:00:00,05:50:00,34,2025-01-02 05:50:00,4641.7286,773.6214333333334,0.0,0.0,0.6417
2025-01-02 00:00:00,06:00:00,35,2025-01-02 06:00:00,5411.59,901.9316666666667,0.0,0.0,1.0168
2025-01-02 00:00:00,06:10:00,36,2025-01-02 06:10:00,5738.8011,956.4668499999999,0.4279,0.07131666666666667,1.0773
2025-01-02 00:00:00,06:20:00,37,2025-01-02 06:20:00,5695.3891,949.2315166666667,0.0,0.0,1.0353
2025-01-02 00:00:00,06:30:00,38,2025-01-02 06:30:00,5537.66,922.9433333333333,0.0,0.0,1.0552
2025-01-02 00:00:00,06:40:00,39,2025-01-02 06:40:00,5461.5746,910.2624333333333,5.9596,0.9932666666666666,1.0765
2025-01-02 00:00:00,06:50:00,40,2025-01-02 06:50:00,5483.6005,913.9334166666666,0.0,0.0,1.0611
2025-01-02 00:00:00,07:00:00,41,2025-01-02 07:00:00,5540.88,923.48,6.6375,1.10625,1.0284
2025-01-02 00:00:00,07:10:00,42,2025-01-02 07:10:00,5575.3367,929.2227833333333,192.5583,32.09305,1.0303
2025-01-02 00:00:00,07:20:00,43,2025-01-02 07:20:00,5669.9633,944.9938833333334,445.6222,74.27036666666667,1.0451
2025-01-02 00:00:00,07:30:00,44,2025-01-02 07:30:00,5566.66,927.7766666666666,701.3625,116.89375,0.9954
2025-01-02 00:00:00,07:40:00,45,2025-01-02 07:40:00,5081.9454,846.9908999999999,976.5695,162.76158333333333,0.8699
2025-01-02 00:00:00,07:50:00,46,2025-01-02 07:50:00,5737.5547,956.2591166666666,1257.8499,209.64165,1.0474
2025-01-02 00:00:00,08:00:00,47,2025-01-02 08:00:00,7205.75,1200.9583333333333,1536.3375,256.05625000000003,1.4142
2025-01-02 00:00:00,08:10:00,48,2025-01-02 08:10:00,7519.6199,1253.2699833333334,1820.2924,303.3820666666667,1.4538
2025-01-02 00:00:00,08:20:00,49,2025-01-02 08:20:00,7253.8265,1208.9710833333334,2132.9788,355.49646666666666,1.3917
2025-01-02 00:00:00,08:30:00,50,2025-01-02 08:30:00,7156.62,1192.77,2471.7375,411.95625,1.3851
2025-01-02 00:00:00,08:40:00,51,2025-01-02 08:40:00,7351.5694,1225.2615666666668,2797.3932,466.2322,1.3569
2025-01-02 00:00:00,08:50:00,52,2025-01-02 08:50:00,7430.2399,1238.3733166666666,3047.7556,507.9592666666667,1.3276
2025-01-02 00:00:00,09:00:00,53,2025-01-02 09:00:00,7295.25,1215.875,3267.2625,544.5437499999999,1.3123
2025-01-02 00:00:00,09:10:00,54,2025-01-02 09:10:00,7207.6569,1201.27615,3546.8485,591.1414166666667,1.295
2025-01-02 00:00:00,09:20:00,55,2025-01-02 09:20:00,7113.8825,1185.6470833333333,3726.689,621.1148333333333,1.2685
2025-01-02 00:00:00,09:30:00,56,2025-01-02 09:30:00,7023.12,1170.52,3844.2375,640.7062500000001,1.2318
2025-01-02 00:00:00,09:40:00,57,2025-01-02 09:40:00,7047.9517,1174.6586166666666,4096.3408,682.7234666666667,1.2119
2025-01-02 00:00:00,09:50:00,58,2025-01-02 09:50:00,7129.0191,1188.16985,4283.6623,713.9437166666667,1.3227
2025-01-02 00:00:00,10:00:00,59,2025-01-02 10:00:00,7151.1,1191.8500000000001,4356.1125,726.0187500000001,1.4694
2025-01-02 00:00:00,10:10:00,60,2025-01-02 10:10:00,7053.4551,1175.57585,4491.6281,748.6046833333334,1.425
2025-01-02 00:00:00,10:20:00,61,2025-01-02 10:20:00,7028.7906,1171.4651000000001,4766.409,794.4014999999999,1.3505
2025-01-02 00:00:00,10:30:00,62,2025-01-02 10:30:00,7115.54,1185.9233333333334,5019.45,836.5749999999999,1.382
2025-01-02 00:00:00,10:40:00,63,2025-01-02 10:40:00,7158.8016,1193.1336,5019.8625,836.6437500000001,1.4486
2025-01-02 00:00:00,10:50:00,64,2025-01-02 10:50:00,7104.1648,1184.0274666666667,5077.3715,846.2285833333334,1.1762
2025-01-02 00:00:00,11:00:00,65,2025-01-02 11:00:00,6988.45,1164.7416666666666,5277.5625,879.59375,0.7285
2025-01-02 00:00:00,11:10:00,66,2025-01-02 11:10:00,6905.2356,1150.8726,5389.699,898.2831666666666,0.6748
2025-01-02 00:00:00,11:20:00,67,2025-01-02 11:20:00,6918.8526,1153.1421,5368.919,894.8198333333333,0.7698
2025-01-02 00:00:00,11:30:00,68,2025-01-02 11:30:00,7053.45,1175.575,5329.9875,888.3312500000001,0.802
2025-01-02 00:00:00,11:40:00,69,2025-01-02 11:40:00,7224.2372,1204.0395333333333,5412.6331,902.1055166666666,0.7991
2025-01-02 00:00:00,11:50:00,70,2025-01-02 11:50:00,7061.4737,1176.9122833333333,5429.3182,904.8863666666666,0.77
2025-01-02 00:00:00,12:00:00,71,2025-01-02 12:00:00,6627.88,1104.6466666666668,5328.3,888.0500000000001,0.7251
2025-01-02 00:00:00,12:10:00,72,2025-01-02 12:10:00,6385.5315,1064.25525,5248.9495,874.8249166666666,0.6934
2025-01-02 00:00:00,12:20:00,73,2025-01-02 12:20:00,6379.3415,1063.2235833333334,5219.2319,869.8719833333333,0.736
2025-01-02 00:00:00,12:30:00,74,2025-01-02 12:30:00,6517.08,1086.18,5222.85,870.475,0.7799
2025-01-02 00:00:00,12:40:00,75,2025-01-02 12:40:00,6677.4158,1112.9026333333334,5242.2942,873.7157000000001,0.7126
2025-01-02 00:00:00,12:50:00,76,2025-01-02 12:50:00,6740.259,1123.3765,5308.1571,884.69285,0.8149
2025-01-02 00:00:00,13:00:00,77,2025-01-02 13:00:00,6776.29,1129.3816666666667,5393.2875,898.88125,1.0546
