time_label,time_index,price_yuan_per_kwh,load_kw,pv_forecast_kw,load_kwh,pv_forecast_kwh,source_time_index,calendar_time_index,period_start,period_end,period_start_text,period_end_text,period_start_minute,period_end_minute,period_key,grid_purchase_kwh,charge_input_kwh,discharge_output_kwh,curtailed_pv_kwh,soc_start_kwh,soc_end_kwh,charge_state_binary,grid_cost_yuan
01:40:00,10,0.4312,3482.4927,0.0,580.41545,0.0,9,10,2025-01-01 01:40:00,2025-01-01 01:50:00,01:40,01:50,100,110,01:40-01:50,580.41545,0.0,0.0,0.0,10050.0,10050.0,0,250.27514204
01:50:00,11,0.4333,3495.0841,0.0,582.5140166666666,0.0,10,11,2025-01-01 01:50:00,2025-01-01 02:00:00,01:50,02:00,110,120,01:50-02:00,582.5140166666666,0.0,0.0,0.0,10050.0,10050.0,0,252.40332342166667
02:00:00,12,0.4311,3498.4443,0.0,583.07405,0.0,11,12,2025-01-01 02:00:00,2025-01-01 02:10:00,02:00,02:10,120,130,02:00-02:10,583.07405,0.0,0.0,0.0,10050.0,10050.0,0,251.36322295500003
02:10:00,13,0.4293,3505.2295,0.0,584.2049166666667,0.0,12,13,2025-01-01 02:10:00,2025-01-01 02:20:00,02:10,02:20,130,140,02:10-02:20,584.2049166666667,0.0,0.0,0.0,10050.0,10050.0,0,250.799170725
02:20:00,14,0.4324,3512.6387,0.0,585.4397833333334,0.0,13,14,2025-01-01 02:20:00,2025-01-01 02:30:00,02:20,02:30,140,150,02:20-02:30,585.4397833333334,0.0,0.0,0.0,10050.0,10050.0,0,253.14416231333334
02:30:00,15,0.4367,3516.8685,0.0,586.14475,0.0,14,15,2025-01-01 02:30:00,2025-01-01 02:40:00,02:30,02:40,150,160,02:30-02:40,586.14475,0.0,0.0,0.0,10050.0,10050.0,0,255.969412325
02:40:00,16,0.4348,3517.9246,0.0,586.3207666666666,0.0,15,16,2025-01-01 02:40:00,2025-01-01 02:50:00,02:40,02:50,160,170,02:40-02:50,586.3207666666666,0.0,0.0,0.0,10050.0,10050.0,0,254.93226934666666
02:50:00,17,0.4335,3518.5518,0.0,586.4253,0.0,16,17,2025-01-01 02:50:00,2025-01-01 03:00:00,02:50,03:00,170,180,02:50-03:00,586.4253,0.0,0.0,0.0,10050.0,10050.0,0,254.21536755
03:00:00,18,0.4357,3521.0976,0.0,586.8496,0.0,17,18,2025-01-01 03:00:00,2025-01-01 03:10:00,03:00,03:10,180,190,03:00-03:10,586.8496,0.0,0.0,0.0,10050.0,10050.0,0,255.69037072
03:10:00,19,0.4374,3526.9261,0.0,587.8210166666667,0.0,18,19,2025-01-01 03:10:00,2025-01-01 03:20:00,03:10,03:20,190,200,03:10-03:20,587.8210166666667,0.0,0.0,0.0,10050.0,10050.0,0,257.11291269
03:20:00,20,0.4371,3537.2854,0.0,589.5475666666667,0.0,19,20,2025-01-01 03:20:00,2025-01-01 03:30:00,03:20,03:30,200,210,03:20-03:30,589.5475666666667,0.0,0.0,0.0,10050.0,10050.0,0,257.69124139
03:30:00,21,0.4356,3544.8808,0.0,590.8134666666666,0.0,20,21,2025-01-01 03:30:00,2025-01-01 03:40:00,03:30,03:40,210,220,03:30-03:40,590.8134666666666,0.0,0.0,0.0,10050.0,10050.0,0,257.35834608
03:40:00,22,0.4353,3541.2787,0.0,590.2131166666667,0.0,21,22,2025-01-01 03:40:00,2025-01-01 03:50:00,03:40,03:50,220,230,03:40-03:50,590.2131166666667,0.0,0.0,0.0,10050.0,10050.0,0,256.919769685
03:50:00,23,0.436,3546.3976,0.0,591.0662666666666,0.0,22,23,2025-01-01 03:50:00,2025-01-01 04:00:00,03:50,04:00,230,240,03:50-04:00,591.0662666666666,0.0,0.0,0.0,10050.0,10050.0,0,257.70489226666666
04:00:00,24,0.4378,3560.207,0.0,593.3678333333334,0.0,23,24,2025-01-01 04:00:00,2025-01-01 04:10:00,04:00,04:10,240,250,04:00-04:10,593.3678333333334,0.0,0.0,0.0,10050.0,10050.0,0,259.77643743333334
04:10:00,25,0.4401,3561.9581,0.0,593.6596833333333,0.0,24,25,2025-01-01 04:10:00,2025-01-01 04:20:00,04:10,04:20,250,260,04:10-04:20,593.6596833333333,0.0,0.0,0.0,10050.0,10050.0,0,261.269626635
04:20:00,26,0.4389,3556.7183,0.0,592.7863833333333,0.0,25,26,2025-01-01 04:20:00,2025-01-01 04:30:00,04:20,04:30,260,270,04:20-04:30,592.7863833333333,0.0,0.0,0.0,10050.0,10050.0,0,260.173943645
04:30:00,27,0.4364,3560.0272,0.0,593.3378666666666,0.0,26,27,2025-01-01 04:30:00,2025-01-01 04:40:00,04:30,04:40,270,280,04:30-04:40,593.3378666666666,0.0,0.0,0.0,10050.0,10050.0,0,258.93264501333334
04:40:00,28,0.4393,3580.654,0.5994,596.7756666666667,0.0999,27,28,2025-01-01 04:40:00,2025-01-01 04:50:00,04:40,04:50,280,290,04:40-04:50,596.6757666666666,0.0,0.0,0.0,10050.0,10050.0,0,262.11966429666666
04:50:00,29,0.4422,3586.916,0.2345,597.8193333333334,0.0390833333333333,28,29,2025-01-01 04:50:00,2025-01-01 05:00:00,04:50,05:00,290,300,04:50-05:00,597.78025,0.0,0.0,0.0,10050.0,10050.0,0,264.33842655
05:00:00,30,0.4395,3571.2635,0.2885,595.2105833333334,0.0480833333333333,29,30,2025-01-01 05:00:00,2025-01-01 05:10:00,05:00,05:10,300,310,05:00-05:10,595.1625,0.0,0.0,0.0,10050.0,10050.0,0,261.57391875
05:10:00,31,0.4333,3562.3171,18.6781,593.7195166666667,3.1130166666666668,30,31,2025-01-01 05:10:00,2025-01-01 05:20:00,05:10,05:20,310,320,05:10-05:20,590.6065,0.0,0.0,0.0,10050.0,10050.0,0,255.90979645000002
05:20:00,32,0.4439,3591.3809,54.4698,598.5634833333334,9.0783,31,32,2025-01-01 05:20:00,2025-01-01 05:30:00,05:20,05:30,320,330,05:20-05:30,589.4851833333333,0.0,0.0,0.0,10050.0,10050.0,0,261.6724728816667
05:30:00,33,0.4301,3579.7045,108.9718,596.6174166666666,18.161966666666668,32,33,2025-01-01 05:30:00,2025-01-01 05:40:00,05:30,05:40,330,340,05:30-05:40,578.4554499999999,0.0,0.0,0.0,10050.0,10050.0,0,248.79368904499995
05:40:00,34,0.3713,3486.119,184.1603,581.0198333333334,30.693383333333333,33,34,2025-01-01 05:40:00,2025-01-01 05:50:00,05:40,05:50,340,350,05:40-05:50,1383.6597833333335,833.3333333333334,0.0,0.0,10050.0,10800.0,1,513.7528775516668
05:50:00,35,0.5708,3823.8994,277.0582,637.3165666666666,46.17636666666667,34,35,2025-01-01 05:50:00,2025-01-01 06:00:00,05:50,06:00,350,360,05:50-06:00,591.1401999999999,0.0,0.0,0.0,10800.0,10800.0,0,337.42282615999994
06:00:00,36,0.9099,4398.0727,388.5494,733.0121166666667,64.75823333333334,35,36,2025-01-01 06:00:00,2025-01-01 06:10:00,06:00,06:10,360,370,06:00-06:10,0.0,0.0,668.2538833333333,0.0,10800.0,10057.495685185186,0,0.0
06:10:00,37,0.9368,4454.0123,521.2803,742.3353833333334,86.88005,36,37,2025-01-01 06:10:00,2025-01-01 06:20:00,06:10,06:20,370,380,06:10-06:20,0.0,0.0,655.4553333333334,0.0,10057.495685185186,9329.211981481481,0,0.0
06:20:00,38,0.8758,4371.7919,672.7677,728.6319833333333,112.12795,37,38,2025-01-01 06:20:00,2025-01-01 06:30:00,06:20,06:30,380,390,06:20-06:30,0.0,0.0,616.5040333333334,0.0,9329.211981481481,8644.2075,0,0.0
06:30:00,39,0.8759,4392.953,844.2261,732.1588333333334,140.70435,38,39,2025-01-01 06:30:00,2025-01-01 06:40:00,06:30,06:40,390,400,06:30-06:40,0.0,0.0,591.4544833333334,0.0,8644.2075,7987.035851851852,0,0.0
06:40:00,40,0.8601,4384.5956,1039.6744,730.7659333333332,173.2790666666667,39,40,2025-01-01 06:40:00,2025-01-01 06:50:00,06:40,06:50,400,410,06:40-06:50,0.0,0.0,557.4868666666665,0.0,7987.035851851852,7367.606000000001,0,0.0
06:50:00,41,0.8442,4434.7757,1259.3375,739.1292833333333,209.88958333333335,40,41,2025-01-01 06:50:00,2025-01-01 07:00:00,06:50,07:00,410,420,06:50-07:00,0.0,0.0,529.2397,0.0,7367.606000000001,6779.561888888889,0,0.0
07:00:00,42,0.8334,4523.4561,1508.6318,753.90935,251.43863333333337,41,42,2025-01-01 07:00:00,2025-01-01 07:10:00,07:00,07:10,420,430,07:00-07:10,0.0,0.0,502.47071666666665,0.0,6779.561888888889,6221.261092592593,0,0.0
07:10:00,43,0.8092,4524.0721,1791.4107,754.0120166666667,298.56845,42,43,2025-01-01 07:10:00,2025-01-01 07:20:00,07:10,07:20,430,440,07:10-07:20,0.0,0.0,455.4435666666667,0.0,6221.261092592593,5715.212685185185,0,0.0
07:20:00,44,0.7972,4545.8867,2085.4865,757.6477833333333,347.5810833333333,43,44,2025-01-01 07:20:00,2025-01-01 07:30:00,07:20,07:30,440,450,07:20-07:30,0.0,0.0,410.0667,0.0,5715.212685185185,5259.583018518519,0,0.0
07:30:00,45,0.7644,4523.2418,2381.2611,753.8736333333333,396.8768500000001,44,45,2025-01-01 07:30:00,2025-01-01 07:40:00,07:30,07:40,450,460,07:30-07:40,0.0,0.0,356.99678333333316,0.0,5259.583018518519,4862.919925925926,0,0.0
07:40:00,46,0.6899,4383.3566,2683.1752,730.5594333333333,447.1958666666667,45,46,2025-01-01 07:40:00,2025-01-01 07:50:00,07:40,07:50,460,470,07:40-07:50,0.00010084775406645391,0.0,283.3634658189126,0.0,4862.919925925926,4548.071630571579,0,6.957486553044654e-05
07:50:00,47,0.86,4910.4599,2986.3552,818.4099833333333,497.72586666666666,46,47,2025-01-01 07:50:00,2025-01-01 08:00:00,07:50,08:00,470,480,07:50-08:00,0.0,0.0,320.6841166666667,0.0,4548.071630571579,4191.755945386393,0,0.0
08:00:00,48,1.1617,5799.7327,3289.204,966.6221166666666,548.2006666666667,47,48,2025-01-01 08:00:00,2025-01-01 08:10:00,08:00,08:10,480,490,08:00-08:10,0.0,0.0,418.4214499999998,0.0,4191.755945386393,3726.8432231641714,0,0.0
08:10:00,49,1.1683,5884.826,3593.3613,980.8043333333334,598.89355,48,49,2025-01-01 08:10:00,2025-01-01 08:20:00,08:10,08:20,490,500,08:10-08:20,0.0,0.0,381.91078333333337,0.0,3726.8432231641714,3302.4979083493563,0,0.0
08:20:00,50,1.0956,5748.0713,3890.7332,958.0118833333332,648.4555333333334,49,50,2025-01-01 08:20:00,2025-01-01 08:30:00,08:20,08:30,500,510,08:20-08:30,0.0,0.0,309.55634999999984,0.0,3302.4979083493563,2958.5464083493566,0,0.0
08:30:00,51,1.0849,5769.0581,4181.3417,961.5096833333332,696.8902833333333,50,51,2025-01-01 08:30:00,2025-01-01 08:40:00,08:30,08:40,510,520,08:30-08:40,0.0,0.0,264.6193999999999,0.0,2958.5464083493566,2664.524852793801,0,0.0
08:40:00,52,1.061,5754.2105,4471.7657,959.0350833333332,745.2942833333333,51,52,2025-01-01 08:40:00,2025-01-01 08:50:00,08:40,08:50,520,530,08:40-08:50,0.0,0.0,213.74079999999992,0.0,2664.524852793801,2427.0350750160233,0,0.0
08:50:00,53,1.043,5824.1807,4752.8272,970.6967833333332,792.1378666666666,52,53,2025-01-01 08:50:00,2025-01-01 09:00:00,08:50,09:00,530,540,08:50-09:00,0.0,0.0,178.55891666666662,0.0,2427.0350750160233,2228.636278719727,0,0.0
09:00:00,54,1.036,5954.2601,5021.9074,992.3766833333334,836.9845666666666,53,54,2025-01-01 09:00:00,2025-01-01 09:10:00,09:00,09:10,540,550,09:00-09:10,0.0,0.0,155.39211666666677,0.0,2228.636278719727,2055.9783713123197,0,0.0
09:10:00,55,1.0147,5958.9696,5285.4126,993.1616,880.9020999999999,54,55,2025-01-01 09:10:00,2025-01-01 09:20:00,09:10,09:20,550,560,09:10-09:20,0.0,0.0,112.25950000000012,0.0,2055.9783713123197,1931.2455935345417,0,0.0
09:20:00,56,0.9922,5929.5554,5543.1742,988.2592333333332,923.8623666666668,55,56,2025-01-01 09:20:00,2025-01-01 09:30:00,09:20,09:30,560,570,09:20-09:30,0.0,0.0,64.39686666666637,0.0,1931.2455935345417,1859.693519460468,0,0.0
09:30:00,57,0.97,5923.7828,5788.4093,987.2971333333334,964.7348833333334,56,57,2025-01-01 09:30:00,2025-01-01 09:40:00,09:30,09:40,570,580,09:30-09:40,0.0,0.0,22.56224999999995,0.0,1859.693519460468,1834.6243527938013,0,0.0
09:40:00,58,0.9422,5907.586,6012.1304,984.5976666666668,1002.0217333333334,57,58,2025-01-01 09:40:00,2025-01-01 09:50:00,09:40,09:50,580,590,09:40-09:50,0.0,17.42406666666659,0.0,0.0,1834.6243527938013,1850.3060127938013,1,0.0
09:50:00,59,0.9569,5899.1262,6216.1528,983.1877,1036.0254666666667,58,59,2025-01-01 09:50:00,2025-01-01 10:00:00,09:50,10:00,590,600,09:50-10:00,0.0,52.83776666666677,0.0,0.0,1850.3060127938013,1897.8600027938014,1,0.0
10:00:00,60,0.9977,5902.2196,6409.5941,983.7032666666668,1068.2656833333333,59,60,2025-01-01 10:00:00,2025-01-01 10:10:00,10:00,10:10,600,610,10:00-10:10,0.0,84.56241666666654,0.0,0.0,1897.8600027938014,1973.9661777938013,1,0.0
10:10,61,0.9919,5897.4793,6599.3808,982.9132166666668,1099.8968,60,61,2025-01-01 10:10:00,2025-01-01 10:20:00,10:10,10:20,610,620,10:10-10:20,0.0,116.98358333333317,0.0,0.0,1973.9661777938013,2079.2514027938014,1,0.0
10:20,62,0.9588,5886.7568,6766.7204,981.1261333333332,1127.7867333333334,61,62,2025-01-01 10:20:00,2025-01-01 10:30:00,10:20,10:30,620,630,10:20-10:30,0.0,146.66060000000016,0.0,0.0,2079.2514027938014,2211.2459427938015,1,0.0
10:30,63,0.9549,5873.4708,6914.5923,978.9118,1152.43205,62,63,2025-01-01 10:30:00,2025-01-01 10:40:00,10:30,10:40,630,640,10:30-10:40,0.0,173.52024999999992,0.0,0.0,2211.2459427938015,2367.4141677938014,1,0.0
10:40,64,0.9839,5858.0308,7064.2053,976.3384666666668,1177.36755,63,64,2025-01-01 10:40:00,2025-01-01 10:50:00,10:40,10:50,640,650,10:40-10:50,0.0,201.02908333333312,0.0,0.0,2367.4141677938014,2548.340342793801,1,0.0
10:50,65,0.799,5844.9948,7197.4315,974.1658,1199.5719166666663,64,65,2025-01-01 10:50:00,2025-01-01 11:00:00,10:50,11:00,650,660,10:50-11:00,0.0,225.40611666666632,0.0,0.0,2548.340342793801,2751.205847793801,1,0.0
11:00,66,0.5025,5839.0587,7303.1142,973.17645,1217.1857,65,66,2025-01-01 11:00:00,2025-01-01 11:10:00,11:00,11:10,660,670,11:00-11:10,0.0,244.00924999999995,0.0,0.0,2751.205847793801,2970.814172793801,1,0.0
11:10,67,0.4662,5838.7103,7387.6848,973.1183833333332,1231.2808,66,67,2025-01-01 11:10:00,2025-01-01 11:20:00,11:10,11:20,670,680,11:10-11:20,575.1709166666666,833.3333333333334,0.0,0.0,2970.814172793801,3720.814172793801,1,268.14468135
11:20,68,0.5007,5823.4378,7459.227,970.5729666666666,1243.2045,67,68,2025-01-01 11:20:00,2025-01-01 11:30:00,11:20,11:30,680,690,11:20-11:30,0.0,272.63153333333344,0.0,0.0,3720.814172793801,3966.182552793801,1,0.0
11:30,69,0.4827,5814.7932,7520.7191,969.1322,1253.4531833333333,68,69,2025-01-01 11:30:00,2025-01-01 11:40:00,11:30,11:40,690,700,11:30-11:40,0.0,284.3209833333333,0.0,0.0,3966.182552793801,4222.071437793801,1,0.0
11:40,70,0.4785,5832.3951,7568.2039,972.06585,1261.3673166666667,69,70,2025-01-01 11:40:00,2025-01-01 11:50:00,11:40,11:50,700,710,11:40-11:50,179.2770468957783,468.5785135624451,0.0,0.0,4222.071437793801,4643.792100000001,1,85.78406693962992
11:50,71,0.4662,5712.901,7592.1539,952.1501666666668,1265.3589833333333,70,71,2025-01-01 11:50:00,2025-01-01 12:00:00,11:50,12:00,710,720,11:50-12:00,520.1245166666669,833.3333333333334,0.0,0.0,4643.792100000001,5393.792100000001,1,242.4820496700001
12:00,72,0.4432,5519.4607,7601.0433,919.9101166666666,1266.84055,71,72,2025-01-01 12:00:00,2025-01-01 12:10:00,12:00,12:10,720,730,12:00-12:10,486.40290000000005,833.3333333333334,0.0,0.0,5393.792100000001,6143.792100000001,1,215.57376528
12:10,73,0.4411,5494.7907,7612.316,915.79845,1268.7193333333332,72,73,2025-01-01 12:10:00,2025-01-01 12:20:00,12:10,12:20,730,740,12:10-12:20,480.41245000000015,833.3333333333334,0.0,0.0,6143.792100000001,6893.792100000001,1,211.90993169500007
12:20,74,0.4551,5514.4524,7602.6524,919.0754,1267.1087333333332,73,74,2025-01-01 12:20:00,2025-01-01 12:30:00,12:20,12:30,740,750,12:20-12:30,485.30000000000007,833.3333333333334,0.0,0.0,6893.792100000001,7643.792100000001,1,220.86003000000002
12:30,75,0.4463,5485.829,7554.1872,914.3048333333332,1259.0312,74,75,2025-01-01 12:30:00,2025-01-01 12:40:00,12:30,12:40,750,760,12:30-12:40,488.6069666666667,833.3333333333334,0.0,0.0,7643.792100000001,8393.7921,1,218.06528922333334
12:40,76,0.4113,5462.3628,7472.7384,910.3938,1245.4564,75,76,2025-01-01 12:40:00,2025-01-01 12:50:00,12:40,12:50,760,770,12:40-12:50,498.2707333333334,833.3333333333334,0.0,0.0,8393.7921,9143.7921,1,204.93875262000003
12:50,77,0.5682,5566.1066,7393.4172,927.6844333333332,1232.2362,76,77,2025-01-01 12:50:00,2025-01-01 13:00:00,12:50,13:00,770,780,12:50-13:00,0.0,304.5517666666668,0.0,0.0,9143.7921,9417.888690000002,1,0.0
13:00,78,0.8279,5725.7548,7312.7979,954.2924666666668,1218.79965,77,78,2025-01-01 13:00:00,2025-01-01 13:10:00,13:00,13:10,780,790,13:00-13:10,0.0,264.50718333333316,0.0,0.0,9417.888690000002,9655.945155000001,1,0.0
13:10,79,0.8636,5739.4957,7194.541,956.5826166666668,1199.0901666666666,78,79,2025-01-01 13:10:00,2025-01-01 13:20:00,13:10,13:20,790,800,13:10-13:20,0.0,242.5075499999998,0.0,0.0,9655.945155000001,9874.20195,1,0.0
13:20,80,0.8416,5714.6836,7053.1371,952.4472666666668,1175.52285,79,80,2025-01-01 13:20:00,2025-01-01 13:30:00,13:20,13:30,800,810,13:20-13:30,0.0,223.07558333333327,0.0,0.0,9874.20195,10074.969975,1,0.0
13:30,81,0.8618,5717.8505,6910.4064,952.9750833333331,1151.7344,80,81,2025-01-01 13:30:00,2025-01-01 13:40:00,13:30,13:40,810,820,13:30-13:40,0.0,198.7593166666669,0.0,0.0,10074.969975,10253.853360000001,1,0.0
13:40,82,0.8623,5708.2486,6772.4075,951.3747666666668,1128.7345833333334,81,82,2025-01-01 13:40:00,2025-01-01 13:50:00,13:40,13:50,820,830,13:40-13:50,0.0,177.35981666666657,0.0,0.0,10253.853360000001,10413.477195000001,1,0.0
13:50,83,0.9026,5696.9182,6607.36,949.4863666666666,1101.2266666666667,82,83,2025-01-01 13:50:00,2025-01-01 14:00:00,13:50,14:00,830,840,13:50-14:00,0.0,151.74030000000005,0.0,0.0,10413.477195000001,10550.043465,1,0.0
14:00,84,0.9754,5692.2983,6412.5085,948.7163833333334,1068.7514166666667,83,84,2025-01-01 14:00:00,2025-01-01 14:10:00,14:00,14:10,840,850,14:00-14:10,0.0,120.03503333333333,0.0,0.0,10550.043465,10658.074995,1,0.0
14:10,85,1.0002,5687.1291,6214.0158,947.85485,1035.6693,84,85,2025-01-01 14:10:00,2025-01-01 14:20:00,14:10,14:20,850,860,14:10-14:20,0.0,87.81444999999997,0.0,0.0,10658.074995,10737.108,1,0.0
14:20,86,0.9978,5678.962,6000.7112,946.4936666666669,1000.1185333333332,85,86,2025-01-01 14:20:00,2025-01-01 14:30:00,14:20,14:30,860,870,14:20-14:30,0.0,53.62486666666632,0.0,0.0,10737.108,10785.37038,1,0.0
14:30,87,1.0271,5669.4508,5766.9816,944.9084666666666,961.1636,86,87,2025-01-01 14:30:00,2025-01-01 14:40:00,14:30,14:40,870,880,14:30-14:40,0.0,16.255133333333333,0.0,0.0,10785.37038,10800.0,1,0.0
14:40,88,1.0906,5664.1948,5521.5066,944.0324666666668,920.2511,87,88,2025-01-01 14:40:00,2025-01-01 14:50:00,14:40,14:50,880,890,14:40-14:50,0.0,0.0,23.781366666666827,0.0,10800.0,10773.576259259258,0,0.0
14:50,89,0.9376,5672.7011,5268.781,945.4501833333334,878.1301666666667,88,89,2025-01-01 14:50:00,2025-01-01 15:00:00,14:50,15:00,890,900,14:50-15:00,0.0,0.0,67.32001666666667,0.0,10773.576259259258,10698.776240740739,0,0.0
15:00,90,0.6694,5682.2544,5009.7152,947.0424,834.9525333333332,89,90,2025-01-01 15:00:00,2025-01-01 15:10:00,15:00,15:10,900,910,15:00-15:10,112.08986666666681,0.0,0.0,0.0,10698.776240740739,10698.776240740739,0,75.03295674666676
15:10,91,0.66,5669.0195,4743.4484,944.8365833333334,790.5747333333334,90,91,2025-01-01 15:10:00,2025-01-01 15:20:00,15:10,15:20,910,920,15:10-15:20,266.7326936214011,112.47084362140109,0.0,0.0,10698.776240740739,10800.0,1,176.04357779012474
15:20,92,0.7217,5656.3651,4471.224,942.7275166666668,745.2040000000001,91,92,2025-01-01 15:20:00,2025-01-01 15:30:00,15:20,15:30,920,930,15:20-15:30,197.52351666666675,0.0,0.0,0.0,10800.0,10800.0,0,142.5527219783334
15:30,93,0.7308,5657.0867,4188.2025,942.8477833333332,698.03375,92,93,2025-01-01 15:30:00,2025-01-01 15:40:00,15:30,15:40,930,940,15:30-15:40,244.8140333333331,0.0,0.0,0.0,10800.0,10800.0,0,178.91009555999983
15:40,94,0.7534,5662.6008,3889.3931,943.7668,648.2321833333333,93,94,2025-01-01 15:40:00,2025-01-01 15:50:00,15:40,15:50,940,950,15:40-15:50,295.5346166666667,0.0,0.0,0.0,10800.0,10800.0,0,222.65578019666668
15:50,95,0.7823,5669.2596,3594.5946,944.8766,599.0991,94,95,2025-01-01 15:50:00,2025-01-01 16:00:00,15:50,16:00,950,960,15:50-16:00,345.77750000000003,0.0,0.0,0.0,10800.0,10800.0,0,270.50173825
16:00,96,0.8055,5673.4767,3303.8878,945.57945,550.6479666666667,95,96,2025-01-01 16:00:00,2025-01-01 16:10:00,16:00,16:10,960,970,16:00-16:10,394.9314833333333,0.0,0.0,0.0,10800.0,10800.0,0,318.11730982499995
16:10,97,0.8271,5671.0146,2998.4247,945.1691,499.73745,96,97,2025-01-01 16:10:00,2025-01-01 16:20:00,16:10,16:20,970,980,16:10-16:20,445.43164999999993,0.0,0.0,0.0,10800.0,10800.0,0,368.41651771499994
16:20,98,0.8519,5661.5926,2687.4131,943.5987666666666,447.90218333333337,97,98,2025-01-01 16:20:00,2025-01-01 16:30:00,16:20,16:30,980,990,16:20-16:30,495.69658333333325,0.0,0.0,0.0,10800.0,10800.0,0,422.2839193416666
16:30,99,0.8791,5665.8922,2383.1779,944.3153666666668,397.1963166666667,98,99,2025-01-01 16:30:00,2025-01-01 16:40:00,16:30,16:40,990,1000,16:30-16:40,547.1190500000001,0.0,0.0,0.0,10800.0,10800.0,0,480.9723568550001
16:40,100,0.9024,5689.0372,2089.1246,948.1728666666668,348.18743333333333,99,100,2025-01-01 16:40:00,2025-01-01 16:50:00,16:40,16:50,1000,1010,16:40-16:50,599.9854333333335,0.0,0.0,0.0,10800.0,10800.0,0,541.4268550400002
16:50,101,0.9163,5603.6614,1791.0829,933.9435666666668,298.5138166666667,100,101,2025-01-01 16:50:00,2025-01-01 17:00:00,16:50,17:00,1010,1020,16:50-17:00,635.4297500000001,0.0,-0.0,0.0,10800.0,10800.0,0,582.2442799250001
17:00,102,0.9264,5466.7124,1501.7283,911.1187333333334,250.28805,101,102,2025-01-01 17:00:00,2025-01-01 17:10:00,17:00,17:10,1020,1030,17:00-17:10,660.8306833333334,0.0,-0.0,0.0,10800.0,10800.0,0,612.19354504
17:10,103,0.9462,5467.3939,1255.1723,911.2323166666666,209.19538333333333,102,103,2025-01-01 17:10:00,2025-01-01 17:20:00,17:10,17:20,1030,1040,17:10-17:20,702.0369333333333,0.0,-0.0,0.0,10800.0,10800.0,0,664.26734632
17:20,104,0.9742,5464.727,1036.3323,910.7878333333332,172.72205,103,104,2025-01-01 17:20:00,2025-01-01 17:30:00,17:20,17:30,1040,1050,17:20-17:30,738.0657833333332,0.0,-0.0,0.0,10800.0,10800.0,0,719.0236861233332
17:30,105,0.9862,5492.4458,836.7775,915.4076333333334,139.46291666666667,104,105,2025-01-01 17:30:00,2025-01-01 17:40:00,17:30,17:40,1050,1060,17:30-17:40,775.9447166666666,0.0,-0.0,0.0,10800.0,10800.0,0,765.2366795766666
