strategy,date,soc_start_kwh,soc_end_kwh,planned_purchase_kwh,planned_cost_yuan,expected_emergency_cost_yuan,safety_quantile,safety_scenario_positive_net_kwh,actual_emergency_kwh,actual_emergency_cost_yuan,actual_emergency_intervals,spill_kwh,total_cost_yuan
optimized_proposed,2025-03-15,1947.4680662163018,1491.637313351099,29819.678796584536,15727.570964332805,158.18975750464006,0.8,38261.98678300984,467.842595212867,1787.849098518488,4,6991.84434922592,17515.42006285129
optimized_proposed,2025-03-16,1491.637313351099,1863.5496586833654,72242.70875783043,44384.848674761895,377.2430536889357,0.8,68418.66830826929,0.0,0.0,0,4580.770864836236,44384.848674761895
optimized_proposed,2025-03-17,1863.5496586833654,2245.6343000343895,68711.00212312228,42304.50774470654,1263.0276677704046,0.8,67634.29051140223,0.0,0.0,0,6911.802860096695,42304.50774470654
optimized_proposed,2025-03-18,2245.6343000343895,2218.202790870683,69886.29026302564,42628.70903448903,27.820716846704265,0.8,67995.45118231329,0.0,0.0,0,4780.27824625054,42628.70903448903
optimized_proposed,2025-03-19,2218.202790870683,2441.801844500828,64114.40673547673,39769.491610832774,1364.7049235686425,0.8,66566.23383128134,0.0,0.0,0,494.17846876221085,39769.491610832774
optimized_proposed,2025-03-20,2441.801844500828,1587.6600783102028,62910.590574597256,39042.066505820934,622.5646464539094,0.8,65862.94476082877,1966.0229728456907,13393.129223756063,4,36.641310127479755,52435.195729577
optimized_proposed,2025-03-21,1587.6600783102028,2055.7141570918725,30325.55525453585,15961.848070827878,121.78313454551562,0.8,38520.25434195007,42.13603357973135,155.06911967506656,2,15001.849109864736,16116.917190502945
optimized_proposed,2025-03-22,2055.7141570918725,2392.9665981210405,29477.15690189882,15543.297695740323,289.0532253777754,0.8,38251.05296548635,0.0,0.0,0,10502.515536994684,15543.297695740323
optimized_proposed,2025-03-23,2392.9665981210405,1901.2711597992684,63716.884658720825,39409.68316004015,1250.0556200060207,0.8,65983.25084864844,0.0,0.0,0,1537.4510835523768,39409.68316004015
optimized_proposed,2025-03-24,1901.2711597992684,2542.2619074388613,65648.824959481,40329.51247809205,937.2733998770889,0.8,66199.32528491912,0.0,0.0,0,3091.0048078447303,40329.51247809205
optimized_proposed,2025-03-25,2542.2619074388613,1958.96299655854,66228.6405214228,40486.9833408548,552.8388897864739,0.8,66980.80550167967,0.0,0.0,0,1973.289798281171,40486.9833408548
optimized_proposed,2025-03-26,1958.96299655854,2182.2473892568087,65564.08746242133,40237.20517035692,372.21209072219756,0.8,66430.49874968312,0.0,0.0,0,6036.908340199162,40237.20517035692
optimized_proposed,2025-03-27,2182.2473892568087,1998.1171304548557,63790.779207824795,39235.778428570244,366.65405330890064,0.8,65595.02959800026,0.0,0.0,0,1444.568302808469,39235.778428570244
optimized_proposed,2025-03-28,1998.1171304548557,1845.990785170558,28404.164771032316,14710.648098192207,522.2368129341321,0.8,36898.17613591731,30.250868625555903,130.0787350898904,1,15018.414140632858,14840.726833282097
optimized_proposed,2025-03-29,1845.990785170558,2118.325308511228,28581.54644132644,14963.48000974437,273.884998336065,0.8,36720.1956025103,128.96477021706485,503.24546016022055,3,18017.16488333333,15466.72546990459
optimized_proposed,2025-03-30,2118.325308511228,2391.695286807717,59789.79357621673,36892.948695629755,718.7368276120691,0.8,64254.787470605734,0.0,0.0,0,295.2797668642386,36892.948695629755
optimized_proposed,2025-03-31,2391.695286807717,1468.101771763857,58791.311062383946,35893.93707322309,956.3101378242112,0.8,63931.15816299689,813.983355287014,5599.080331859277,3,0.0,41493.01740508237
optimized_proposed,2025-04-01,1468.101771763857,1384.6874294344718,60137.099511114735,36716.93139486684,342.6362807245363,0.8,63025.53958500936,3161.97900901035,21302.048630040917,8,14.36051009226469,58018.98002490776
optimized_proposed,2025-04-02,1384.6874294344718,2072.4660177034966,63372.13329349745,38332.52905443178,999.4246612847422,0.8,64044.441121529075,1898.1671791272352,9551.009775094983,11,127.03676780727314,47883.53882952676
optimized_proposed,2025-04-03,2072.4660177034966,1814.7470161405502,66730.47762904942,40671.54207961837,140.6120402492838,0.8,65064.76740708454,0.0,0.0,0,7571.364132395352,40671.54207961837
optimized_proposed,2025-04-04,1814.7470161405502,1562.0849086728374,27903.984429666853,14092.678677924521,390.9177064389666,0.8,35902.72433398242,0.0,0.0,0,19075.6121198455,14092.678677924521
optimized_proposed,2025-04-05,1562.0849086728374,1204.9398808437868,28042.876397242908,14198.52647347194,455.9838561955074,0.8,36367.72431710691,0.0,0.0,0,13701.818252715133,14198.52647347194
optimized_proposed,2025-04-06,1204.9398808437868,2035.5970166262505,65104.57849961717,38959.82460647577,82.4586861564148,0.8,63378.79739287241,0.0,0.0,0,5969.92182122888,38959.82460647577
optimized_proposed,2025-04-07,2035.5970166262505,1627.8462793768847,61351.486650119965,36938.79847766962,1003.5764098820316,0.8,63082.960307191315,0.0,0.0,0,4886.3221185823295,36938.79847766962
optimized_proposed,2025-04-08,1627.8462793768847,1200.0,63379.57531273228,37670.305092206916,123.27531059345802,0.8,62614.773241182134,563.9749351997563,2335.7442425405343,16,5970.821931110646,40006.04933474745
optimized_proposed,2025-04-09,1200.0,1200.0,60329.043348983134,36246.95085520758,1173.9317991606433,0.8,63021.8889532427,2551.5330314136672,16478.14930656177,13,189.65030275571908,52725.10016176935
optimized_proposed,2025-04-10,1200.0,1463.4364719992473,62182.79126503742,37328.684096961355,974.246419962448,0.8,63597.86427857854,0.0,0.0,0,3446.6842526630808,37328.684096961355
optimized_proposed,2025-04-11,1463.4364719992473,1307.8678948634401,27301.66872327379,13707.376337268815,159.7973620308435,0.8,35263.23980867144,0.0,0.0,0,19482.046243788347,13707.376337268815
optimized_proposed,2025-04-12,1307.8678948634401,1345.6256172980575,27838.85302881701,13880.650739543793,191.89615282164567,0.8,35401.21017972663,0.0,0.0,0,16217.50490047818,13880.650739543793
optimized_proposed,2025-04-13,1345.6256172980575,1259.5765081466304,61714.85666042144,36575.27250589514,73.86088409594,0.8,61226.630033498586,304.9283838276841,1628.444621090374,6,3926.7592569865947,38203.71712698552
optimized_proposed,2025-04-14,1259.5765081466304,1200.0,56314.65399077404,33831.19266457929,1253.199221916202,0.8,60561.62932706502,271.51117856517817,944.9743307538457,9,149.1990849132536,34776.16699533314
optimized_proposed,2025-04-15,1200.0,1422.3063957706647,62350.06053271343,36949.9090108525,23.162213916437473,0.8,61347.60373617041,0.0,0.0,0,8370.518836035562,36949.9090108525
optimized_proposed,2025-04-16,1422.3063957706647,1200.0,56435.98133811158,33854.68774601921,860.0286351278206,0.8,60236.28302850541,2580.952111917126,16266.550291890544,17,10.148338816976548,50121.23803790976
optimized_proposed,2025-04-17,1200.0,1364.1158506689558,58207.55625907564,34851.59931558381,974.1142963255891,0.8,60334.27846304069,47.890213565625665,230.8499252048859,2,1403.5849834655783,35082.449240788694
optimized_proposed,2025-04-18,1364.1158506689558,1396.9070731067798,26245.43585479223,12875.457313363371,288.14400625592395,0.8,34439.28174688319,0.0,0.0,0,17295.813131385938,12875.457313363371
optimized_proposed,2025-04-19,1396.9070731067798,1295.6994527586298,26042.726817554707,12774.843999284181,256.8383289986729,0.8,34315.89438230649,0.0,0.0,0,16804.15793507645,12774.843999284181
optimized_proposed,2025-04-20,1295.6994527586298,1224.7952844804104,56796.126212893,33904.91257150775,699.1346045422728,0.8,60012.595809882674,0.0,0.0,0,1015.5205902489954,33904.91257150775
optimized_proposed,2025-04-21,1224.7952844804104,1200.0,55621.11778013997,33179.874021540076,527.9985386083456,0.8,60132.338860531156,360.3523693197655,1034.2666437694995,12,3690.1549843860835,34214.14066530958
optimized_proposed,2025-04-22,1200.0,1200.0,56009.944749413364,33715.69917032763,552.0004123925976,0.8,60065.71216052504,21.433265555377602,45.824321757397314,1,64.05353338492012,33761.52349208503
optimized_proposed,2025-04-23,1200.0,1651.1740378148224,56281.02500274038,33561.881219701005,969.1843967327011,0.8,60199.375343783555,0.0,0.0,0,660.2880885105152,33561.881219701005
optimized_proposed,2025-04-24,1651.1740378148224,1224.8707379021141,55133.07317163468,33045.93455540917,762.1129435264851,0.8,59260.088215359356,124.8234612390379,594.3621167463779,4,4954.560282286057,33640.29667215555
optimized_proposed,2025-04-25,1224.8707379021141,1205.6704288100739,25337.26932791144,12330.227655910547,99.67314653537329,0.8,33431.192725423054,41.13403215796757,87.66487978536719,2,20936.718142443347,12417.892535695913
optimized_proposed,2025-04-26,1205.6704288100739,1200.0,25409.492326737964,12396.049072576046,86.81236077765806,0.8,33411.92222237019,363.57579200655437,1098.2529748365346,11,23280.547902982406,13494.30204741258
optimized_proposed,2025-04-27,1200.0,1255.2937551037937,52183.70254296068,31445.197961397804,712.1520889944238,0.8,57810.97153712923,683.9259144934524,4422.507920397364,6,401.9253889092935,35867.70588179517
optimized_proposed,2025-04-28,1255.2937551037937,1338.4994319734474,52556.910675903375,31625.440179598794,921.048529769176,0.8,58459.12469815885,6719.05978169314,44565.41031161045,20,14.076511628531648,76190.85049120925
optimized_proposed,2025-04-29,1338.4994319734474,1755.5800736389551,60076.30890077701,35712.53487607797,1243.7274631843716,0.8,60579.55280664684,0.0,0.0,0,8910.676402255827,35712.53487607797
optimized_proposed,2025-04-30,1755.5800736389551,1420.8174812292177,54813.96742295356,33158.49125553357,1674.754840855967,0.8,59702.83473503442,0.0,0.0,0,3378.590738697326,33158.49125553357
optimized_proposed,2025-05-01,1420.8174812292177,1200.0,56105.976886958015,33708.96419758463,1885.777708421939,0.8,58622.49694611247,2749.5205952949195,13727.193955559203,22,4206.069151573524,47436.158153143835
optimized_proposed,2025-05-02,1200.0,1200.0,25944.812951788757,12855.537618678243,1424.6024107971455,0.8,33768.80460306767,2686.3888373404657,13727.587626992174,25,11855.249349999998,26583.125245670417
optimized_proposed,2025-05-03,1200.0,1200.0,26943.169345193128,13479.501636387722,1360.9868027421714,0.8,34702.44768459714,1482.758707210949,7769.457157849067,15,17085.393735317426,21248.958794236787
optimized_proposed,2025-05-04,1200.0,1200.0,62560.41570059059,37655.67088353395,869.7951599864375,0.8,61647.01966859041,731.2153206764217,2201.505862358219,16,8256.086746509913,39857.17674589217
optimized_proposed,2025-05-05,1200.0,1423.9002265218753,59646.2882014929,36477.542856920154,3619.169052014285,0.8,62374.84499316366,179.36500479053745,1183.3515677374771,3,545.0228791129097,37660.89442465763
optimized_proposed,2025-05-06,1423.9002265218753,1365.104341597022,61075.626360802096,37411.15997022167,2085.280463949207,0.8,62347.715930393235,0.0,0.0,0,4474.437116993287,37411.15997022167
optimized_proposed,2025-05-07,1365.104341597022,1819.6355625399337,67745.0966883304,40840.09418262559,948.3689372996978,0.8,64533.90330310033,0.0,0.0,0,8530.909316354202,40840.09418262559
optimized_proposed,2025-05-08,1819.6355625399337,2144.4416552481152,60289.403282857944,37905.23428001591,2854.122405995441,0.8,64924.36558978721,35.999250000000075,243.2289326250005,1,669.4030337685797,38148.46321264091
optimized_proposed,2025-05-09,2144.4416552481152,3281.9711207749074,29915.011382090037,16436.59149116709,791.4655083380851,0.8,38182.42152494222,0.0,0.0,0,17929.54363495787,16436.59149116709
optimized_proposed,2025-05-10,3281.9711207749074,2675.352947466034,27936.635991973362,15490.627166877559,305.6351619268149,0.8,37600.78353493364,0.0,0.0,0,14200.379521759389,15490.627166877559
optimized_proposed,2025-05-11,2675.352947466034,1613.181542108444,59449.46092042998,36812.15137765543,946.7666168811216,0.8,63287.337978731346,32.9851088148564,222.26606567453885,2,1688.749000343332,37034.41744332996
optimized_proposed,2025-05-12,1613.181542108444,3142.6806575990704,65182.349526477585,40034.825862156446,3442.6143443240157,0.8,65511.65834308966,0.0,0.0,0,8652.324130508272,40034.825862156446
optimized_proposed,2025-05-13,3142.6806575990704,2628.240138954661,57571.22716394603,36076.579538263424,438.43785935440263,0.8,62401.35888152482,0.0,0.0,0,1573.5429026058853,36076.579538263424
optimized_proposed,2025-05-14,2628.240138954661,2764.404876766444,60805.75078843378,37672.30618527882,2971.889147515288,0.8,62791.624049059355,0.0,0.0,0,4400.909176982132,37672.30618527882
optimized_proposed,2025-05-15,2764.404876766444,2919.6957350139232,56519.42883257765,36150.65563857396,1694.322366410958,0.8,61996.97678153982,0.0,0.0,0,47.837370959384884,36150.65563857396
optimized_proposed,2025-05-16,2919.6957350139232,2510.666893356242,26799.437328533193,14861.52952983055,679.9241764078092,0.8,36409.62866167728,0.0,0.0,0,22354.220232618114,14861.52952983055
optimized_proposed,2025-05-17,2510.666893356242,2154.639594113049,26878.096809176295,14787.836181668072,537.5947586298764,0.8,36212.64193261902,0.0,0.0,0,14432.592411897414,14787.836181668072
optimized_proposed,2025-05-18,2154.639594113049,1438.9294209524621,55559.46018116745,35496.46873072133,2225.3133046112443,0.8,61164.528136176596,641.6320399855178,4244.824155261279,3,0.0,39741.29288598261
optimized_proposed,2025-05-19,1438.9294209524621,2451.053472210032,58197.45295328826,35980.03827528398,708.2590666582518,0.8,61338.05762908071,62.346811102022,420.4980674775874,1,6290.5790781590495,36400.53634276157
optimized_proposed,2025-05-20,2451.053472210032,1382.6430776146433,53856.25176104515,34285.682130067915,749.9595321472837,0.8,60435.780388640145,2374.07219520928,16180.361715632498,6,0.0,50466.04384570041
optimized_proposed,2025-05-21,1382.6430776146433,1804.3731903769637,55924.27899618639,35076.386875353164,2585.260613165471,0.8,60353.30174896623,0.0,0.0,0,733.5961036384397,35076.386875353164
optimized_proposed,2025-05-22,1804.3731903769637,2373.9681681548836,55099.97060443257,34857.71313837965,2392.4060768716176,0.8,59982.083574477845,0.0,0.0,0,214.48341474474125,34857.71313837965
optimized_proposed,2025-05-23,2373.9681681548836,2236.7989613494206,25237.939273952274,13571.547463858526,690.1378388847185,0.8,34844.90855469192,632.7524079837297,2810.723561337456,6,17395.32419843684,16382.271025195982
optimized_proposed,2025-05-24,2236.7989613494206,2107.488152340951,25869.566022305957,13799.178883715154,719.3917449177458,0.8,34680.22840934964,104.38786945824563,449.12727407572004,3,20125.25174505117,14248.306157790874
optimized_proposed,2025-05-25,2107.488152340951,3070.635782699049,53965.182728763524,34473.681929401195,1186.75964279494,0.8,60007.65238980713,0.0,0.0,0,1208.0497342716794,34473.681929401195
optimized_proposed,2025-05-26,3070.635782699049,1407.0345023035825,54155.425263645695,34017.71937175006,247.28121917742592,0.8,59035.04585666672,1868.695839188851,12614.430556663981,5,114.37471725838998,46632.149928414045
optimized_proposed,2025-05-27,1407.0345023035825,2044.8162281713612,57972.19095393463,35913.92832039842,1814.5562569705573,0.8,59499.93361600356,0.0,0.0,0,4524.5109843461405,35913.92832039842
optimized_proposed,2025-05-28,2044.8162281713612,1411.3999795940192,53355.69667774282,33850.535212307324,1488.5524111791824,0.8,59156.90023588902,1437.2459850750984,8961.4249373356,10,0.0,42811.960149642924
optimized_proposed,2025-05-29,1411.3999795940192,2719.9270710394712,60683.60702660477,37499.23387159842,559.6281157167547,0.8,61510.03987613448,0.0,0.0,0,1619.759072954434,37499.23387159842
optimized_proposed,2025-05-30,2719.9270710394712,1763.7420037501117,25863.571424281723,13821.298279138946,477.27049182863885,0.8,35293.46762958217,0.0,0.0,0,17914.589595458823,13821.298279138946
optimized_proposed,2025-05-31,1763.7420037501117,2575.8137637189398,27553.062548211856,14741.7411614911,741.632887325618,0.8,36031.66912801706,71.77239407509676,291.80362139426154,3,15955.194231398411,15033.544782885361
optimized_proposed,2025-06-01,2575.8137637189398,1200.0,59396.09563847014,36889.64939582467,1508.7138573177494,0.8,62254.3310261568,12685.671485805138,75742.89005849115,52,0.0,112632.53945431582
optimized_proposed,2025-06-02,1200.0,1200.0,66266.11607001082,40966.43530219177,5140.223247867267,0.8,65329.13175070214,6757.220633590139,41416.5978752965,28,820.6106209958664,82383.03317748828
optimized_proposed,2025-06-03,1200.0,1200.0,74694.75908245833,47099.905171385864,1427.734471740567,0.8,70807.49574451399,546.2783256414034,1826.5248702543772,13,3240.2073856366205,48926.43004164024
optimized_proposed,2025-06-04,1200.0,1200.0,74306.9582795235,46096.5717061533,3329.0659074854548,0.8,70825.16973656202,1036.3704322203612,4553.021224578429,17,2013.7240630792423,50649.59293073173
optimized_proposed,2025-06-05,1200.0,1275.202763979851,78501.07751343488,49694.812061864955,4083.710556416902,0.8,72356.45324154364,92.06188711564698,625.1817241519025,3,3405.4411264463483,50319.99378601686
optimized_proposed,2025-06-06,1275.202763979851,1529.2649529191904,36562.10638376062,20643.705862771174,1434.9098575785702,0.8,43568.38808429567,1218.6992795228662,8300.886505896708,3,4087.670342902529,28944.59236866788
optimized_proposed,2025-06-07,1529.2649529191904,2340.3030596015,37912.16882312219,21775.21048122592,956.0899785183049,0.8,45511.32808237014,0.0,0.0,0,3396.269295500161,21775.21048122592
optimized_proposed,2025-06-08,2340.3030596015,3090.2209299420374,87091.4229339801,55690.891654304716,1093.4637988142529,0.8,84074.7029391639,0.0,0.0,0,18438.20113721762,55690.891654304716
optimized_proposed,2025-06-09,3090.2209299420374,3170.5395658421853,84855.84728294497,55045.81831729087,4242.909022236099,0.8,82678.65187371272,0.0,0.0,0,10567.451378099315,55045.81831729087
optimized_proposed,2025-06-10,3170.5395658421853,2881.2811356092843,80898.07525017671,51641.46032021241,1731.0087949812066,0.8,78702.35890487875,0.0,0.0,0,5973.834944861264,51641.46032021241
optimized_proposed,2025-06-11,2881.2811356092843,1971.3218103212148,80049.88510712975,50841.612299203225,1350.359292915003,0.8,78699.72501411929,782.3357714390222,4365.87352534862,7,1346.6998760304627,55207.48582455185
optimized_proposed,2025-06-12,1971.3218103212148,2881.086977013852,84193.0527876842,54481.482206955865,3036.6267418479247,0.8,80433.51341278749,0.0,0.0,0,7234.755629322062,54481.482206955865
optimized_proposed,2025-06-13,2881.086977013852,3394.2718984676144,38992.51099274223,23301.642510422134,2056.8553049679003,0.8,47398.90851460761,0.0,0.0,0,7805.708752921473,23301.642510422134
optimized_proposed,2025-06-14,3394.2718984676144,3792.4134232148385,40879.67177424688,24891.274958507427,957.0601327249049,0.8,51259.193570089716,0.0,0.0,0,12025.639543528798,24891.274958507427
optimized_proposed,2025-06-15,3792.4134232148385,2504.095616236894,79454.45589322469,50776.25153105938,3300.035688088015,0.8,78044.45488471958,0.0,0.0,0,6461.700274382759,50776.25153105938
optimized_proposed,2025-06-16,2504.095616236894,3261.742956416415,80333.34390224615,51076.984161382556,599.7382726807451,0.8,78107.60042917792,2.106648686613653,14.200918796462636,1,2783.0064266368836,51091.18508017902
optimized_proposed,2025-06-17,3261.742956416415,2796.169428862591,81080.21816864825,52297.75632307359,4212.638919747035,0.8,78009.73037449719,0.0,0.0,0,3044.7197307495962,52297.75632307359
optimized_proposed,2025-06-18,2796.169428862591,2301.911378640594,78858.18864956444,50290.104621505,2624.2971964027215,0.8,76537.83465278179,0.0,0.0,0,4923.4538564005325,50290.104621505
optimized_proposed,2025-06-19,2301.911378640594,1685.2628887606415,77528.20089920916,49370.306357030066,1722.1092025454811,0.8,74648.87601290952,0.0,0.0,0,6048.727430392199,49370.306357030066
optimized_proposed,2025-06-20,1685.2628887606415,2263.4520188216493,34055.43516448523,19788.486688595873,754.7035687139014,0.8,42617.06317737794,0.0,0.0,0,8695.059268543293,19788.486688595873
optimized_proposed,2025-06-21,2263.4520188216493,1444.100461129805,30641.07859996659,17592.518414255283,265.1490673823572,0.8,39063.58481381985,1066.3537873569196,4683.897810379812,8,10868.005149597466,22276.416224635093
